learnable	normalized	partOfSpeech	source
валюту	valiutu		Duolingo
вам	vam		Duolingo
вареники	vareniki		Duolingo
вас	vas		Duolingo
вас звати	vas zvati		Duolingo
вас звуть	vas zvut'		Duolingo
ваш	vash		Duolingo
ваша	vasha		Duolingo
ваше	vashe		Duolingo
ваші	vashi		Duolingo
вдома	vdoma		Duolingo
вебдизайн	vebdizain		Duolingo
вегетаріанець	vegetarianets'		Duolingo
вегетаріанка	vegetarianka		Duolingo
вегетаріанці	vegetariantsi		Duolingo
ведмідь	vedmid'		Duolingo
велика	velika		Duolingo
великий	velikii		Duolingo
вересень	veresen'		Duolingo
весела	vesela		Duolingo
веселий	veselii		Duolingo
веселка	veselka		Duolingo
веселку	veselku		Duolingo
весело	veselo		Duolingo
весна	vesna		Duolingo
весну	vesnu		Duolingo
вечеря	vecheria		Duolingo
вже	vzhe		Duolingo
взимку	vzimku		Duolingo
взуття	vzuttia		Duolingo
ви	vi		Duolingo
вибачте	vibachte		Duolingo
виграв	vigrav		Duolingo
виграла	vigrala		Duolingo
виграли	vigrali		Duolingo
викладач	vikladach		Duolingo
вина	vina		Duolingo
вино	vino		Duolingo
вип'єш	vip'iesh		Duolingo
випив	vipiv		Duolingo
висока	visoka		Duolingo
високий	visokii		Duolingo
високі	visoki		Duolingo
виставка	vistavka		Duolingo
виставки	vistavki		Duolingo
вища освіта	vishcha osvita		Duolingo
вівторок	vivtorok		Duolingo
відома	vidoma		Duolingo
відомий	vidomii		Duolingo
відповів	vidpoviv		Duolingo
відповідь	vidpovid'		Duolingo
відповіла	vidpovila		Duolingo
відповіли	vidpovili		Duolingo
відповісти	vidpovisti		Duolingo
відпочивати	vidpochivati		Duolingo
візит	vizit		Duolingo
візитка	vizitka		Duolingo
вікно	vikno		Duolingo
віктор	viktor		Duolingo
віктора	viktora		Duolingo
вікторія	viktoriia		Duolingo
вільний	vil'nii		Duolingo
він	vin		Duolingo
вірші	virshi		Duolingo
вісім	visim		Duolingo
вісімдесят	visimdesiat		Duolingo
вісімдесят шість	visimdesiat shist'		Duolingo
вісімнадцять	visimnadtsiat'		Duolingo
вісімсот	visimsot		Duolingo
вітер	viter		Duolingo
влітку	vlitku		Duolingo
вода	voda		Duolingo
води	vodi		Duolingo
водій	vodii		Duolingo
воду	vodu		Duolingo
вокзал	vokzal		Duolingo
вокзалі	vokzali		Duolingo
волосся	volossia		Duolingo
вона	vona		Duolingo
вони	voni		Duolingo
восени	voseni		Duolingo
восьма	vos'ma		Duolingo
восьмий	vos'mii		Duolingo
все	vse		Duolingo
вулицю	vulitsiu		Duolingo
вулиця	vulitsia		Duolingo
вуса	vusa		Duolingo
вчив	vchiv		Duolingo
вчила	vchila		Duolingo
вчили	vchili		Duolingo
вчитель	vchitel'		Duolingo
вчити	vchiti		Duolingo
вчить	vchit'		Duolingo
вчора	vchora		Duolingo
вчу	vchu		Duolingo
газом	gazom		Duolingo
галереї	galereyi		Duolingo
галерея	galereia		Duolingo
гарний	garnii		Duolingo
гаряча	gariacha		Duolingo
гарячий	gariachii		Duolingo
гарячі	gariachi		Duolingo
говорите	govorite		Duolingo
говорить	govorit'		Duolingo
говорю	govoriu		Duolingo
година	godina		Duolingo
години	godini		Duolingo
голова	golova		Duolingo
голодна	golodna		Duolingo
голодний	golodnii		Duolingo
голодні	golodni		Duolingo
гора	gora		Duolingo
гори	gori		Duolingo
горло	gorlo		Duolingo
гору	goru		Duolingo
готель	gotel'		Duolingo
готував	gotuvav		Duolingo
готувала	gotuvala		Duolingo
готували	gotuvali		Duolingo
готувати	gotuvati		Duolingo
готує	gotuie		Duolingo
готуємо	gotuiemo		Duolingo
готуєш	gotuiesh		Duolingo
готую	gotuiu		Duolingo
гра	gra		Duolingo
грав	grav		Duolingo
гравець	gravets'		Duolingo
гравці	gravtsi		Duolingo
грає	graie		Duolingo
граєте	graiete		Duolingo
грала	grala		Duolingo
грали	grali		Duolingo
грати	grati		Duolingo
грати на	grati na		Duolingo
грати у	grati u		Duolingo
граю	graiu		Duolingo
грають	graiut'		Duolingo
гривень	griven'		Duolingo
гривні	grivni		Duolingo
гривня	grivnia		Duolingo
грім	grim		Duolingo
гроші	groshi		Duolingo
грудень	gruden'		Duolingo
гуляла	guliala		Duolingo
гуляти	guliati		Duolingo
гумористичні	gumoristichni		Duolingo
гурт	gurt		Duolingo
давно	davno		Duolingo
дайте	daite		Duolingo
дала	dala		Duolingo
далеко	daleko		Duolingo
дали	dali		Duolingo
даю	daiu		Duolingo
два	dva		Duolingo
двадцять	dvadtsiat'		Duolingo
двадцять два	dvadtsiat' dva		Duolingo
двадцять дві	dvadtsiat' dvi		Duolingo
двадцять один	dvadtsiat' odin		Duolingo
двадцять одна	dvadtsiat' odna		Duolingo
двадцять одне	dvadtsiat' odne		Duolingo
двадцять п'ять	dvadtsiat' p'iat'		Duolingo
двадцять три	dvadtsiat' tri		Duolingo
двадцять чотири	dvadtsiat' chotiri		Duolingo
дванадцята	dvanadtsiata		Duolingo
дванадцятий	dvanadtsiatii		Duolingo
дванадцять	dvanadtsiat'		Duolingo
дві	dvi		Duolingo
дві тисячі	dvi tisiachi		Duolingo
двісті	dvisti		Duolingo
двоюрідна	dvoiuridna		Duolingo
двоюрідний	dvoiuridnii		Duolingo
де	de		Duolingo
де-небудь	de-nebud'		Duolingo
дев'яносто	dev'ianosto		Duolingo
дев'яносто сім	dev'ianosto sim		Duolingo
дев'ята	dev'iata		Duolingo
дев'яте	dev'iate		Duolingo
дев'ятий	dev'iatii		Duolingo
дев'ятнадцять	dev'iatnadtsiat'		Duolingo
дев'ятсот	dev'iatsot		Duolingo
дев'ять	dev'iat'		Duolingo
денвері	denveri		Duolingo
день	den'		Duolingo
день народження	den' narodzhennia		Duolingo
дерева	dereva		Duolingo
дерево	derevo		Duolingo
десерт	desert		Duolingo
десь	des'		Duolingo
десята	desiata		Duolingo
десятий	desiatii		Duolingo
десять	desiat'		Duolingo
дешева	desheva		Duolingo
дешеве	desheve		Duolingo
дешевий	deshevii		Duolingo
дешево	deshevo		Duolingo
джаз	dzhaz		Duolingo
дзвонив	dzvoniv		Duolingo
дзвонила	dzvonila		Duolingo
дзвонити	dzvoniti		Duolingo
дивимося	divimosia		Duolingo
дивитися	divitisia		Duolingo
дивиться	divit'sia		Duolingo
дивишся	divishsia		Duolingo
дивлюся	divliusia		Duolingo
дизайнер	dizainer		Duolingo
диплом	diplom		Duolingo
директор	direktor		Duolingo
дитини	ditini		Duolingo
дитину	ditinu		Duolingo
дівчата	divchata		Duolingo
дівчина	divchina		Duolingo
дівчинки	divchinki		Duolingo
дівчинкою	divchinkoiu		Duolingo
дід	did		Duolingo
дідусь	didus'		Duolingo
дім	dim		Duolingo
діти	diti		Duolingo
для	dlia		Duolingo
дніпро	dnipro		Duolingo
до побачення	do pobachennia		Duolingo
добре	dobre		Duolingo
добрий вечір	dobrii vechir		Duolingo
добрий день	dobrii den'		Duolingo
добрий ранок	dobrii ranok		Duolingo
довге	dovge		Duolingo
довідкa	dovidka		Duolingo
долар	dolar		Duolingo
долари	dolari		Duolingo
доларів	dolariv		Duolingo
домашнє завдання	domashnie zavdannia		Duolingo
донька	don'ka		Duolingo
дорога	doroga		Duolingo
дорогий	dorogii		Duolingo
дорого	dorogo		Duolingo
досвід роботи	dosvid roboti		Duolingo
дощ	doshch		Duolingo
друг	drug		Duolingo
друга	druga		Duolingo
другий	drugii		Duolingo
другом	drugom		Duolingo
дружина	druzhina		Duolingo
друзі	druzi		Duolingo
дуже	duzhe		Duolingo
дуже приємно	duzhe priiemno		Duolingo
думав	dumav		Duolingo
думає	dumaie		Duolingo
думаєте	dumaiete		Duolingo
думаєш	dumaiesh		Duolingo
думала	dumala		Duolingo
думали	dumali		Duolingo
думаю	dumaiu		Duolingo
думають	dumaiut'		Duolingo
дядько	diad'ko		Duolingo
дядьком	diad'kom		Duolingo
дякую	diakuiu		Duolingo
елегантне	elegantne		Duolingo
елегантний	elegantnii		Duolingo
елегантні	elegantni		Duolingo
є	ie		Duolingo
євро	ievro		Duolingo
жарко	zharko		Duolingo
жив	zhiv		Duolingo
живе	zhive		Duolingo
живете	zhivete		Duolingo
живіт	zhivit		Duolingo
живу	zhivu		Duolingo
живуть	zhivut'		Duolingo
жила	zhila		Duolingo
жили	zhili		Duolingo
жити	zhiti		Duolingo
жінка	zhinka		Duolingo
жінки	zhinki		Duolingo
жіноча	zhinocha		Duolingo
жіноче	zhinoche		Duolingo
жіночий	zhinochii		Duolingo
жіночі	zhinochi		Duolingo
жовта	zhovta		Duolingo
жовтень	zhovten'		Duolingo
жовтий	zhovtii		Duolingo
журнал	zhurnal		Duolingo
журнали	zhurnali		Duolingo
журналіст	zhurnalist		Duolingo
журналістка	zhurnalistka		Duolingo
з	z		Duolingo
з кетчупом	z ketchupom		Duolingo
з ким	z kim		Duolingo
з котлетою	z kotletoiu		Duolingo
з морквою	z morkvoiu		Duolingo
з помідором	z pomidorom		Duolingo
з сосискою	z sosiskoiu		Duolingo
з цукром	z tsukrom		Duolingo
з чим	z chim		Duolingo
з яйцем	z iaitsem		Duolingo
за професією	za profesiieiu		Duolingo
завжди	zavzhdi		Duolingo
завтра	zavtra		Duolingo
заєць	zaiets'		Duolingo
зазвичай	zazvichai		Duolingo
закінчити	zakinchiti		Duolingo
замовити	zamoviti		Duolingo
зараз	zaraz		Duolingo
захід	zakhid		Duolingo
збори	zbori		Duolingo
звичайно	zvichaino		Duolingo
звідки	zvidki		Duolingo
здоров'я	zdorov'ia		Duolingo
зелена	zelena		Duolingo
зелений	zelenii		Duolingo
зелені	zeleni		Duolingo
землі	zemli		Duolingo
земля	zemlia		Duolingo
зима	zima		Duolingo
зиму	zimu		Duolingo
зірка	zirka		Duolingo
зірки	zirki		Duolingo
знав	znav		Duolingo
знає	znaie		Duolingo
знаєте	znaiete		Duolingo
знаєш	znaiesh		Duolingo
знайти	znaiti		Duolingo
знала	znala		Duolingo
знали	znali		Duolingo
знаю	znaiu		Duolingo
знають	znaiut'		Duolingo
зручне	zruchne		Duolingo
зручний	zruchnii		Duolingo
зручні	zruchni		Duolingo
зупинка	zupinka		Duolingo
зупинці	zupintsi		Duolingo
зустріч	zustrich		Duolingo
зустрічі	zustrichi		Duolingo
і	i		Duolingo
іде	ide		Duolingo
ідеаліст	idealist		Duolingo
ідеалісти	idealisti		Duolingo
ідемо	idemo		Duolingo
ідете	idete		Duolingo
ідеш	idesh		Duolingo
ідіть	idit'		Duolingo
іду	idu		Duolingo
ідуть	idut'		Duolingo
інженер	inzhener		Duolingo
інколи	inkoli		Duolingo
інтерв'ю	interv'iu		Duolingo
історія	istoriia		Duolingo
іти	iti		Duolingo
їдемо	yidemo		Duolingo
їдете	yidete		Duolingo
їдуть	yidut'		Duolingo
їдять	yidiat'		Duolingo
їжа	yizha		Duolingo
їздив	yizdiv		Duolingo
їздила	yizdila		Duolingo
їздили	yizdili		Duolingo
її	yiyi		Duolingo
їй	yii		Duolingo
їм	yim		Duolingo
їмо	yimo		Duolingo
їси	yisi		Duolingo
їсте	yiste		Duolingo
їсти	yisti		Duolingo
їсть	yist'		Duolingo
їсть мед	yist' med		Duolingo
їх	yikh		Duolingo
їхати	yikhati		Duolingo
його	iogo		Duolingo
йому	iomu		Duolingo
кава	kava		Duolingo
кави	kavi		Duolingo
каву	kavu		Duolingo
казка	kazka		Duolingo
казки	kazki		Duolingo
канікули	kanikuli		Duolingo
капуста	kapusta		Duolingo
капустою	kapustoiu		Duolingo
капусту	kapustu		Duolingo
кар'єра	kar'iera		Duolingo
карі	kari		Duolingo
карпати	karpati		Duolingo
картина	kartina		Duolingo
картини	kartini		Duolingo
картоплею	kartopleiu		Duolingo
картоплю	kartopliu		Duolingo
картопля	kartoplia		Duolingo
каса	kasa		Duolingo
касу	kasu		Duolingo
кафе	kafe		Duolingo
каша	kasha		Duolingo
кашу	kashu		Duolingo
квартира	kvartira		Duolingo
квартирі	kvartiri		Duolingo
квиток	kvitok		Duolingo
квітень	kviten'		Duolingo
квіти	kviti		Duolingo
квітка	kvitka		Duolingo
квітки	kvitki		Duolingo
кетчуп	ketchup		Duolingo
кетчупу	ketchupu		Duolingo
києві	kiievi		Duolingo
київ	kiyiv		Duolingo
кімната	kimnata		Duolingo
кімнати	kimnati		Duolingo
кімнаті	kimnati		Duolingo
кіно	kino		Duolingo
кінотеатр	kinoteatr		Duolingo
кінотеатрі	kinoteatri		Duolingo
кінь	kin'		Duolingo
кіт	kit		Duolingo
кішка	kishka		Duolingo
класика	klasika		Duolingo
класику	klasiku		Duolingo
класична	klasichna		Duolingo
ключ	kliuch		Duolingo
ключі	kliuchi		Duolingo
книга	kniga		Duolingo
книгу	knigu		Duolingo
ковбаса	kovbasa		Duolingo
ковбасою	kovbasoiu		Duolingo
ковбасу	kovbasu		Duolingo
коли	koli		Duolingo
коли-небудь	koli-nebud'		Duolingo
колись	kolis'		Duolingo
колір	kolir		Duolingo
команда	komanda		Duolingo
команди	komandi		Duolingo
команді	komandi		Duolingo
коментар	komentar		Duolingo
композитор	kompozitor		Duolingo
компьютери	komp'iuteri		Duolingo
корабель	korabel'		Duolingo
коричнева	korichneva		Duolingo
коричневий	korichnevii		Duolingo
коричневі	korichnevi		Duolingo
корова	korova		Duolingo
корови	korovi		Duolingo
коротка	korotka		Duolingo
коротке	korotke		Duolingo
короткий	korotkii		Duolingo
костюм	kostium		Duolingo
коти	koti		Duolingo
котра	kotra		Duolingo
коштує	koshtuie		Duolingo
коштують	koshtuiut'		Duolingo
критик	kritik		Duolingo
крісло	krislo		Duolingo
кросівки	krosivki		Duolingo
куди	kudi		Duolingo
куди-небудь	kudi-nebud'		Duolingo
кудись	kudis'		Duolingo
купе	kupe		Duolingo
купив	kupiv		Duolingo
купила	kupila		Duolingo
купили	kupili		Duolingo
купити	kupiti		Duolingo
куртка	kurtka		Duolingo
куртку	kurtku		Duolingo
кухні	kukhni		Duolingo
кухня	kukhnia		Duolingo
лимон	limon		Duolingo
лимони	limoni		Duolingo
лимоном	limonom		Duolingo
лимону	limonu		Duolingo
липень	lipen'		Duolingo
лист	list		Duolingo
листи	listi		Duolingo
листопад	listopad		Duolingo
ліворуч	livoruch		Duolingo
лікар	likar		Duolingo
ліки	liki		Duolingo
лінда	linda		Duolingo
ліси	lisi		Duolingo
лісі	lisi		Duolingo
літак	litak		Duolingo
література	literatura		Duolingo
літо	lito		Duolingo
любимо	liubimo		Duolingo
любите	liubite		Duolingo
любить	liubit'		Duolingo
любиш	liubish		Duolingo
люблю	liubliu		Duolingo
люблять	liubliat'		Duolingo
люди	liudi		Duolingo
людина	liudina		Duolingo
людини	liudini		Duolingo
лютий	liutii		Duolingo
м'яса	m'iasa		Duolingo
м'ясо	m'iaso		Duolingo
м'ясом	m'iasom		Duolingo
м'яч	m'iach		Duolingo
мав	mav		Duolingo
магазин	magazin		Duolingo
магазині	magazini		Duolingo
має	maie		Duolingo
маєте	maiete		Duolingo
майже	maizhe		Duolingo
майонез	maionez		Duolingo
майонезом	maionezom		Duolingo
макарони	makaroni		Duolingo
мала	mala		Duolingo
маленьке	malen'ke		Duolingo
маленький	malen'kii		Duolingo
мали	mali		Duolingo
мало	malo		Duolingo
малювати	maliuvati		Duolingo
малюєте	maliuiete		Duolingo
мама	mama		Duolingo
мамою	mamoiu		Duolingo
марафон	marafon		Duolingo
марк	mark		Duolingo
маршрутка	marshrutka		Duolingo
масла	masla		Duolingo
масло	maslo		Duolingo
маслом	maslom		Duolingo
мати	mati		Duolingo
машин	mashin		Duolingo
машина	mashina		Duolingo
машини	mashini		Duolingo
маю	maiu		Duolingo
мають	maiut'		Duolingo
мед	med		Duolingo
медсестра	medsestra		Duolingo
мене	mene		Duolingo
мене звати	mene zvati		Duolingo
мене звуть	mene zvut'		Duolingo
менеджер	menedzher		Duolingo
мені	meni		Duolingo
мені теж	meni tezh		Duolingo
мені треба	meni treba		Duolingo
меню	meniu		Duolingo
метро	metro		Duolingo
ми	mi		Duolingo
миє	miie		Duolingo
миєш	miiesh		Duolingo
мистецтво	mistetstvo		Duolingo
мити	miti		Duolingo
миша	misha		Duolingo
мию	miiu		Duolingo
міг	mig		Duolingo
мій	mii		Duolingo
мільйони	mil'ioni		Duolingo
мільйонів	mil'ioniv		Duolingo
місті	misti		Duolingo
місто	misto		Duolingo
місце	mistse		Duolingo
місяць	misiats'		Duolingo
мова	mova		Duolingo
мови	movi		Duolingo
мову	movu		Duolingo
могла	mogla		Duolingo
могли	mogli		Duolingo
мода	moda		Duolingo
моді	modi		Duolingo
модна	modna		Duolingo
модне	modne		Duolingo
модний	modnii		Duolingo
моду	modu		Duolingo
моє	moie		Duolingo
може	mozhe		Duolingo
можемо	mozhemo		Duolingo
можете	mozhete		Duolingo
можеш	mozhesh		Duolingo
можливо	mozhlivo		Duolingo
можна	mozhna		Duolingo
можу	mozhu		Duolingo
можуть	mozhut'		Duolingo
мої	moyi		Duolingo
молода	moloda		Duolingo
молоде	molode		Duolingo
молоді	molodi		Duolingo
молодша	molodsha		Duolingo
молодший	molodshii		Duolingo
молодь	molod'		Duolingo
молока	moloka		Duolingo
молоко	moloko		Duolingo
молоком	molokom		Duolingo
море	more		Duolingo
морі	mori		Duolingo
моркви	morkvi		Duolingo
мороз	moroz		Duolingo
моя	moia		Duolingo
музика	muzika		Duolingo
музику	muziku		Duolingo
мусимо	musimo		Duolingo
мусите	musite		Duolingo
мусить	musit'		Duolingo
мусиш	musish		Duolingo
мушу	mushu		Duolingo
мюслі	miusli		Duolingo
на	na		Duolingo
на автобусі	na avtobusi		Duolingo
на вечерю	na vecheriu		Duolingo
на вокзалі	na vokzali		Duolingo
на десерт	na desert		Duolingo
на заході	na zakhodi		Duolingo
на зріст	na zrist		Duolingo
на літаку	na litaku		Duolingo
на маршрутці	na marshruttsi		Duolingo
на машині	na mashini		Duolingo
на обід	na obid		Duolingo
на півдні	na pivdni		Duolingo
на півночі	na pivnochi		Duolingo
на площі	na ploshchi		Duolingo
на пляжі	na pliazhi		Duolingo
на поїзді	na poyizdi		Duolingo
на пошті	na poshti		Duolingo
на сніданок	na snidanok		Duolingo
на сході	na skhodi		Duolingo
на тролейбусі	na troleibusi		Duolingo
навесні	navesni		Duolingo
надто	nadto		Duolingo
нам	nam		Duolingo
намагаємося	namagaiemosia		Duolingo
намагаєтеся	namagaietesia		Duolingo
намагається	namagaiet'sia		Duolingo
намагаюся	namagaiusia		Duolingo
нарешті	nareshti		Duolingo
народна	narodna		Duolingo
народні	narodni		Duolingo
нас	nas		Duolingo
населення	naselennia		Duolingo
наступна	nastupna		Duolingo
наступний	nastupnii		Duolingo
наш	nash		Duolingo
наша	nasha		Duolingo
наші	nashi		Duolingo
не	ne		Duolingo
небі	nebi		Duolingo
недавно	nedavno		Duolingo
неділя	nedilia		Duolingo
немає	nemaie		Duolingo
неурядові	neuriadovi		Duolingo
низька	niz'ka		Duolingo
низький	niz'kii		Duolingo
ні	ni		Duolingo
ніде не	nide ne		Duolingo
ніж	nizh		Duolingo
ніколи не	nikoli ne		Duolingo
нікуди не	nikudi ne		Duolingo
ніхто не	nikhto ne		Duolingo
нічого	nichogo		Duolingo
нова	nova		Duolingo
нове	nove		Duolingo
новий	novii		Duolingo
нові	novi		Duolingo
номер	nomer		Duolingo
нудно	nudno		Duolingo
обід	obid		Duolingo
обміняти	obminiati		Duolingo
овочі	ovochi		Duolingo
одеса	odesa		Duolingo
одесі	odesi		Duolingo
одесу	odesu		Duolingo
один	odin		Duolingo
один мільйон	odin mil'ion		Duolingo
один мільярд	odin mil'iard		Duolingo
одинадцята	odinadtsiata		Duolingo
одинадцятий	odinadtsiatii		Duolingo
одинадцять	odinadtsiat'		Duolingo
одна	odna		Duolingo
одна тисяча	odna tisiacha		Duolingo
однак	odnak		Duolingo
одне	odne		Duolingo
одяг	odiag		Duolingo
озері	ozeri		Duolingo
озеро	ozero		Duolingo
око	oko		Duolingo
окуляри	okuliari		Duolingo
онук	onuk		Duolingo
онука	onuka		Duolingo
оповідання	opovidannia		Duolingo
оптиміст	optimist		Duolingo
оптимісти	optimisti		Duolingo
оптимістка	optimistka		Duolingo
оранжева	oranzheva		Duolingo
оранжеве	oranzheve		Duolingo
оранжевий	oranzhevii		Duolingo
оранжеві	oranzhevi		Duolingo
осінь	osin'		Duolingo
останній	ostannii		Duolingo
остання	ostannia		Duolingo
ось	os'		Duolingo
отже	otzhe		Duolingo
офісі	ofisi		Duolingo
офіціант	ofitsiant		Duolingo
офіціантка	ofitsiantka		Duolingo
очі	ochi		Duolingo
п'є	p'ie		Duolingo
п'є молоко	p'ie moloko		Duolingo
п'ємо	p'iemo		Duolingo
п'єте	p'iete		Duolingo
п'єш	p'iesh		Duolingo
п'ю	p'iu		Duolingo
п'ють	p'iut'		Duolingo
п'ята	p'iata		Duolingo
п'ятдесят	p'iatdesiat		Duolingo
п'ятдесят вісім	p'iatdesiat visim		Duolingo
п'ятий	p'iatii		Duolingo
п'ятнадцять	p'iatnadtsiat'		Duolingo
п'ятниця	p'iatnitsia		Duolingo
п'ятсот	p'iatsot		Duolingo
п'ять	p'iat'		Duolingo
п'ять тисяч	p'iat' tisiach		Duolingo
павук	pavuk		Duolingo
пальто	pal'to		Duolingo
пам'ятати	pam'iatati		Duolingo
парасолю	parasoliu		Duolingo
парасоля	parasolia		Duolingo
парк	park		Duolingo
парку	parku		Duolingo
пасажир	pasazhir		Duolingo
пасажири	pasazhiri		Duolingo
пасує	pasuie		Duolingo
пенсіонер	pensioner		Duolingo
пенсіонерка	pensionerka		Duolingo
перекладач	perekladach		Duolingo
персонал	personal		Duolingo
перша	persha		Duolingo
перше	pershe		Duolingo
перший	pershii		Duolingo
песиміст	pesimist		Duolingo
песимістка	pesimistka		Duolingo
писати	pisati		Duolingo
письменник	pis'mennik		Duolingo
письменниця	pis'mennitsia		Duolingo
питає	pitaie		Duolingo
питаєте	pitaiete		Duolingo
питали	pitali		Duolingo
питання	pitannia		Duolingo
питаю	pitaiu		Duolingo
пити	piti		Duolingo
пише	pishe		Duolingo
пишете	pishete		Duolingo
пишеш	pishesh		Duolingo
пишу	pishu		Duolingo
пишуть	pishut'		Duolingo
піаніно	pianino		Duolingo
південь	pivden'		Duolingo
північ	pivnich		Duolingo
підліток	pidlitok		Duolingo
пізніше	piznishe		Duolingo
післязавтра	pisliazavtra		Duolingo
пісню	pisniu		Duolingo
пісня	pisnia		Duolingo
піца	pitsa		Duolingo
піци	pitsi		Duolingo
піцу	pitsu		Duolingo
плаває	plavaie		Duolingo
плаваєш	plavaiesh		Duolingo
плавати	plavati		Duolingo
плани	plani		Duolingo
планувати	planuvati		Duolingo
планує	planuie		Duolingo
плануєте	planuiete		Duolingo
плануєш	planuiesh		Duolingo
планую	planuiu		Duolingo
планують	planuiut'		Duolingo
платили	platili		Duolingo
плачу	plachu		Duolingo
племінник	pleminnik		Duolingo
племінники	pleminniki		Duolingo
племінниці	pleminnitsi		Duolingo
племінниця	pleminnitsia		Duolingo
по скайпу	po skaipu		Duolingo
поверх	poverkh		Duolingo
повідомлення	povidomlennia		Duolingo
повільно	povil'no		Duolingo
погана	pogana		Duolingo
погані	pogani		Duolingo
погано	pogano		Duolingo
погода	pogoda		Duolingo
подорож	podorozh		Duolingo
подорожував	podorozhuvav		Duolingo
подорожувала	podorozhuvala		Duolingo
подорожували	podorozhuvali		Duolingo
подорожувати	podorozhuvati		Duolingo
подорожую	podorozhuiu		Duolingo
подорожують	podorozhuiut'		Duolingo
подруга	podruga		Duolingo
подругою	podrugoiu		Duolingo
поети	poeti		Duolingo
позавчора	pozavchora		Duolingo
поїзд	poyizd		Duolingo
покажіть	pokazhit'		Duolingo
поле	pole		Duolingo
полиці	politsi		Duolingo
полиця	politsia		Duolingo
полі	poli		Duolingo
помідор	pomidor		Duolingo
поміряти	pomiriati		Duolingo
понеділок	ponedilok		Duolingo
поп-музика	pop-muzika		Duolingo
поп-музику	pop-muziku		Duolingo
популярна	populiarna		Duolingo
популярний	populiarnii		Duolingo
пора року	pora roku		Duolingo
постмодернизм	postmodernizm		Duolingo
посуд	posud		Duolingo
пошта	poshta		Duolingo
пошті	poshti		Duolingo
пошту	poshtu		Duolingo
правда	pravda		Duolingo
праворуч	pravoruch		Duolingo
працював	pratsiuvav		Duolingo
працювала	pratsiuvala		Duolingo
працювали	pratsiuvali		Duolingo
працює	pratsiuie		Duolingo
працюєте	pratsiuiete		Duolingo
працюю	pratsiuiu		Duolingo
презентація	prezentatsiia		Duolingo
привіт	privit		Duolingo
приготувала	prigotuvala		Duolingo
призначили	priznachili		Duolingo
принесіть	prinesit'		Duolingo
про	pro		Duolingo
про що	pro shcho		Duolingo
проблеми	problemi		Duolingo
провідник	providnik		Duolingo
програла	prograla		Duolingo
програміст	programist		Duolingo
програти	prograti		Duolingo
продав	prodav		Duolingo
продавець	prodavets'		Duolingo
проїзд	proyizd		Duolingo
просто	prosto		Duolingo
професія	profesiia		Duolingo
прохолодно	prokholodno		Duolingo
