learnable	normalized	partOfSpeech	source
analizar	analizar	verb	Duolingo
anchas	anchas	adjective	Duolingo
anda	anda	verb	Duolingo
andamos	andamos	verb	Duolingo
andan	andan	verb	Duolingo
andar	andar	verb	Duolingo
andén	anden	noun	Duolingo
anduve	anduve	verb	Duolingo
anduvieron	anduvieron	verb	Duolingo
anduvimos	anduvimos	verb	Duolingo
anduviste	anduviste	verb	Duolingo
anduvo	anduvo	verb	Duolingo
ángel	angel	noun	Duolingo
ángeles	angeles	noun	Duolingo
anillo	anillo	noun	Duolingo
anillos	anillos	noun	Duolingo
animal	animal	noun	Duolingo
animales	animales	noun	Duolingo
año	ano	noun	Duolingo
año nuevo	ano nuevo		Duolingo
anoche	anoche	adverb	Duolingo
años	anos	noun	Duolingo
anteayer	anteayer	adverb	Duolingo
anteriormente	anteriormente	adverb	Duolingo
antes	antes	adverb	Duolingo
antes	antes	preposition	Duolingo
antes de que	antes de que		Duolingo
antes de tiempo	antes de tiempo		Duolingo
antibiótico	antibiotico	noun	Duolingo
antigua	antigua	adjective	Duolingo
antiguo	antiguo	adjective	Duolingo
antiguos	antiguos	adjective	Duolingo
antivirus	antivirus	noun	Duolingo
anual	anual	adjective	Duolingo
anuncio	anuncio	noun	Duolingo
anuncios	anuncios	noun	Duolingo
apaga	apaga	verb	Duolingo
apagaba	apagaba	verb	Duolingo
apagaban	apagaban	verb	Duolingo
apagadas	apagadas	adjective	Duolingo
apagados	apagados	adjective	Duolingo
apagar	apagar	verb	Duolingo
apagaste	apagaste	verb	Duolingo
apagó	apago	verb	Duolingo
aparato	aparato	noun	Duolingo
aparece	aparece	verb	Duolingo
aparecen	aparecen	verb	Duolingo
aparecer	aparecer	verb	Duolingo
apareció	aparecio	verb	Duolingo
aparentemente	aparentemente	adverb	Duolingo
apartamento	apartamento		Duolingo
apenas	apenas	adverb	Duolingo
aplicación	aplicacion	noun	Duolingo
aplicaciones	aplicaciones	noun	Duolingo
aplicar	aplicar	verb	Duolingo
aprende	aprende	verb	Duolingo
aprendemos	aprendemos	verb	Duolingo
aprenden	aprenden	verb	Duolingo
aprender	aprender	verb	Duolingo
aprenderíamos	aprenderiamos	verb	Duolingo
aprendes	aprendes	verb	Duolingo
aprendí	aprendi	verb	Duolingo
aprendiendo	aprendiendo	verb	Duolingo
aprendiendo a	aprendiendo a		Duolingo
aprendieron	aprendieron	verb	Duolingo
aprendimos	aprendimos	verb	Duolingo
aprendió	aprendio	verb	Duolingo
aprendiste	aprendiste	verb	Duolingo
aprendo	aprendo	verb	Duolingo
aprobar	aprobar	verb	Duolingo
aprobaron	aprobaron	verb	Duolingo
aprobaste	aprobaste	verb	Duolingo
aproximadamente	aproximadamente	adverb	Duolingo
aprueba	aprueba	verb	Duolingo
apruebo	apruebo	verb	Duolingo
apuntes	apuntes	noun	Duolingo
aquel	aquel	determiner	Duolingo
aquella	aquella	determiner	Duolingo
aquellas	aquellas	determiner	Duolingo
aquellos	aquellos	determiner	Duolingo
aquí	aqui		Duolingo
aquí	aqui	adverb	Duolingo
aquí mismo	aqui mismo		Duolingo
aquí tiene	aqui tiene		Duolingo
araña	arana	noun	Duolingo
árbol	arbol	noun	Duolingo
árboles	arboles	noun	Duolingo
archivos	archivos	noun	Duolingo
área	area	noun	Duolingo
áreas	areas	noun	Duolingo
arena	arena	noun	Duolingo
argentina	argentina	adjective	Duolingo
argentina	argentina	proper noun	Duolingo
argentino	argentino	adjective	Duolingo
argumento	argumento	noun	Duolingo
argumentos	argumentos	noun	Duolingo
arma	arma	noun	Duolingo
armario	armario	noun	Duolingo
armas	armas	noun	Duolingo
arquitectura	arquitectura	noun	Duolingo
arriba	arriba	adverb	Duolingo
arroba	arroba	noun	Duolingo
arroz	arroz	noun	Duolingo
arte	arte	noun	Duolingo
artes	artes	noun	Duolingo
artículo	articulo	noun	Duolingo
artículos	articulos	noun	Duolingo
artista	artista	noun	Duolingo
artistas	artistas	noun	Duolingo
asa	asa	verb	Duolingo
asaba	asaba	verb	Duolingo
asabas	asabas	verb	Duolingo
asada	asada	adjective	Duolingo
asado	asado	adjective	Duolingo
asarán	asaran	verb	Duolingo
asarás	asaras	verb	Duolingo
ascensor	ascensor	noun	Duolingo
asesina	asesina	noun	Duolingo
asesinas	asesinas	noun	Duolingo
así	asi	adverb	Duolingo
así que	asi que		Duolingo
asientos	asientos	noun	Duolingo
asignatura	asignatura	noun	Duolingo
asignaturas	asignaturas	noun	Duolingo
aspecto	aspecto	noun	Duolingo
astrología	astrologia	noun	Duolingo
asumir	asumir	verb	Duolingo
asunto	asunto	noun	Duolingo
atájaselo	atajaselo		Duolingo
ataques	ataques	noun	Duolingo
atención	atencion	noun	Duolingo
atención médica	atencion medica		Duolingo
atender	atender	verb	Duolingo
atentamente	atentamente	adverb	Duolingo
atleta	atleta	noun	Duolingo
atletas	atletas	noun	Duolingo
atletismo	atletismo	noun	Duolingo
atmósfera	atmosfera	noun	Duolingo
atractivo	atractivo	adjective	Duolingo
atrás	atras	adverb	Duolingo
atún	atun	noun	Duolingo
audiencia	audiencia	noun	Duolingo
aumentar	aumentar	verb	Duolingo
aún	aun	adverb	Duolingo
aún así	aun asi		Duolingo
aún no	aun no	adverb	Duolingo
aunque	aunque	conjunction	Duolingo
aunque sea	aunque sea		Duolingo
ausencia	ausencia	noun	Duolingo
ausencias	ausencias	noun	Duolingo
australia	australia	proper noun	Duolingo
auto	auto	noun	Duolingo
autobiografía	autobiografia	noun	Duolingo
autobús	autobus		Duolingo
autobús	autobus	noun	Duolingo
autobuses	autobuses	noun	Duolingo
autopista	autopista	noun	Duolingo
autor	autor	noun	Duolingo
autora	autora	noun	Duolingo
auxilio	auxilio	interjection	Duolingo
avanzada	avanzada	adjective	Duolingo
avanzado	avanzado	adjective	Duolingo
avena	avena	noun	Duolingo
avenida	avenida	noun	Duolingo
avenidas	avenidas	noun	Duolingo
aventura	aventura	noun	Duolingo
aventuras	aventuras	noun	Duolingo
avión	avion	noun	Duolingo
aviso	aviso	noun	Duolingo
ay	ay	interjection	Duolingo
ayer	ayer	adverb	Duolingo
ayuda	ayuda	noun	Duolingo
ayuda	ayuda	verb	Duolingo
ayudábamos	ayudabamos	verb	Duolingo
ayudabas	ayudabas	verb	Duolingo
ayúdame	ayudame		Duolingo
ayudamos	ayudamos	verb	Duolingo
ayudar	ayudar	verb	Duolingo
ayudaron	ayudaron	verb	Duolingo
ayudas	ayudas	verb	Duolingo
ayudaste	ayudaste	verb	Duolingo
ayude	ayude	verb	Duolingo
ayudo a	ayudo a		Duolingo
azúcar	azucar		Duolingo
azúcar	azucar	noun	Duolingo
azul	azul		Duolingo
azul	azul	adjective	Duolingo
azules	azules	adjective	Duolingo
bádminton	badminton	noun	Duolingo
baila	baila	verb	Duolingo
bailábamos	bailabamos	verb	Duolingo
bailaban	bailaban	verb	Duolingo
bailabas	bailabas	verb	Duolingo
bailamos	bailamos	verb	Duolingo
bailan	bailan	verb	Duolingo
bailando	bailando	verb	Duolingo
bailar	bailar	verb	Duolingo
bailarina	bailarina	noun	Duolingo
bailaron	bailaron	verb	Duolingo
bailas	bailas	verb	Duolingo
bailaste	bailaste	verb	Duolingo
baile	baile	noun	Duolingo
bailes	bailes	verb	Duolingo
bailo	bailo	verb	Duolingo
baja	baja	adjective	Duolingo
baja	baja	verb	Duolingo
bajan	bajan	verb	Duolingo
bajarte	bajarte	pronoun	Duolingo
bajas	bajas	adjective	Duolingo
bajito	bajito	adjective	Duolingo
bajo	bajo	adjective	Duolingo
bajo	bajo	preposition	Duolingo
bajo	bajo	verb	Duolingo
bajo cero	bajo cero		Duolingo
bajos	bajos	adjective	Duolingo
balcón	balcon	noun	Duolingo
ballet	ballet	noun	Duolingo
baloncesto	baloncesto	noun	Duolingo
balonmano	balonmano	noun	Duolingo
banana	banana	noun	Duolingo
bananas	bananas	noun	Duolingo
banco	banco		Duolingo
banco	banco	noun	Duolingo
bancos	bancos	noun	Duolingo
bandera	bandera	noun	Duolingo
baño	bano		Duolingo
baño	bano	noun	Duolingo
baños	banos	noun	Duolingo
bar	bar	noun	Duolingo
barata	barata	adjective	Duolingo
baratas	baratas	adjective	Duolingo
barato	barato		Duolingo
barato	barato	adjective	Duolingo
baratos	baratos	adjective	Duolingo
barba	barba	noun	Duolingo
Barcelona	barcelona	proper noun	Duolingo
barco	barco	noun	Duolingo
barcos	barcos	noun	Duolingo
barrio	barrio	noun	Duolingo
básicamente	basicamente	adverb	Duolingo
básico	basico	adjective	Duolingo
básicos	basicos	adjective	Duolingo
bastante	bastante	adverb	Duolingo
basura	basura	noun	Duolingo
basureros	basureros	noun	Duolingo
batería	bateria	noun	Duolingo
baterías	baterias	noun	Duolingo
batir	batir	verb	Duolingo
beba	beba	verb	Duolingo
bebamos	bebamos	verb	Duolingo
beban	beban	verb	Duolingo
bebas	bebas	verb	Duolingo
bebé	bebe	noun	Duolingo
bebe	bebe	verb	Duolingo
bebéis	bebeis	verb	Duolingo
bébelo	bebelo		Duolingo
bébelos	bebelos		Duolingo
bebemos	bebemos	verb	Duolingo
beben	beben		Duolingo
beben	beben	verb	Duolingo
beber	beber	verb	Duolingo
beberá	bebera	verb	Duolingo
beberán	beberan	verb	Duolingo
beberás	beberas	verb	Duolingo
beberé	bebere	verb	Duolingo
bebería	beberia	verb	Duolingo
beberían	beberian	verb	Duolingo
beberías	beberias	verb	Duolingo
beberla	beberla	pronoun	Duolingo
beberlas	beberlas	pronoun	Duolingo
beberlo	beberlo		Duolingo
bebés	bebes	noun	Duolingo
bebes	bebes	verb	Duolingo
bebí	bebi	verb	Duolingo
bebía	bebia	verb	Duolingo
bebíamos	bebiamos	verb	Duolingo
bebían	bebian	verb	Duolingo
bebías	bebias	verb	Duolingo
bebida	bebida	verb	Duolingo
bebidas	bebidas	verb	Duolingo
bebidos	bebidos	verb	Duolingo
bebiendo	bebiendo	verb	Duolingo
bebieron	bebieron	verb	Duolingo
bebimos	bebimos	verb	Duolingo
bebió	bebio	verb	Duolingo
bebiste	bebiste	verb	Duolingo
bebo	bebo	verb	Duolingo
béisbol	beisbol	noun	Duolingo
belleza	belleza	noun	Duolingo
bellísimos	bellisimos	adjective	Duolingo
beneficio	beneficio	noun	Duolingo
beneficios	beneficios	noun	Duolingo
biblioteca	biblioteca	noun	Duolingo
bibliotecas	bibliotecas	noun	Duolingo
bici	bici	noun	Duolingo
bicicleta	bicicleta		Duolingo
bicicleta	bicicleta	noun	Duolingo
bicicletas	bicicletas	noun	Duolingo
bien	bien	adverb	Duolingo
bien	bien	noun	Duolingo
bienestar	bienestar	noun	Duolingo
bienvenida	bienvenida	adjective	Duolingo
bienvenidas	bienvenidas	adjective	Duolingo
bilingüe	bilingue	adjective	Duolingo
bilingües	bilingues	adjective	Duolingo
biología	biologia	noun	Duolingo
bistec	bistec	noun	Duolingo
blanca	blanca	adjective	Duolingo
blancas	blancas	adjective	Duolingo
blanco	blanco	adjective	Duolingo
blancos	blancos	adjective	Duolingo
blog	blog	noun	Duolingo
boca	boca	noun	Duolingo
bola	bola	noun	Duolingo
bolas	bolas	noun	Duolingo
boles	boles	noun	Duolingo
boleto	boleto		Duolingo
boleto	boleto	noun	Duolingo
boletos	boletos	noun	Duolingo
bolígrafo	boligrafo		Duolingo
bolígrafo	boligrafo	noun	Duolingo
bolígrafos	boligrafos	noun	Duolingo
bolsa	bolsa	noun	Duolingo
bolsas	bolsas	noun	Duolingo
bomba	bomba	noun	Duolingo
bombas	bombas	noun	Duolingo
bonita	bonita	adjective	Duolingo
bonitas	bonitas	adjective	Duolingo
bonito	bonito		Duolingo
bonito	bonito	adjective	Duolingo
bonitos	bonitos	adjective	Duolingo
borrador	borrador	noun	Duolingo
borradores	borradores	noun	Duolingo
bosque	bosque		Duolingo
bosque	bosque	noun	Duolingo
bota	bota	noun	Duolingo
botas	botas	noun	Duolingo
botas montañeras	botas montaneras		Duolingo
botella	botella	noun	Duolingo
botellas	botellas	noun	Duolingo
boxeo	boxeo	noun	Duolingo
brazalete	brazalete	noun	Duolingo
brazaletes	brazaletes	noun	Duolingo
brazo	brazo	noun	Duolingo
brazos	brazos	noun	Duolingo
brevemente	brevemente	adverb	Duolingo
breves	breves	adjective	Duolingo
brillante	brillante	adjective	Duolingo
brindis	brindis	noun	Duolingo
británica	britanica	adjective	Duolingo
británico	britanico	adjective	Duolingo
brócoli	brocoli	noun	Duolingo
bronquitis	bronquitis	noun	Duolingo
buen	buen	adjective	Duolingo
buen provecho	buen provecho		Duolingo
buen tiempo	buen tiempo		Duolingo
buena	buena	adjective	Duolingo
buenas	buenas	adjective	Duolingo
buenas noches	buenas noches		Duolingo
buenas noches	buenas noches	interjection	Duolingo
buenas tardes	buenas tardes		Duolingo
bueno	bueno	adjective	Duolingo
bueno	bueno	interjection	Duolingo
buenos	buenos	adjective	Duolingo
buenos días	buenos dias		Duolingo
buenos días	buenos dias	interjection	Duolingo
bufanda	bufanda	noun	Duolingo
bufandas	bufandas	noun	Duolingo
búhos	buhos	noun	Duolingo
Burdeos	burdeos	proper noun	Duolingo
busca	busca	verb	Duolingo
buscan	buscan	verb	Duolingo
buscando	buscando	verb	Duolingo
buscar	buscar	verb	Duolingo
busco	busco	verb	Duolingo
busqué	busque	verb	Duolingo
búsqueda	busqueda	noun	Duolingo
buzón de voz	buzon de voz		Duolingo
caballero	caballero	noun	Duolingo
caballo	caballo	noun	Duolingo
caballos	caballos	noun	Duolingo
cabe	cabe	verb	Duolingo
caben	caben	verb	Duolingo
cabeza	cabeza	noun	Duolingo
cabezas	cabezas	noun	Duolingo
cable	cable	noun	Duolingo
cada	cada	adjective	Duolingo
cada	cada	determiner	Duolingo
cada vez más	cada vez mas	adverb	Duolingo
cadáver	cadaver	noun	Duolingo
cadena	cadena	noun	Duolingo
cadenas	cadenas	noun	Duolingo
cae	cae	verb	Duolingo
caen	caen	verb	Duolingo
caer	caer	verb	Duolingo
caerte	caerte	pronoun	Duolingo
café	cafe		Duolingo
café	cafe	noun	Duolingo
cafés	cafes	noun	Duolingo
cafetera	cafetera	noun	Duolingo
cafetería	cafeteria	noun	Duolingo
caí	cai	verb	Duolingo
caída	caida	noun	Duolingo
caja	caja	noun	Duolingo
cajeras	cajeras	noun	Duolingo
cajero	cajero	noun	Duolingo
cajeros	cajeros	noun	Duolingo
cajón	cajon	noun	Duolingo
cajones	cajones	noun	Duolingo
calcetín	calcetin	noun	Duolingo
calcetines	calcetines	noun	Duolingo
calefacción	calefaccion	noun	Duolingo
calendario	calendario	noun	Duolingo
calentamiento	calentamiento	noun	Duolingo
calidad	calidad	noun	Duolingo
calientes	calientes	adjective	Duolingo
calle	calle		Duolingo
calle	calle	noun	Duolingo
calles	calles	noun	Duolingo
calor	calor	noun	Duolingo
calurosa	calurosa	adjective	Duolingo
calurosos	calurosos	adjective	Duolingo
cama	cama	noun	Duolingo
cámara	camara	noun	Duolingo
cámaras	camaras	noun	Duolingo
camarera	camarera	noun	Duolingo
camareras	camareras	noun	Duolingo
camarero	camarero	noun	Duolingo
camareros	camareros	noun	Duolingo
camas	camas	noun	Duolingo
cambiando	cambiando	verb	Duolingo
cambiar	cambiar	verb	Duolingo
cambiaron	cambiaron	verb	Duolingo
cambio	cambio	noun	Duolingo
cambios	cambios	noun	Duolingo
camina	camina	verb	Duolingo
caminaba	caminaba	verb	Duolingo
caminábamos	caminabamos	verb	Duolingo
caminaban	caminaban	verb	Duolingo
caminamos	caminamos	verb	Duolingo
caminan	caminan	verb	Duolingo
caminando	caminando	verb	Duolingo
caminar	caminar	verb	Duolingo
caminaron	caminaron	verb	Duolingo
caminas	caminas	verb	Duolingo
caminaste	caminaste	verb	Duolingo
caminé	camine	verb	Duolingo
camino	camino	noun	Duolingo
caminó	camino	verb	Duolingo
camisa	camisa		Duolingo
camisa	camisa	noun	Duolingo
camisas	camisas	noun	Duolingo
camiseta	camiseta		Duolingo
camiseta	camiseta	noun	Duolingo
camisetas	camisetas	noun	Duolingo
campamento	campamento	noun	Duolingo
campana	campana	noun	Duolingo
campeón	campeon	noun	Duolingo
campeona	campeona	noun	Duolingo
campeonato	campeonato	noun	Duolingo
campesinos	campesinos	noun	Duolingo
campo	campo	noun	Duolingo
campos	campos	noun	Duolingo
campus	campus	noun	Duolingo
canadiense	canadiense	adjective	Duolingo
canadienses	canadienses	noun	Duolingo
canal	canal	noun	Duolingo
canales	canales	noun	Duolingo
cancelación	cancelacion	noun	Duolingo
cancelaciones	cancelaciones	noun	Duolingo
canción	cancion	noun	Duolingo
canciones	canciones	noun	Duolingo
candidato	candidato	noun	Duolingo
candidatos	candidatos	noun	Duolingo
cangrejo	cangrejo	noun	Duolingo
cansada	cansada	adjective	Duolingo
cansadas	cansadas	adjective	Duolingo
cansadísimo	cansadisimo	adjective	Duolingo
cansado	cansado	adjective	Duolingo
cansados	cansados	adjective	Duolingo
canta	canta	verb	Duolingo
cantaba	cantaba	verb	Duolingo
cantabas	cantabas	verb	Duolingo
cantamos	cantamos	verb	Duolingo
cantan	cantan	verb	Duolingo
cantando	cantando	verb	Duolingo
cantar	cantar	verb	Duolingo
cantaron	cantaron	verb	Duolingo
cantidad	cantidad	noun	Duolingo
cantó	canto	verb	Duolingo
capacidad	capacidad	noun	Duolingo
capaz	capaz	adjective	Duolingo
capital	capital	noun	Duolingo
capitán	capitan	noun	Duolingo
capitana	capitana	noun	Duolingo
capítulo	capitulo	noun	Duolingo
