learnable	normalized	partOfSpeech	source
ajuda	ajuda		Duolingo
ajudava	ajudava		Duolingo
ajudaves	ajudaves		Duolingo
ajudàveu	ajudaveu		Duolingo
ajudem	ajudem		Duolingo
ajuden	ajuden		Duolingo
ajudes	ajudes		Duolingo
ajudeu	ajudeu		Duolingo
ajudo	ajudo		Duolingo
ajuntament	ajuntament		Duolingo
ajuntaments	ajuntaments		Duolingo
al	al		Duolingo
al damunt	al damunt		Duolingo
al darrere	al darrere		Duolingo
al davant	al davant		Duolingo
al voltant de	al voltant de		Duolingo
alcohol	alcohol		Duolingo
alegria	alegria		Duolingo
algú	algu		Duolingo
algun	algun		Duolingo
alguna	alguna		Duolingo
alguna cosa	alguna cosa		Duolingo
algunes	algunes		Duolingo
alguns	alguns		Duolingo
allà	alla		Duolingo
allò	allo		Duolingo
als	als		Duolingo
alt	alt		Duolingo
alta	alta		Duolingo
altes	altes		Duolingo
altra	altra		Duolingo
altre	altre		Duolingo
altres	altres		Duolingo
amables	amables		Duolingo
amb	amb		Duolingo
amèrica	america		Duolingo
amic	amic		Duolingo
amiga	amiga		Duolingo
amistat	amistat		Duolingo
amor	amor		Duolingo
ampla	ampla		Duolingo
ample	ample		Duolingo
amples	amples		Duolingo
ampli	ampli		Duolingo
àmplies	amplies		Duolingo
amplis	amplis		Duolingo
ampolla	ampolla		Duolingo
ampolles	ampolles		Duolingo
analitzar	analitzar		Duolingo
anar	anar		Duolingo
anat	anat		Duolingo
anaven	anaven		Duolingo
andorra	andorra		Duolingo
ànec	anec		Duolingo
ànecs	anecs		Duolingo
anem	anem		Duolingo
aneu	aneu		Duolingo
anglaterra	anglaterra		Duolingo
anglès	angles		Duolingo
animal	animal		Duolingo
animals	animals		Duolingo
anteriorment	anteriorment		Duolingo
any	any		Duolingo
anys	anys		Duolingo
aparec	aparec		Duolingo
apareix	apareix		Duolingo
apareixen	apareixen		Duolingo
apareixes	apareixes		Duolingo
aparell	aparell		Duolingo
àpat	apat		Duolingo
aplicar	aplicar		Duolingo
aprèn	apren		Duolingo
aprenc	aprenc		Duolingo
aprendre	aprendre		Duolingo
aprenem	aprenem		Duolingo
apreneu	apreneu		Duolingo
aprenia	aprenia		Duolingo
aprenien	aprenien		Duolingo
aprenies	aprenies		Duolingo
après	apres		Duolingo
aproximadament	aproximadament		Duolingo
aquell	aquell		Duolingo
aquella	aquella		Duolingo
aquelles	aquelles		Duolingo
aquells	aquells		Duolingo
aquest	aquest		Duolingo
aquesta	aquesta		Duolingo
aquestes	aquestes		Duolingo
aquests	aquests		Duolingo
aquí	aqui		Duolingo
ara	ara		Duolingo
aranya	aranya		Duolingo
àrea	area		Duolingo
argentí	argenti		Duolingo
argentina	argentina		Duolingo
arma	arma		Duolingo
armes	armes		Duolingo
arqueòleg	arqueoleg		Duolingo
arqueòlegs	arqueolegs		Duolingo
arqueòloga	arqueologa		Duolingo
arqueòlogues	arqueologues		Duolingo
arriba	arriba		Duolingo
arribada	arribada		Duolingo
arribar	arribar		Duolingo
arribes	arribes		Duolingo
arribo	arribo		Duolingo
arròs	arros		Duolingo
artista	artista		Duolingo
artistes	artistes		Duolingo
assecadora	assecadora		Duolingo
atleta	atleta		Duolingo
atletes	atletes		Duolingo
atura	atura		Duolingo
audiència	audiencia		Duolingo
autobús	autobus		Duolingo
autobusos	autobusos		Duolingo
autor	autor		Duolingo
autora	autora		Duolingo
autores	autores		Duolingo
autors	autors		Duolingo
avi	avi		Duolingo
àvia	avia		Duolingo
aviat	aviat		Duolingo
àvies	avies		Duolingo
avinguda	avinguda		Duolingo
avingudes	avingudes		Duolingo
avió	avio		Duolingo
avions	avions		Duolingo
avis	avis		Duolingo
avorrides	avorrides		Duolingo
avorrit	avorrit		Duolingo
avorrits	avorrits		Duolingo
avui	avui		Duolingo
baix	baix		Duolingo
baixa	baixa		Duolingo
baixes	baixes		Duolingo
baixos	baixos		Duolingo
ballant	ballant		Duolingo
banc	banc		Duolingo
banda	banda		Duolingo
bandera	bandera		Duolingo
banderes	banderes		Duolingo
bany	bany		Duolingo
bar	bar		Duolingo
barat	barat		Duolingo
barcelona	barcelona		Duolingo
barret	barret		Duolingo
barrets	barrets		Duolingo
barri	barri		Duolingo
barris	barris		Duolingo
bars	bars		Duolingo
bastant	bastant		Duolingo
bastants	bastants		Duolingo
bateria	bateria		Duolingo
bateries	bateries		Duolingo
bé	be		Duolingo
bebent	bebent		Duolingo
bec	bec		Duolingo
beguem	beguem		Duolingo
benvinguda	benvinguda		Duolingo
benvingudes	benvingudes		Duolingo
benvingut	benvingut		Duolingo
benvinguts	benvinguts		Duolingo
berenar	berenar		Duolingo
beu	beu		Duolingo
beuen	beuen		Duolingo
beure	beure		Duolingo
beus	beus		Duolingo
bevem	bevem		Duolingo
beveu	beveu		Duolingo
bevies	bevies		Duolingo
bevíeu	bevieu		Duolingo
biblioteca	biblioteca		Duolingo
biblioteques	biblioteques		Duolingo
bicicleta	bicicleta		Duolingo
bicicletes	bicicletes		Duolingo
blanc	blanc		Duolingo
blanca	blanca		Duolingo
blancs	blancs		Duolingo
blanques	blanques		Duolingo
blau	blau		Duolingo
blaus	blaus		Duolingo
blava	blava		Duolingo
blaves	blaves		Duolingo
bo	bo		Duolingo
bola	bola		Duolingo
boles	boles		Duolingo
bolígraf	boligraf		Duolingo
bolígrafs	boligrafs		Duolingo
bomba	bomba		Duolingo
bombes	bombes		Duolingo
bon	bon		Duolingo
bon dia	bon dia		Duolingo
bona	bona		Duolingo
bona nit	bona nit		Duolingo
bona tarda	bona tarda		Duolingo
bones	bones		Duolingo
bonic	bonic		Duolingo
bonica	bonica		Duolingo
boniques	boniques		Duolingo
bons	bons		Duolingo
bosc	bosc		Duolingo
bossa	bossa		Duolingo
bosses	bosses		Duolingo
bota	bota		Duolingo
botes	botes		Duolingo
bressol	bressol		Duolingo
britànic	britanic		Duolingo
brusel·les	brusel*les		Duolingo
brut	brut		Duolingo
bruta	bruta		Duolingo
buida	buida		Duolingo
buides	buides		Duolingo
buit	buit		Duolingo
busca	busca		Duolingo
buscar	buscar		Duolingo
busques	busques		Duolingo
cabells	cabells		Duolingo
cabem	cabem		Duolingo
caben	caben		Duolingo
cabo	cabo		Duolingo
cada	cada		Duolingo
cadascú	cadascu		Duolingo
cadena	cadena		Duolingo
cadenes	cadenes		Duolingo
cadira	cadira		Duolingo
cafè	cafe		Duolingo
caixa	caixa		Duolingo
caixer	caixer		Duolingo
caixeres	caixeres		Duolingo
caixers	caixers		Duolingo
caixes	caixes		Duolingo
cal	cal		Duolingo
calent	calent		Duolingo
calenta	calenta		Duolingo
cambrer	cambrer		Duolingo
cambreres	cambreres		Duolingo
cambrers	cambrers		Duolingo
càmera	camera		Duolingo
càmeres	cameres		Duolingo
camina	camina		Duolingo
caminant	caminant		Duolingo
caminem	caminem		Duolingo
caminen	caminen		Duolingo
camines	camines		Duolingo
camineu	camineu		Duolingo
camino	camino		Duolingo
camisa	camisa		Duolingo
camises	camises		Duolingo
campana	campana		Duolingo
campanes	campanes		Duolingo
camperol	camperol		Duolingo
cancel·lar	cancel*lar		Duolingo
cansades	cansades		Duolingo
cansat	cansat		Duolingo
cantonada	cantonada		Duolingo
canvi	canvi		Duolingo
canviar	canviar		Duolingo
canviat	canviat		Duolingo
cap	cap		Duolingo
cap a	cap a		Duolingo
cap al	cap al		Duolingo
capaços	capacos		Duolingo
capellà	capella		Duolingo
capellans	capellans		Duolingo
capità	capita		Duolingo
capital	capital		Duolingo
capitals	capitals		Duolingo
capitana	capitana		Duolingo
capitanes	capitanes		Duolingo
capítol	capitol		Duolingo
car	car		Duolingo
carn	carn		Duolingo
carrer	carrer		Duolingo
carrers	carrers		Duolingo
carretera	carretera		Duolingo
carreteres	carreteres		Duolingo
carta	carta		Duolingo
cartera	cartera		Duolingo
cartes	cartes		Duolingo
casa	casa		Duolingo
cases	cases		Duolingo
castell	castell		Duolingo
castelló	castello		Duolingo
castells	castells		Duolingo
català	catala		Duolingo
catalans	catalans		Duolingo
catalunya	catalunya		Duolingo
catorze	catorze		Duolingo
caure	caure		Duolingo
cavall	cavall		Duolingo
cavaller	cavaller		Duolingo
cavalls	cavalls		Duolingo
ceba	ceba		Duolingo
cent	cent		Duolingo
central	central		Duolingo
centre	centre		Duolingo
cerca	cerca		Duolingo
cercant	cercant		Duolingo
cert	cert		Duolingo
certa	certa		Duolingo
certes	certes		Duolingo
certs	certs		Duolingo
cervesa	cervesa		Duolingo
cinc	cinc		Duolingo
cinquanta	cinquanta		Duolingo
cinturó	cinturo		Duolingo
cinturons	cinturons		Duolingo
cita	cita		Duolingo
cites	cites		Duolingo
ciutadà	ciutada		Duolingo
ciutadanes	ciutadanes		Duolingo
ciutat	ciutat		Duolingo
ciutats	ciutats		Duolingo
clar	clar		Duolingo
clara	clara		Duolingo
classe	classe		Duolingo
classes	classes		Duolingo
clau	clau		Duolingo
claus	claus		Duolingo
col·locar	col*locar		Duolingo
colombià	colombia		Duolingo
color	color		Duolingo
colors	colors		Duolingo
colossal	colossal		Duolingo
colossals	colossals		Duolingo
columna	columna		Duolingo
columnes	columnes		Duolingo
com	com		Duolingo
comarca	comarca		Duolingo
comarques	comarques		Duolingo
comença	comenca		Duolingo
començar	comencar		Duolingo
començat	comencat		Duolingo
comencen	comencen		Duolingo
comences	comences		Duolingo
començo	comenco		Duolingo
company	company		Duolingo
completament	completament		Duolingo
comportar	comportar		Duolingo
compra	compra		Duolingo
comprendre	comprendre		Duolingo
compres	compres		Duolingo
compta	compta		Duolingo
comptes	comptes		Duolingo
compto	compto		Duolingo
comú	comu		Duolingo
comuna	comuna		Duolingo
comunes	comunes		Duolingo
comunitat	comunitat		Duolingo
conduíem	conduiem		Duolingo
conduïen	conduien		Duolingo
conduíeu	conduieu		Duolingo
conduir	conduir		Duolingo
conduït	conduit		Duolingo
conec	conec		Duolingo
conegut	conegut		Duolingo
coneixem	coneixem		Duolingo
coneixement	coneixement		Duolingo
coneixen	coneixen		Duolingo
conèixer	coneixer		Duolingo
coneixes	coneixes		Duolingo
coneixeu	coneixeu		Duolingo
coneixia	coneixia		Duolingo
coneixien	coneixien		Duolingo
coneixies	coneixies		Duolingo
coneixíeu	coneixieu		Duolingo
conill	conill		Duolingo
consideres	consideres		Duolingo
considero	considero		Duolingo
construir	construir		Duolingo
continent	continent		Duolingo
continents	continents		Duolingo
continua	continua		Duolingo
continuació	continuacio		Duolingo
continuar	continuar		Duolingo
continueu	continueu		Duolingo
contra	contra		Duolingo
controlar	controlar		Duolingo
cooperació	cooperacio		Duolingo
cop	cop		Duolingo
copa	copa		Duolingo
copes	copes		Duolingo
corbata	corbata		Duolingo
corbates	corbates		Duolingo
corre	corre		Duolingo
corregut	corregut		Duolingo
correm	correm		Duolingo
corren	corren		Duolingo
corrent	corrent		Duolingo
correu	correu		Duolingo
corro	corro		Duolingo
cosa	cosa		Duolingo
coses	coses		Duolingo
cosí	cosi		Duolingo
cosina	cosina		Duolingo
cosines	cosines		Duolingo
cosins	cosins		Duolingo
costa	costa		Duolingo
costat	costat		Duolingo
costen	costen		Duolingo
costum	costum		Duolingo
costums	costums		Duolingo
cotxe	cotxe		Duolingo
cotxes	cotxes		Duolingo
cranc	cranc		Duolingo
creiem	creiem		Duolingo
creieu	creieu		Duolingo
créixer	creixer		Duolingo
creu	creu		Duolingo
creuen	creuen		Duolingo
creure	creure		Duolingo
creus	creus		Duolingo
crisi	crisi		Duolingo
cubà	cuba		Duolingo
cuina	cuina		Duolingo
cuinant	cuinant		Duolingo
cuinat	cuinat		Duolingo
cuinava	cuinava		Duolingo
cuinàvem	cuinavem		Duolingo
cuinaven	cuinaven		Duolingo
cuinem	cuinem		Duolingo
cuiner	cuiner		Duolingo
cuinera	cuinera		Duolingo
cuineres	cuineres		Duolingo
cuiners	cuiners		Duolingo
cuines	cuines		Duolingo
cuineu	cuineu		Duolingo
cuino	cuino		Duolingo
cullera	cullera		Duolingo
cultura	cultura		Duolingo
cultures	cultures		Duolingo
curs	curs		Duolingo
curta	curta		Duolingo
curtes	curtes		Duolingo
curts	curts		Duolingo
d'	d'		Duolingo
damunt	damunt		Duolingo
darrere	darrere		Duolingo
data	data		Duolingo
dates	dates		Duolingo
davant	davant		Duolingo
de	de		Duolingo
de res	de res		Duolingo
decidit	decidit		Duolingo
dedicat	dedicat		Duolingo
defensa	defensa		Duolingo
defensar	defensar		Duolingo
dèficit	deficit		Duolingo
definir	definir		Duolingo
definitivament	definitivament		Duolingo
deixa	deixa		Duolingo
deixant	deixant		Duolingo
deixar	deixar		Duolingo
deixen	deixen		Duolingo
deixes	deixes		Duolingo
deixo	deixo		Duolingo
del	del		Duolingo
dels	dels		Duolingo
demà	dema		Duolingo
demanar	demanar		Duolingo
demostrar	demostrar		Duolingo
demostrat	demostrat		Duolingo
des de	des de		Duolingo
descobert	descobert		Duolingo
descobrir	descobrir		Duolingo
desembre	desembre		Duolingo
desenvolupar	desenvolupar		Duolingo
despertar	despertar		Duolingo
despertat	despertat		Duolingo
després	despres		Duolingo
deu	deu		Duolingo
dia	dia		Duolingo
diari	diari		Duolingo
diaris	diaris		Duolingo
dibuixar	dibuixar		Duolingo
dic	dic		Duolingo
dient	dient		Duolingo
dies	dies		Duolingo
diferent	diferent		Duolingo
diferents	diferents		Duolingo
difícil	dificil		Duolingo
dignitat	dignitat		Duolingo
diguem	diguem		Duolingo
digues	digues		Duolingo
digueu	digueu		Duolingo
dijous	dijous		Duolingo
dilluns	dilluns		Duolingo
dimarts	dimarts		Duolingo
dimecres	dimecres		Duolingo
dinar	dinar		Duolingo
diner	diner		Duolingo
diners	diners		Duolingo
dins	dins		Duolingo
dir	dir		Duolingo
direcció	direccio		Duolingo
dirigit	dirigit		Duolingo
discussió	discussio		Duolingo
disponibles	disponibles		Duolingo
dissabte	dissabte		Duolingo
distància	distancia		Duolingo
distàncies	distancies		Duolingo
dit	dit		Duolingo
diu	diu		Duolingo
diuen	diuen		Duolingo
diumenge	diumenge		Duolingo
dius	dius		Duolingo
divendres	divendres		Duolingo
diverses	diverses		Duolingo
diversos	diversos		Duolingo
doble	doble		Duolingo
document	document		Duolingo
documents	documents		Duolingo
dòlar	dolar		Duolingo
dòlars	dolars		Duolingo
dolç	dolc		Duolingo
dolça	dolca		Duolingo
dolces	dolces		Duolingo
dolent	dolent		Duolingo
dolenta	dolenta		Duolingo
dolentes	dolentes		Duolingo
dolents	dolents		Duolingo
dona	dona		Duolingo
donant	donant		Duolingo
donar	donar		Duolingo
donat	donat		Duolingo
donàvem	donavem		Duolingo
donaven	donaven		Duolingo
donàveu	donaveu		Duolingo
donem	donem		Duolingo
donen	donen		Duolingo
dones	dones		Duolingo
doneu	doneu		Duolingo
dono	dono		Duolingo
dormen	dormen		Duolingo
dormia	dormia		Duolingo
dormien	dormien		Duolingo
dormies	dormies		Duolingo
dormíeu	dormieu		Duolingo
dormim	dormim		Duolingo
dormint	dormint		Duolingo
dormir	dormir		Duolingo
dormit	dormit		Duolingo
dormitori	dormitori		Duolingo
dormiu	dormiu		Duolingo
dormo	dormo		Duolingo
dorms	dorms		Duolingo
dos	dos		Duolingo
dotze	dotze		Duolingo
dreta	dreta		Duolingo
dretes	dretes		Duolingo
dubtem	dubtem		Duolingo
dubten	dubten		Duolingo
dubteu	dubteu		Duolingo
dubto	dubto		Duolingo
dues	dues		Duolingo
dur	dur		Duolingo
dura	dura		Duolingo
dures	dures		Duolingo
dutxem	dutxem		Duolingo
edifici	edifici		Duolingo
edificis	edificis		Duolingo
educació	educacio		Duolingo
eivissa	eivissa		Duolingo
el	el		Duolingo
elefant	elefant		Duolingo
elefants	elefants		Duolingo
ell	ell		Duolingo
ella	ella		Duolingo
elles	elles		Duolingo
ells	ells		Duolingo
els	els		Duolingo
em	em		Duolingo
em sap greu	em sap greu		Duolingo
emporta	emporta		Duolingo
emportem	emportem		Duolingo
emprat	emprat		Duolingo
empresari	empresari		Duolingo
empresària	empresaria		Duolingo
empresàries	empresaries		Duolingo
empresaris	empresaris		Duolingo
en	en		Duolingo
en general	en general		Duolingo
encara	encara		Duolingo
encara que	encara que		Duolingo
endavant	endavant		Duolingo
endreça	endreca		Duolingo
endrecen	endrecen		Duolingo
endreces	endreces		Duolingo
endreço	endreco		Duolingo
enemic	enemic		Duolingo
enginyer	enginyer		Duolingo
enginyera	enginyera		Duolingo
enginyeres	enginyeres		Duolingo
enginyers	enginyers		Duolingo
enlloc	enlloc		Duolingo
enorme	enorme		Duolingo
enormes	enormes		Duolingo
ens	ens		Duolingo
entendre	entendre		Duolingo
entenen	entenen		Duolingo
enteneu	enteneu		Duolingo
entrada	entrada		Duolingo
entrar	entrar		Duolingo
entre	entre		Duolingo
entrepà	entrepa		Duolingo
envia	envia		Duolingo
enviat	enviat		Duolingo
enviem	enviem		Duolingo
envien	envien		Duolingo
envies	envies		Duolingo
equivoco	equivoco		Duolingo
equivoqueu	equivoqueu		Duolingo
eren	eren		Duolingo
eres	eres		Duolingo
éreu	ereu		Duolingo
és	es		Duolingo
escacs	escacs		Duolingo
escala	escala		Duolingo
escola	escola		Duolingo
escollit	escollit		Duolingo
escolta	escolta		Duolingo
escoltat	escoltat		Duolingo
escoltem	escoltem		Duolingo
escolten	escolten		Duolingo
escoltes	escoltes		Duolingo
escolteu	escolteu		Duolingo
escric	escric		Duolingo
escriguis	escriguis		Duolingo
escriptori	escriptori		Duolingo
escrit	escrit		Duolingo
escriu	escriu		Duolingo
escriuen	escriuen		Duolingo
escriure	escriure		Duolingo
escrius	escrius		Duolingo
escrivien	escrivien		Duolingo
escrivíeu	escrivieu		Duolingo
escrivim	escrivim		Duolingo
escrivint	escrivint		Duolingo
escriviu	escriviu		Duolingo
esmorza	esmorza		Duolingo
esmorzar	esmorzar		Duolingo
espanya	espanya		Duolingo
espanyol	espanyol		Duolingo
especialment	especialment		Duolingo
especials	especials		Duolingo
esperant	esperant		Duolingo
esperanto	esperanto		Duolingo
esperar	esperar		Duolingo
esponja	esponja		Duolingo
esquerra	esquerra		Duolingo
esquerre	esquerre		Duolingo
est	est		Duolingo
estabilitat	estabilitat		Duolingo
estació	estacio		Duolingo
estacions	estacions		Duolingo
estàs	estas		Duolingo
estat	estat		Duolingo
estatunidenc	estatunidenc		Duolingo
esteu	esteu		Duolingo
estimant	estimant		Duolingo
estiu	estiu		Duolingo
estius	estius		Duolingo
estona	estona		Duolingo
estones	estones		Duolingo
estranger	estranger		Duolingo
estranyes	estranyes		Duolingo
estranys	estranys		Duolingo
estret	estret		Duolingo
estreta	estreta		Duolingo
estretes	estretes		Duolingo
estrets	estrets		Duolingo
estudi	estudi		Duolingo
estudia	estudia		Duolingo
estudiant	estudiant		Duolingo
estudiants	estudiants		Duolingo
estudiar	estudiar		Duolingo
estudies	estudies		Duolingo
estudio	estudio		Duolingo
esvelt	esvelt		Duolingo
esvelta	esvelta		Duolingo
esvelts	esvelts		Duolingo
et	et		Duolingo
ets	ets		Duolingo
europa	europa		Duolingo
europeu	europeu		Duolingo
evitar	evitar		Duolingo
exactament	exactament		Duolingo
exemple	exemple		Duolingo
existir	existir		Duolingo
explicació	explicacio		Duolingo
explicar	explicar		Duolingo
exterior	exterior		Duolingo
fa	fa		Duolingo
fàcil	facil		Duolingo
fàcilment	facilment		Duolingo
facultat	facultat		Duolingo
faig	faig		Duolingo
faldilla	faldilla		Duolingo
faldilles	faldilles		Duolingo
fals	fals		Duolingo
falsa	falsa		Duolingo
família	familia		Duolingo
famílies	families		Duolingo
fan	fan		Duolingo
fantàstic	fantastic		Duolingo
fantàstica	fantastica		Duolingo
fantàstics	fantastics		Duolingo
fantàstiques	fantastiques		Duolingo
fas	fas		Duolingo
fàstic	fastic		Duolingo
febrer	febrer		Duolingo
feia	feia		Duolingo
fèiem	feiem		Duolingo
feies	feies		Duolingo
feina	feina		Duolingo
feliç	felic		Duolingo
felices	felices		Duolingo
felicitat	felicitat		Duolingo
feliços	felicos		Duolingo
fem	fem		Duolingo
fent	fent		Duolingo
fent servir	fent servir		Duolingo
fer	fer		Duolingo
festa	festa		Duolingo
festes	festes		Duolingo
fet	fet		Duolingo
feu	feu		Duolingo
fi	fi		Duolingo
ficat	ficat		Duolingo
fill	fill		Duolingo
filla	filla		Duolingo
filles	filles		Duolingo
fillol	fillol		Duolingo
fillola	fillola		Duolingo
filloles	filloles		Duolingo
fillols	fillols		Duolingo
fills	fills		Duolingo
fina	fina		Duolingo
finalment	finalment		Duolingo
fines	fines		Duolingo
finestra	finestra		Duolingo
finestres	finestres		Duolingo
fins	fins		Duolingo
fins a	fins a		Duolingo
fins al	fins al		Duolingo
fira	fira		Duolingo
font	font		Duolingo
fonts	fonts		Duolingo
fora	fora		Duolingo
força	forca		Duolingo
formatge	formatge		Duolingo
forn	forn		Duolingo
fornera	fornera		Duolingo
forneres	forneres		Duolingo
forners	forners		Duolingo
forquilla	forquilla		Duolingo
forquilles	forquilles		Duolingo
fort	fort		Duolingo
forta	forta		Duolingo
fortes	fortes		Duolingo
forts	forts		Duolingo
fosca	fosca		Duolingo
foto	foto		Duolingo
fotos	fotos		Duolingo
frança	franca		Duolingo
francès	frances		Duolingo
fred	fred		Duolingo
freda	freda		Duolingo
freds	freds		Duolingo
frontera	frontera		Duolingo
fronteres	fronteres		Duolingo
fruita	fruita		Duolingo
funcionari	funcionari		Duolingo
funcionària	funcionaria		Duolingo
funcionàries	funcionaries		Duolingo
funcionaris	funcionaris		Duolingo
fuster	fuster		Duolingo
fustera	fustera		Duolingo
fusteres	fusteres		Duolingo
fusters	fusters		Duolingo
futbol	futbol		Duolingo
gaire	gaire		Duolingo
gairebé	gairebe		Duolingo
gaires	gaires		Duolingo
ganivet	ganivet		Duolingo
gat	gat		Duolingo
gata	gata		Duolingo
gates	gates		Duolingo
gats	gats		Duolingo
gener	gener		Duolingo
generalitat	generalitat		Duolingo
generalment	generalment		Duolingo
generós	generos		Duolingo
generoses	generoses		Duolingo
generosos	generosos		Duolingo
gens	gens		Duolingo
gens de	gens de		Duolingo
gent	gent		Duolingo
germà	germa		Duolingo
germana	germana		Duolingo
germans	germans		Duolingo
girona	girona		Duolingo
gos	gos		Duolingo
gossos	gossos		Duolingo
got	got		Duolingo
gràcies	gracies		Duolingo
gran	gran		Duolingo
granger	granger		Duolingo
grangera	grangera		Duolingo
grangeres	grangeres		Duolingo
grangers	grangers		Duolingo
grans	grans		Duolingo
gras	gras		Duolingo
grassa	grassa		Duolingo
grasses	grasses		Duolingo
grassos	grassos		Duolingo
grau	grau		Duolingo
gris	gris		Duolingo
grisa	grisa		Duolingo
grises	grises		Duolingo
grisos	grisos		Duolingo
groc	groc		Duolingo
grocs	grocs		Duolingo
groga	groga		Duolingo
grogues	grogues		Duolingo
gros	gros		Duolingo
grossa	grossa		Duolingo
grosses	grosses		Duolingo
grossos	grossos		Duolingo
gruixuda	gruixuda		Duolingo
gruixudes	gruixudes		Duolingo
gruixut	gruixut		Duolingo
gruixuts	gruixuts		Duolingo
guanyar	guanyar		Duolingo
guitarra	guitarra		Duolingo
habitació	habitacio		Duolingo
haig	haig		Duolingo
hem	hem		Duolingo
hi	hi		Duolingo
hi ha	hi ha		Duolingo
hi hauria	hi hauria		Duolingo
història	historia		Duolingo
hivern	hivern		Duolingo
ho	ho		Duolingo
hola	hola		Duolingo
hom	hom		Duolingo
home	home		Duolingo
homes	homes		Duolingo
hores	hores		Duolingo
hospital	hospital		Duolingo
hospitals	hospitals		Duolingo
hostesses	hostesses		Duolingo
hotel	hotel		Duolingo
hotels	hotels		Duolingo
humanitat	humanitat		Duolingo
i	i		Duolingo
ideal	ideal		Duolingo
ideals	ideals		Duolingo
igualment	igualment		Duolingo
illa	illa		Duolingo
illes	illes		Duolingo
imaginat	imaginat		Duolingo
immediatament	immediatament		Duolingo
immens	immens		Duolingo
important	important		Duolingo
importants	importants		Duolingo
impossible	impossible		Duolingo
incloc	incloc		Duolingo
incloem	incloem		Duolingo
incloent	incloent		Duolingo
incloeu	incloeu		Duolingo
inclou	inclou		Duolingo
inclous	inclous		Duolingo
independent	independent		Duolingo
individu	individu		Duolingo
industrials	industrials		Duolingo
inferior	inferior		Duolingo
inferiors	inferiors		Duolingo
infermer	infermer		Duolingo
infermera	infermera		Duolingo
infermeres	infermeres		Duolingo
infermers	infermers		Duolingo
informàtic	informatic		Duolingo
informàtica	informatica		Duolingo
informàtics	informatics		Duolingo
informàtiques	informatiques		Duolingo
institució	institucio		Duolingo
institucions	institucions		Duolingo
institut	institut		Duolingo
instituts	instituts		Duolingo
intel·lectual	intel*lectual		Duolingo
intel·lectuals	intel*lectuals		Duolingo
intel·ligència	intel*ligencia		Duolingo
intel·ligent	intel*ligent		Duolingo
intel·ligents	intel*ligents		Duolingo
intentar	intentar		Duolingo
intentat	intentat		Duolingo
interessant	interessant		Duolingo
interessants	interessants		Duolingo
interior	interior		Duolingo
internacional	internacional		Duolingo
internet	internet		Duolingo
italià	italia		Duolingo
ja	ja		Duolingo
jardí	jardi		Duolingo
jardins	jardins		Duolingo
jersei	jersei		Duolingo
jerseis	jerseis		Duolingo
jo	jo		Duolingo
joc	joc		Duolingo
jocs	jocs		Duolingo
jove	jove		Duolingo
joves	joves		Duolingo
juga	juga		Duolingo
jugat	jugat		Duolingo
jugaven	jugaven		Duolingo
jugaves	jugaves		Duolingo
jugo	jugo		Duolingo
juguem	juguem		Duolingo
juguen	juguen		Duolingo
jugues	jugues		Duolingo
jugueu	jugueu		Duolingo
juliol	juliol		Duolingo
juny	juny		Duolingo
justa	justa		Duolingo
