learnable	normalized	partOfSpeech	source
am	am		Duolingo
am	am	preposition	Duolingo
am besten	am besten		Duolingo
am billigsten	am billigsten		Duolingo
am frischsten	am frischsten		Duolingo
am größten	am grossten		Duolingo
am höchsten	am hochsten		Duolingo
am kleinsten	am kleinsten		Duolingo
am nächsten tag	am nachsten tag		Duolingo
am nettesten	am nettesten		Duolingo
am salzigsten	am salzigsten		Duolingo
am schlechtesten	am schlechtesten		Duolingo
am schnellsten	am schnellsten		Duolingo
am see	am see		Duolingo
am strand	am strand		Duolingo
am süßesten	am sussesten		Duolingo
am telefon	am telefon		Duolingo
am teuersten	am teuersten		Duolingo
am wochenende	am wochenende		Duolingo
amerika	amerika	proper noun	Duolingo
amerikaner	amerikaner	noun	Duolingo
amerikanerin	amerikanerin	noun	Duolingo
amerikanischen	amerikanischen	adjective	Duolingo
ampel	ampel	noun	Duolingo
an	an		Duolingo
an	an	adverb	Duolingo
an	an	preposition	Duolingo
an der kasse	an der kasse		Duolingo
ananas	ananas	noun	Duolingo
anbieten	anbieten		Duolingo
andere	andere	determiner	Duolingo
andere	andere	pronoun	Duolingo
anderes	anderes	determiner	Duolingo
anders	anders	adverb	Duolingo
anderthalb	anderthalb	numeral	Duolingo
anfang	anfang	noun	Duolingo
anfangen	anfangen	verb	Duolingo
angefangen	angefangen	adjective	Duolingo
angefangen	angefangen	verb	Duolingo
angekommen	angekommen		Duolingo
angemeldet	angemeldet		Duolingo
angerufen	angerufen	verb	Duolingo
angeschaut	angeschaut	verb	Duolingo
angst	angst	noun	Duolingo
anhang	anhang	noun	Duolingo
Ankunft	ankunft	noun	Duolingo
anmachen	anmachen		Duolingo
anmelden	anmelden		Duolingo
annas	annas	proper noun	Duolingo
annehmen	annehmen		Duolingo
anprobieren	anprobieren	verb	Duolingo
anprobiert	anprobiert		Duolingo
anruf	anruf	noun	Duolingo
anrufbeantworter	anrufbeantworter	noun	Duolingo
anrufen	anrufen	verb	Duolingo
ans	ans	preposition	Duolingo
ansage	ansage	noun	Duolingo
ansonsten	ansonsten	adverb	Duolingo
anstellen	anstellen	verb	Duolingo
anstrengend	anstrengend	adjective	Duolingo
antwort	antwort	noun	Duolingo
antworte	antworte	verb	Duolingo
antworten	antworten	noun	Duolingo
antworten	antworten	verb	Duolingo
antwortest	antwortest	verb	Duolingo
antwortet	antwortet	verb	Duolingo
anwalt	anwalt	noun	Duolingo
anwältin	anwaltin	noun	Duolingo
anweisungen	anweisungen	noun	Duolingo
anzeige	anzeige	noun	Duolingo
anziehen	anziehen	verb	Duolingo
anzug	anzug	noun	Duolingo
anzüge	anzuge	noun	Duolingo
anzukommen	anzukommen		Duolingo
anzurufen	anzurufen		Duolingo
äpfel	apfel	noun	Duolingo
apfelkuchen	apfelkuchen	noun	Duolingo
apfelsaft	apfelsaft	noun	Duolingo
apfelschorle	apfelschorle	noun	Duolingo
apfelstrudel	apfelstrudel	noun	Duolingo
apotheke	apotheke	noun	Duolingo
Aprikose	aprikose	noun	Duolingo
Aprikosen	aprikosen	noun	Duolingo
april	april	noun	Duolingo
arabisch	arabisch	noun	Duolingo
arbeit	arbeit	noun	Duolingo
arbeite	arbeite	verb	Duolingo
arbeiten	arbeiten	verb	Duolingo
arbeiter	arbeiter	noun	Duolingo
arbeitest	arbeitest	verb	Duolingo
arbeitet	arbeitet	verb	Duolingo
arbeitgeber	arbeitgeber	noun	Duolingo
Arbeitserlaubnis	arbeitserlaubnis	noun	Duolingo
arbeitsheft	arbeitsheft	noun	Duolingo
arbeitslos	arbeitslos	adjective	Duolingo
Arbeitslose	arbeitslose	noun	Duolingo
Arbeitsstelle	arbeitsstelle	noun	Duolingo
arbeitszimmer	arbeitszimmer	noun	Duolingo
architektur	architektur	noun	Duolingo
Ärger	arger	noun	Duolingo
ärgerlich	argerlich	adjective	Duolingo
ärm	arm		Duolingo
arm	arm	adjective	Duolingo
arm	arm	noun	Duolingo
armband	armband	noun	Duolingo
arme	arme	noun	Duolingo
armen	armen	adjective	Duolingo
artikel	artikel	noun	Duolingo
arzt	arzt	noun	Duolingo
ärztin	arztin	noun	Duolingo
arzttermin	arzttermin	noun	Duolingo
auch	auch	adverb	Duolingo
auf	auf		Duolingo
auf	auf	preposition	Duolingo
auf dem campus	auf dem campus		Duolingo
auf dem markt	auf dem markt		Duolingo
auf jeden fall	auf jeden fall		Duolingo
auf keinen fall	auf keinen fall		Duolingo
auf wiederhören	auf wiederhoren		Duolingo
auf wiedersehen	auf wiedersehen		Duolingo
Aufgaben	aufgaben	noun	Duolingo
aufgemacht	aufgemacht	verb	Duolingo
aufgepasst	aufgepasst		Duolingo
aufgeräumt	aufgeraumt		Duolingo
aufgeregt	aufgeregt	adjective	Duolingo
aufgestanden	aufgestanden	verb	Duolingo
aufgewachsen	aufgewachsen	verb	Duolingo
aufhören	aufhoren	verb	Duolingo
aufladen	aufladen		Duolingo
aufmachen	aufmachen		Duolingo
aufpassen	aufpassen		Duolingo
aufräumen	aufraumen		Duolingo
aufregen	aufregen		Duolingo
aufregend	aufregend	adjective	Duolingo
aufregender	aufregender	adjective	Duolingo
aufs	aufs	preposition	Duolingo
aufsatz	aufsatz	noun	Duolingo
aufstehe	aufstehe		Duolingo
aufstehen	aufstehen	verb	Duolingo
aufzug	aufzug	noun	Duolingo
auge	auge	noun	Duolingo
augen	augen	noun	Duolingo
august	august	noun	Duolingo
aula	aula	noun	Duolingo
aus	aus		Duolingo
aus	aus	preposition	Duolingo
ausbildung	ausbildung	noun	Duolingo
ausflug	ausflug	noun	Duolingo
ausfüllen	ausfullen	verb	Duolingo
ausgang	ausgang	noun	Duolingo
ausgeben	ausgeben		Duolingo
ausgefüllt	ausgefullt	verb	Duolingo
ausgegangen	ausgegangen	verb	Duolingo
ausgehen	ausgehen	verb	Duolingo
ausgepackt	ausgepackt	verb	Duolingo
ausgestiegen	ausgestiegen		Duolingo
ausgezeichnet	ausgezeichnet	adjective	Duolingo
ausländerbehörde	auslanderbehorde	noun	Duolingo
auspacken	auspacken	verb	Duolingo
ausrede	ausrede	noun	Duolingo
ausreichend	ausreichend	adjective	Duolingo
ausschlafe	ausschlafe		Duolingo
außen	aussen	adverb	Duolingo
außer	ausser	preposition	Duolingo
außerdem	ausserdem	adverb	Duolingo
außerhalb	ausserhalb	preposition	Duolingo
ausstellung	ausstellung	noun	Duolingo
ausverkauft	ausverkauft	adjective	Duolingo
Auswahl	auswahl	noun	Duolingo
ausweis	ausweis	noun	Duolingo
auszugehen	auszugehen		Duolingo
auto	auto	noun	Duolingo
autobahn	autobahn	noun	Duolingo
autofahren	autofahren	noun	Duolingo
automat	automat	noun	Duolingo
automaten	automaten	noun	Duolingo
automatisch	automatisch	adjective	Duolingo
Autoren	autoren	noun	Duolingo
autos	autos	noun	Duolingo
autowerkstatt	autowerkstatt	noun	Duolingo
baby	baby	noun	Duolingo
backen	backen	verb	Duolingo
bäckerei	backerei	noun	Duolingo
bäckerin	backerin	noun	Duolingo
backt	backt	verb	Duolingo
backwaren	backwaren	noun	Duolingo
bad	bad	noun	Duolingo
badeanzug	badeanzug	noun	Duolingo
badehose	badehose	noun	Duolingo
baden-württemberg	baden-wurttemberg		Duolingo
badetuch	badetuch	noun	Duolingo
badewanne	badewanne	noun	Duolingo
badezimmer	badezimmer	noun	Duolingo
bahn	bahn	noun	Duolingo
bahnhof	bahnhof	noun	Duolingo
Bahnsteig	bahnsteig	noun	Duolingo
bald	bald	adverb	Duolingo
balkon	balkon	noun	Duolingo
Ballett	ballett	noun	Duolingo
banane	banane	noun	Duolingo
bananen	bananen	noun	Duolingo
band	band	noun	Duolingo
bank	bank	noun	Duolingo
bankkauffrau	bankkauffrau	noun	Duolingo
bankkaufmann	bankkaufmann	noun	Duolingo
bar	bar	adverb	Duolingo
bär	bar	noun	Duolingo
bären	baren	noun	Duolingo
bargeld	bargeld	noun	Duolingo
bars	bars	noun	Duolingo
bart	bart	noun	Duolingo
basilikum	basilikum	noun	Duolingo
basketball	basketball	noun	Duolingo
basketballspiel	basketballspiel	noun	Duolingo
bauch	bauch	noun	Duolingo
bauchschmerzen	bauchschmerzen	noun	Duolingo
bauer	bauer	noun	Duolingo
bäuerin	bauerin	noun	Duolingo
bauernhof	bauernhof	noun	Duolingo
baum	baum	noun	Duolingo
bäume	baume	noun	Duolingo
baumwolle	baumwolle	noun	Duolingo
bayern	bayern	noun	Duolingo
Bayern München	bayern munchen	proper noun	Duolingo
beamter	beamter	noun	Duolingo
beamtin	beamtin	noun	Duolingo
beantworte	beantworte	verb	Duolingo
beantwortest	beantwortest	verb	Duolingo
beantwortet	beantwortet	verb	Duolingo
becher	becher	noun	Duolingo
bedeutet	bedeutet	verb	Duolingo
begeistert	begeistert	adjective	Duolingo
beginne	beginne	verb	Duolingo
beginnen	beginnen	verb	Duolingo
beginnst	beginnst	verb	Duolingo
beginnt	beginnt	verb	Duolingo
bei	bei	preposition	Duolingo
bei regen	bei regen		Duolingo
bei schlechtem wetter	bei schlechtem wetter		Duolingo
bei schönem wetter	bei schonem wetter		Duolingo
beide	beide	determiner	Duolingo
beide	beide	pronoun	Duolingo
beiden	beiden	determiner	Duolingo
beim	beim	preposition	Duolingo
bein	bein	noun	Duolingo
beinahe	beinahe	adverb	Duolingo
beine	beine	noun	Duolingo
bekannt	bekannt	adjective	Duolingo
bekannten	bekannten	adjective	Duolingo
bekanntere	bekanntere		Duolingo
bekommen	bekommen	verb	Duolingo
bekommst	bekommst	verb	Duolingo
beliebt	beliebt	adjective	Duolingo
benzin	benzin	noun	Duolingo
bequem	bequem	adjective	Duolingo
bereit	bereit	adjective	Duolingo
bereits	bereits	adverb	Duolingo
berg	berg	noun	Duolingo
berge	berge	noun	Duolingo
bergen	bergen	noun	Duolingo
bergsteigen	bergsteigen		Duolingo
berliner	berliner	noun	Duolingo
Berliner	berliner	proper noun	Duolingo
beruf	beruf	noun	Duolingo
beruflich	beruflich	adjective	Duolingo
berühmt	beruhmt	adjective	Duolingo
berühmten	beruhmten	adjective	Duolingo
beschäftigt	beschaftigt	adjective	Duolingo
bescheid	bescheid		Duolingo
beschrieben	beschrieben	verb	Duolingo
beschwert	beschwert	verb	Duolingo
besetzt	besetzt	adjective	Duolingo
besichtigen	besichtigen	verb	Duolingo
besichtigt	besichtigt	verb	Duolingo
besonderen	besonderen	adjective	Duolingo
besonders	besonders	adverb	Duolingo
besser	besser	adjective	Duolingo
best	best		Duolingo
bestanden	bestanden	verb	Duolingo
beste	beste	adjective	Duolingo
beste freundin	beste freundin		Duolingo
bestelle	bestelle	verb	Duolingo
bestellen	bestellen	verb	Duolingo
bestellst	bestellst	verb	Duolingo
bestellt	bestellt	verb	Duolingo
bestellung	bestellung	noun	Duolingo
besten	besten	adjective	Duolingo
bester freund	bester freund		Duolingo
bestimmt	bestimmt	adjective	Duolingo
besuch	besuch	noun	Duolingo
besuchen	besuchen	verb	Duolingo
besuchst	besuchst	verb	Duolingo
besucht	besucht		Duolingo
bett	bett	noun	Duolingo
bettdecke	bettdecke	noun	Duolingo
betten	betten	noun	Duolingo
bettlaken	bettlaken	noun	Duolingo
bevor	bevor	conjunction	Duolingo
bewerbung	bewerbung	noun	Duolingo
bewertungen	bewertungen	noun	Duolingo
bewölkt	bewolkt	adjective	Duolingo
beworben	beworben	verb	Duolingo
bezahle	bezahle	verb	Duolingo
bezahlen	bezahlen	verb	Duolingo
bezahlst	bezahlst	verb	Duolingo
bezahlt	bezahlt	adjective	Duolingo
bezahlt	bezahlt	verb	Duolingo
beziehung	beziehung	noun	Duolingo
beziehungen	beziehungen	noun	Duolingo
bibliothek	bibliothek	noun	Duolingo
biene	biene	noun	Duolingo
bienen	bienen	noun	Duolingo
bier	bier	noun	Duolingo
biergarten	biergarten	noun	Duolingo
bierkrug	bierkrug	noun	Duolingo
bild	bild	noun	Duolingo
bilder	bilder	noun	Duolingo
bildschirm	bildschirm	noun	Duolingo
billig	billig	adjective	Duolingo
billiger	billiger	adjective	Duolingo
bin	bin	verb	Duolingo
biogurken	biogurken	noun	Duolingo
bioladen	bioladen	noun	Duolingo
biologie	biologie	noun	Duolingo
birne	birne	noun	Duolingo
birnen	birnen	noun	Duolingo
bis	bis	conjunction	Duolingo
bis	bis	preposition	Duolingo
bis bald	bis bald		Duolingo
bis morgen	bis morgen		Duolingo
bis später	bis spater		Duolingo
bis wann	bis wann		Duolingo
bis zum	bis zum		Duolingo
bis zum hotel	bis zum hotel		Duolingo
bis zum nächsten mal	bis zum nachsten mal		Duolingo
bisher	bisher	adverb	Duolingo
bisschen	bisschen	determiner	Duolingo
bist	bist	verb	Duolingo
bitte	bitte	adverb	Duolingo
bitte	bitte	interjection	Duolingo
bitte	bitte	noun	Duolingo
bitte schön	bitte schon		Duolingo
blass	blass	adjective	Duolingo
blatt	blatt	noun	Duolingo
blau	blau	adjective	Duolingo
blaue	blaue	adjective	Duolingo
blaues	blaues	adjective	Duolingo
bleistift	bleistift	noun	Duolingo
blick	blick	noun	Duolingo
blond	blond	adjective	Duolingo
blume	blume	noun	Duolingo
blumen	blumen	noun	Duolingo
blumenladen	blumenladen	noun	Duolingo
bluse	bluse	noun	Duolingo
blut	blut	noun	Duolingo
boden	boden	noun	Duolingo
bohnen	bohnen	noun	Duolingo
bond	bond	proper noun	Duolingo
bonus	bonus	noun	Duolingo
boot	boot	noun	Duolingo
bootsfahrt	bootsfahrt	noun	Duolingo
böse	bose	adjective	Duolingo
brandenburger tor	brandenburger tor	proper noun	Duolingo
brauche	brauche	verb	Duolingo
brauchen	brauchen	verb	Duolingo
brauchst	brauchst	verb	Duolingo
braucht	braucht	verb	Duolingo
braun	braun	adjective	Duolingo
braune	braune	adjective	Duolingo
braunen	braunen	adjective	Duolingo
brav	brav	adjective	Duolingo
breit	breit	adjective	Duolingo
brezel	brezel	noun	Duolingo
brief	brief	noun	Duolingo
briefmarke	briefmarke	noun	Duolingo
briefmarken	briefmarken	noun	Duolingo
brieftasche	brieftasche	noun	Duolingo
briefumschlag	briefumschlag	noun	Duolingo
brille	brille	noun	Duolingo
bring	bring		Duolingo
bring	bring	verb	Duolingo
bringe	bringe	verb	Duolingo
bringen	bringen		Duolingo
bringen	bringen	verb	Duolingo
bringst	bringst	verb	Duolingo
bringt	bringt	verb	Duolingo
brot	brot	noun	Duolingo
brötchen	brotchen	noun	Duolingo
brücke	brucke	noun	Duolingo
brücken	brucken	noun	Duolingo
brüder	bruder	noun	Duolingo
brüdern	brudern	noun	Duolingo
brunnen	brunnen	noun	Duolingo
buch	buch	noun	Duolingo
bücher	bucher	noun	Duolingo
bücherei	bucherei	noun	Duolingo
bücherregal	bucherregal	noun	Duolingo
buchladen	buchladen	noun	Duolingo
bühne	buhne	noun	Duolingo
bundesland	bundesland	noun	Duolingo
bundesländer	bundeslander	noun	Duolingo
Bundesländern	bundeslandern	noun	Duolingo
Bundestag	bundestag	noun	Duolingo
bunt	bunt	adjective	Duolingo
Burg	burg	noun	Duolingo
burger	burger	noun	Duolingo
bürgerbüro	burgerburo	noun	Duolingo
büro	buro	noun	Duolingo
büros	buros	noun	Duolingo
Bürste	burste	noun	Duolingo
bus	bus	noun	Duolingo
bushaltestelle	bushaltestelle	noun	Duolingo
busse	busse	noun	Duolingo
butter	butter	noun	Duolingo
bwl	bwl	noun	Duolingo
café	cafe	noun	Duolingo
Café central	cafe central	proper noun	Duolingo
cafés	cafes	noun	Duolingo
campe	campe	verb	Duolingo
campen	campen	verb	Duolingo
campingplatz	campingplatz	noun	Duolingo
campt	campt	verb	Duolingo
campus	campus	noun	Duolingo
cent	cent	noun	Duolingo
chef	chef	noun	Duolingo
chefin	chefin	noun	Duolingo
chemie	chemie	noun	Duolingo
china	china	noun	Duolingo
chinesisch	chinesisch	noun	Duolingo
chor	chor	noun	Duolingo
circa	circa	adverb	Duolingo
clown	clown	noun	Duolingo
club	club	noun	Duolingo
cola	cola	noun	Duolingo
comics	comics	noun	Duolingo
computer	computer	noun	Duolingo
Computerraum	computerraum	noun	Duolingo
cool	cool	adjective	Duolingo
coolen	coolen	adjective	Duolingo
cooler	cooler	adjective	Duolingo
coolsten	coolsten	adjective	Duolingo
couch	couch	noun	Duolingo
cousin	cousin	noun	Duolingo
cousine	cousine	noun	Duolingo
Croissant	croissant	noun	Duolingo
currywurst	currywurst	noun	Duolingo
da	da	adverb	Duolingo
da	da	conjunction	Duolingo
da drüben	da druben	adverb	Duolingo
dabei	dabei	adverb	Duolingo
dach	dach	noun	Duolingo
dadurch	dadurch	adverb	Duolingo
dafür	dafur	adverb	Duolingo
dagegen	dagegen	adverb	Duolingo
daher	daher	adverb	Duolingo
damals	damals	adverb	Duolingo
dame	dame	noun	Duolingo
damen	damen	noun	Duolingo
damit	damit	adverb	Duolingo
damit	damit	conjunction	Duolingo
danach	danach	adverb	Duolingo
daneben	daneben	adverb	Duolingo
dänemark	danemark	noun	Duolingo
danke	danke	interjection	Duolingo
danke schön	danke schon		Duolingo
dann	dann	adverb	Duolingo
daran	daran	adverb	Duolingo
darauf	darauf	adverb	Duolingo
darf	darf	verb	Duolingo
darfst	darfst	verb	Duolingo
darin	darin	adverb	Duolingo
darüber	daruber	adverb	Duolingo
darum	darum	adverb	Duolingo
das	das		Duolingo
das	das	determiner	Duolingo
das	das	pronoun	Duolingo
das alte auto	das alte auto		Duolingo
das geht	das geht		Duolingo
das gleiche	das gleiche		Duolingo
das heißt	das heisst		Duolingo
das macht	das macht		Duolingo
das macht dann	das macht dann		Duolingo
das macht nichts	das macht nichts		Duolingo
das tut	das tut		Duolingo
das wäre alles	das ware alles		Duolingo
dass	dass	conjunction	Duolingo
datum	datum	noun	Duolingo
dauert	dauert	verb	Duolingo
davon	davon	adverb	Duolingo
dazu	dazu	adverb	Duolingo
decke	decke	noun	Duolingo
dein	dein		Duolingo
dein	dein	determiner	Duolingo
dein	dein	pronoun	Duolingo
deine	deine		Duolingo
deine	deine	determiner	Duolingo
deine	deine	pronoun	Duolingo
deinem	deinem	determiner	Duolingo
deinen	deinen	determiner	Duolingo
deinen	deinen	pronoun	Duolingo
deiner	deiner	determiner	Duolingo
dem	dem		Duolingo
dem	dem	determiner	Duolingo
demnächst	demnachst	adverb	Duolingo
Demokratie	demokratie	noun	Duolingo
den	den		Duolingo
den	den	determiner	Duolingo
den	den	pronoun	Duolingo
den ganzen tag	den ganzen tag		Duolingo
denen	denen		Duolingo
denke	denke	verb	Duolingo
denken	denken	verb	Duolingo
Denkmal	denkmal	noun	Duolingo
denkst	denkst	verb	Duolingo
denkt	denkt	verb	Duolingo
denn	denn	adverb	Duolingo
denn	denn	conjunction	Duolingo
dennoch	dennoch	adverb	Duolingo
der	der		Duolingo
der	der	determiner	Duolingo
der	der	pronoun	Duolingo
der welt	der welt		Duolingo
deren	deren		Duolingo
deren	deren	determiner	Duolingo
derzeit	derzeit	adverb	Duolingo
des	des	determiner	Duolingo
deshalb	deshalb	adverb	Duolingo
design	design	noun	Duolingo
dessen	dessen		Duolingo
desto	desto	conjunction	Duolingo
deswegen	deswegen	adverb	Duolingo
detaillierte	detaillierte	adjective	Duolingo
deutlich	deutlich	adjective	Duolingo
deutsch	deutsch	noun	Duolingo
deutsche	deutsche	adjective	Duolingo
deutsche	deutsche	noun	Duolingo
deutschen	deutschen	adjective	Duolingo
deutschen	deutschen	noun	Duolingo
deutscher	deutscher	noun	Duolingo
deutschland	deutschland	proper noun	Duolingo
Deutschlands	deutschlands	proper noun	Duolingo
dezember	dezember	noun	Duolingo
Dialog	dialog	noun	Duolingo
dich	dich	pronoun	Duolingo
dick	dick	adjective	Duolingo
die	die		Duolingo
die	die	determiner	Duolingo
die	die	pronoun	Duolingo
die ganze nacht	die ganze nacht		Duolingo
die ganze zeit	die ganze zeit		Duolingo
die vereinigten staaten	die vereinigten staaten	proper noun	Duolingo
dienstag	dienstag	noun	Duolingo
dies	dies	pronoun	Duolingo
diese	diese	determiner	Duolingo
diese	diese	pronoun	Duolingo
diesem	diesem	determiner	Duolingo
diesem	diesem	pronoun	Duolingo
diesen	diesen		Duolingo
diesen	diesen	determiner	Duolingo
diesen	diesen	pronoun	Duolingo
dieser	dieser	determiner	Duolingo
dieser	dieser	pronoun	Duolingo
dieses	dieses	determiner	Duolingo
dieses	dieses	pronoun	Duolingo
dieses jahr	dieses jahr		Duolingo
dir	dir	pronoun	Duolingo
direkt	direkt	adverb	Duolingo
Diskussion	diskussion	noun	Duolingo
diskutiert	diskutiert		Duolingo
doch	doch		Duolingo
doch	doch	conjunction	Duolingo
dokufilme	dokufilme	noun	Duolingo
dokument	dokument	noun	Duolingo
dokumente	dokumente	noun	Duolingo
dollar	dollar	noun	Duolingo
dom	dom	noun	Duolingo
döner	doner	noun	Duolingo
donnerstag	donnerstag	noun	Duolingo
doppelzimmer	doppelzimmer	noun	Duolingo
dorf	dorf	noun	Duolingo
dort	dort	adverb	Duolingo
dose	dose	noun	Duolingo
dosen	dosen	noun	Duolingo
drache	drache	noun	Duolingo
drachen	drachen	noun	Duolingo
dran	dran		Duolingo
dran	dran	adverb	Duolingo
draußen	draussen	adverb	Duolingo
drei	drei	numeral	Duolingo
dreißig	dreissig	numeral	Duolingo
dreitausend	dreitausend	numeral	Duolingo
dreiundzwanzig	dreiundzwanzig	numeral	Duolingo
dreizehn	dreizehn	numeral	Duolingo
drin	drin	adverb	Duolingo
dringend	dringend	adjective	Duolingo
drinnen	drinnen	adverb	Duolingo
dritten	dritten	adjective	Duolingo
drogeriemarkt	drogeriemarkt	noun	Duolingo
drüben	druben	adverb	Duolingo
drucker	drucker	noun	Duolingo
du	du	pronoun	Duolingo
dümm	dumm		Duolingo
dumm	dumm	adjective	Duolingo
dunkel	dunkel	adjective	Duolingo
dunkler	dunkler	adjective	Duolingo
dunkles	dunkles	adjective	Duolingo
dünn	dunn	adjective	Duolingo
durch	durch	preposition	Duolingo
durchaus	durchaus	adverb	Duolingo
durcheinander	durcheinander	adverb	Duolingo
durchstellen	durchstellen		Duolingo
durchwahlnummer	durchwahlnummer	noun	Duolingo
dürfen	durfen	verb	Duolingo
durst	durst	noun	Duolingo
dusche	dusche	noun	Duolingo
e	e		Duolingo
e-mail	e-mail	noun	Duolingo
e-mail-adresse	e-mail-adresse	noun	Duolingo
e-mails	e-mails	noun	Duolingo
ebenfalls	ebenfalls	adverb	Duolingo
ebenso	ebenso	adverb	Duolingo
ec-karte	ec-karte	noun	Duolingo
echt	echt	adjective	Duolingo
echt	echt	adverb	Duolingo
echte	echte	adjective	Duolingo
echter	echter	adjective	Duolingo
echtes	echtes	adjective	Duolingo
ecke	ecke	noun	Duolingo
edelstahl	edelstahl	noun	Duolingo
egal	egal		Duolingo
egal	egal	adjective	Duolingo
ehefrau	ehefrau	noun	Duolingo
ehemalige	ehemalige	adjective	Duolingo
ehemaligen	ehemaligen	adjective	Duolingo
ehemann	ehemann	noun	Duolingo
eher	eher	adverb	Duolingo
ehrenamtlich	ehrenamtlich	adjective	Duolingo
ehrlich	ehrlich	adjective	Duolingo
ei	ei	noun	Duolingo
Eidechse	eidechse	noun	Duolingo
eier	eier	noun	Duolingo
eigene	eigene	adjective	Duolingo
eigenen	eigenen	adjective	Duolingo
eigener	eigener	adjective	Duolingo
eigenes	eigenes	adjective	Duolingo
eigentlich	eigentlich	adverb	Duolingo
eilig	eilig	adjective	Duolingo
ein	ein		Duolingo
ein	ein	determiner	Duolingo
ein	ein	numeral	Duolingo
ein bisschen	ein bisschen		Duolingo
ein bisschen	ein bisschen	adverb	Duolingo
ein hemd	ein hemd	noun	Duolingo
ein kleid	ein kleid	noun	Duolingo
ein paar	ein paar	adverb	Duolingo
ein sakko	ein sakko	noun	Duolingo
einander	einander	pronoun	Duolingo
einchecken	einchecken		Duolingo
eindeutig	eindeutig	adjective	Duolingo
eine	eine	determiner	Duolingo
eineinhalb	eineinhalb	numeral	Duolingo
einem	einem	determiner	Duolingo
einen	einen	determiner	Duolingo
einen augenblick	einen augenblick		Duolingo
einen schönen tag noch	einen schonen tag noch		Duolingo
einer	einer	determiner	Duolingo
eines	eines	determiner	Duolingo
eines tages	eines tages		Duolingo
einfach	einfach		Duolingo
einfach	einfach	adjective	Duolingo
einfache	einfache	adjective	Duolingo
einfachen	einfachen	adjective	Duolingo
einfacher	einfacher	adjective	Duolingo
eingang	eingang	noun	Duolingo
eingebrochen	eingebrochen		Duolingo
eingekauft	eingekauft		Duolingo
