learnable	normalized	partOfSpeech	source
strom	strom		Duolingo
stromy	stromy		Duolingo
sůl	sul		Duolingo
svá	sva		Duolingo
své	sve		Duolingo
svého	sveho		Duolingo
svoje	svoje		Duolingo
svoji	svoji		Duolingo
svou	svou		Duolingo
svůj	svuj		Duolingo
sýr	syr		Duolingo
ta	ta		Duolingo
tady	tady		Duolingo
tě	te		Duolingo
tebe	tebe		Duolingo
teď	ted		Duolingo
ten	ten		Duolingo
ti	ti		Duolingo
to	to		Duolingo
toho	toho		Duolingo
tu	tu		Duolingo
tvá	tva		Duolingo
tvé	tve		Duolingo
tvého	tveho		Duolingo
tví	tvi		Duolingo
tvoje	tvoje		Duolingo
tvoji	tvoji		Duolingo
tvou	tvou		Duolingo
tvůj	tvuj		Duolingo
ty	ty		Duolingo
ulice	ulice		Duolingo
vajíčka	vajicka		Duolingo
váš	vas		Duolingo
vaše	vase		Duolingo
vašeho	vaseho		Duolingo
vaši	vasi		Duolingo
věc	vec		Duolingo
večer	vecer		Duolingo
věci	veci		Duolingo
velcí	velci		Duolingo
velicí	velici		Duolingo
veliká	velika		Duolingo
veliké	velike		Duolingo
veliký	veliky		Duolingo
velká	velka		Duolingo
velké	velke		Duolingo
velkého	velkeho		Duolingo
velkou	velkou		Duolingo
velký	velky		Duolingo
věty	vety		Duolingo
vidí	vidi		Duolingo
vidím	vidim		Duolingo
vidíme	vidime		Duolingo
vidíš	vidis		Duolingo
vidíte	vidite		Duolingo
víkend	vikend		Duolingo
víno	vino		Duolingo
vlci	vlci		Duolingo
vlk	vlk		Duolingo
vlka	vlka		Duolingo
vlky	vlky		Duolingo
voda	voda		Duolingo
vodu	vodu		Duolingo
vy	vy		Duolingo
vysocí	vysoci		Duolingo
vysoká	vysoka		Duolingo
vysoké	vysoke		Duolingo
vysoký	vysoky		Duolingo
zajímá	zajima		Duolingo
zajímám	zajimam		Duolingo
zajímáš	zajimas		Duolingo
žena	zena		Duolingo
ženu	zenu		Duolingo
ženy	zeny		Duolingo
žere	zere		Duolingo
žerou	zerou		Duolingo
žízeň	zizen		Duolingo
zná	zna		Duolingo
znají	znaji		Duolingo
znám	znam		Duolingo
známe	zname		Duolingo
znáš	znas		Duolingo
znáte	znate		Duolingo
žofie	zofie		Duolingo
žofii	zofii		Duolingo
žrádlo	zradlo		Duolingo
zvířata	zvirata		Duolingo
zvíře	zvire		Duolingo
zvláštní	zvlastni		Duolingo
