learnable	normalized	partOfSpeech	source
czytasz	czytasz		Duolingo
dach	dach		Duolingo
dachu	dachu		Duolingo
daleko	daleko		Duolingo
data	data		Duolingo
datę	date		Duolingo
dekada	dekada		Duolingo
dla	dla		Duolingo
dlaczego	dlaczego		Duolingo
dlatego	dlatego		Duolingo
do	do		Duolingo
do widzenia	do widzenia		Duolingo
dobra	dobra		Duolingo
dobranoc	dobranoc		Duolingo
dobre	dobre		Duolingo
dobry	dobry		Duolingo
dobrze	dobrze		Duolingo
dobrzy	dobrzy		Duolingo
dom	dom		Duolingo
domu	domu		Duolingo
dość	dosc		Duolingo
dostają	dostaja		Duolingo
dostaje	dostaje		Duolingo
dostajecie	dostajecie		Duolingo
dostajemy	dostajemy		Duolingo
dostajesz	dostajesz		Duolingo
dostarcza	dostarcza		Duolingo
dostarczacie	dostarczacie		Duolingo
dostarczają	dostarczaja		Duolingo
dostarczam	dostarczam		Duolingo
dostarczamy	dostarczamy		Duolingo
dostarczasz	dostarczasz		Duolingo
dotyka	dotyka		Duolingo
dotykają	dotykaja		Duolingo
dotykam	dotykam		Duolingo
dotykamy	dotykamy		Duolingo
dotykasz	dotykasz		Duolingo
drzwi	drzwi		Duolingo
duża	duza		Duolingo
duże	duze		Duolingo
duzi	duzi		Duolingo
duży	duzy		Duolingo
dziadek	dziadek		Duolingo
dziadka	dziadka		Duolingo
dziadkiem	dziadkiem		Duolingo
dzieci	dzieci		Duolingo
dzieckiem	dzieckiem		Duolingo
dziecko	dziecko		Duolingo
dziećmi	dziecmi		Duolingo
dzięki	dzieki		Duolingo
dziękuję	dziekuje		Duolingo
dzień	dzien		Duolingo
dzień dobry	dzien dobry		Duolingo
dziewczynka	dziewczynka		Duolingo
dziewczynki	dziewczynki		Duolingo
dziś	dzis		Duolingo
dzisiaj	dzisiaj		Duolingo
dzwonek	dzwonek		Duolingo
dzwonka	dzwonka		Duolingo
dzwonki	dzwonki		Duolingo
ekran	ekran		Duolingo
euro	euro		Duolingo
europa	europa		Duolingo
europejska	europejska		Duolingo
europie	europie		Duolingo
fioletowa	fioletowa		Duolingo
fioletowe	fioletowe		Duolingo
fioletowej	fioletowej		Duolingo
fioletowy	fioletowy		Duolingo
flagę	flage		Duolingo
flagi	flagi		Duolingo
fotel	fotel		Duolingo
foteli	foteli		Duolingo
francja	francja		Duolingo
francuskie	francuskie		Duolingo
francuzem	francuzem		Duolingo
frytek	frytek		Duolingo
gąbek	gabek		Duolingo
gąbka	gabka		Duolingo
gąbki	gabki		Duolingo
gazeta	gazeta		Duolingo
gazetę	gazete		Duolingo
gazety	gazety		Duolingo
gdzie	gdzie		Duolingo
gdzieś	gdzies		Duolingo
głosy	glosy		Duolingo
go	go		Duolingo
godzina	godzina		Duolingo
golarka	golarka		Duolingo
golarki	golarki		Duolingo
gotować	gotowac		Duolingo
gotują	gotuja		Duolingo
gotuję	gotuje		Duolingo
gotujecie	gotujecie		Duolingo
gotujemy	gotujemy		Duolingo
gotujesz	gotujesz		Duolingo
grudnia	grudnia		Duolingo
grudzień	grudzien		Duolingo
grzyby	grzyby		Duolingo
herbata	herbata		Duolingo
herbatę	herbate		Duolingo
hobby	hobby		Duolingo
i	i		Duolingo
ich	ich		Duolingo
idą	ida		Duolingo
idę	ide		Duolingo
idzie	idzie		Duolingo
idziecie	idziecie		Duolingo
idziemy	idziemy		Duolingo
idziesz	idziesz		Duolingo
im	im		Duolingo
impreza	impreza		Duolingo
imprezy	imprezy		Duolingo
inaczej	inaczej		Duolingo
ja	ja		Duolingo
jabłka	jablka		Duolingo
jabłko	jablko		Duolingo
jajkami	jajkami		Duolingo
jajkiem	jajkiem		Duolingo
jajko	jajko		Duolingo
jak	jak		Duolingo
jako	jako		Duolingo
jasno	jasno		Duolingo
je	je		Duolingo
jecie	jecie		Duolingo
jednak	jednak		Duolingo
jedzą	jedza		Duolingo
jedząc	jedzac		Duolingo
jedzenie	jedzenie		Duolingo
jedzeniu	jedzeniu		Duolingo
jedziemy	jedziemy		Duolingo
jego	jego		Duolingo
jej	jej		Duolingo
jem	jem		Duolingo
jemy	jemy		Duolingo
jeść	jesc		Duolingo
jesień	jesien		Duolingo
jest	jest		Duolingo
jestem	jestem		Duolingo
jesteś	jestes		Duolingo
jesteście	jestescie		Duolingo
jesteśmy	jestesmy		Duolingo
jesz	jesz		Duolingo
jeszcze	jeszcze		Duolingo
jogurt	jogurt		Duolingo
jutra	jutra		Duolingo
jutro	jutro		Duolingo
już	juz		Duolingo
kaczka	kaczka		Duolingo
kaczki	kaczki		Duolingo
kalendarz	kalendarz		Duolingo
kanapek	kanapek		Duolingo
kanapka	kanapka		Duolingo
kanapkach	kanapkach		Duolingo
kanapkę	kanapke		Duolingo
kanapki	kanapki		Duolingo
kapelusz	kapelusz		Duolingo
kapelusze	kapelusze		Duolingo
kartek	kartek		Duolingo
kartka	kartka		Duolingo
kawa	kawa		Duolingo
kawałek	kawalek		Duolingo
kawę	kawe		Duolingo
kawie	kawie		Duolingo
kawy	kawy		Duolingo
kiedy	kiedy		Duolingo
kiedyś	kiedys		Duolingo
kierowcą	kierowca		Duolingo
kierowcę	kierowce		Duolingo
klucz	klucz		Duolingo
klucza	klucza		Duolingo
klucze	klucze		Duolingo
kobieta	kobieta		Duolingo
kobietami	kobietami		Duolingo
kobietę	kobiete		Duolingo
kobiety	kobiety		Duolingo
koc	koc		Duolingo
koce	koce		Duolingo
kocha	kocha		Duolingo
kochacie	kochacie		Duolingo
kochają	kochaja		Duolingo
kocham	kocham		Duolingo
kochamy	kochamy		Duolingo
kochasz	kochasz		Duolingo
kogo	kogo		Duolingo
kolacja	kolacja		Duolingo
kolację	kolacje		Duolingo
kolacji	kolacji		Duolingo
kolor	kolor		Duolingo
kolorowa	kolorowa		Duolingo
kolorowe	kolorowe		Duolingo
kolorowy	kolorowy		Duolingo
kolorowych	kolorowych		Duolingo
kolory	kolory		Duolingo
komórka	komorka		Duolingo
komórkę	komorke		Duolingo
komórki	komorki		Duolingo
komputer	komputer		Duolingo
komputery	komputery		Duolingo
koń	kon		Duolingo
konia	konia		Duolingo
konie	konie		Duolingo
kosz	kosz		Duolingo
koszula	koszula		Duolingo
koszule	koszule		Duolingo
koszuli	koszuli		Duolingo
kot	kot		Duolingo
kota	kota		Duolingo
kotem	kotem		Duolingo
koty	koty		Duolingo
krab	krab		Duolingo
kroi	kroi		Duolingo
kroicie	kroicie		Duolingo
kroisz	kroisz		Duolingo
kroją	kroja		Duolingo
kroję	kroje		Duolingo
krzesła	krzesla		Duolingo
krzesło	krzeslo		Duolingo
książka	ksiazka		Duolingo
książkę	ksiazke		Duolingo
książki	ksiazki		Duolingo
kto	kto		Duolingo
kubek	kubek		Duolingo
kuchenka	kuchenka		Duolingo
kuchenki	kuchenki		Duolingo
kupić	kupic		Duolingo
kupować	kupowac		Duolingo
kupują	kupuja		Duolingo
kupuje	kupuje		Duolingo
kupujecie	kupujecie		Duolingo
kupujemy	kupujemy		Duolingo
kupujesz	kupujesz		Duolingo
kurczaka	kurczaka		Duolingo
kwiecień	kwiecien		Duolingo
kwietniu	kwietniu		Duolingo
lampa	lampa		Duolingo
lampy	lampy		Duolingo
lata	lata		Duolingo
lato	lato		Duolingo
lew	lew		Duolingo
leżę	leze		Duolingo
leży	lezy		Duolingo
liczyć	liczyc		Duolingo
lipcu	lipcu		Duolingo
lipiec	lipiec		Duolingo
list	list		Duolingo
listopad	listopad		Duolingo
lodówka	lodowka		Duolingo
lodówki	lodowki		Duolingo
lody	lody		Duolingo
lot	lot		Duolingo
lub	lub		Duolingo
lubi	lubi		Duolingo
lubią	lubia		Duolingo
lubię	lubie		Duolingo
lubimy	lubimy		Duolingo
lubisz	lubisz		Duolingo
ludzie	ludzie		Duolingo
ludźmi	ludzmi		Duolingo
lustro	lustro		Duolingo
luty	luty		Duolingo
lutym	lutym		Duolingo
łóżka	lozka		Duolingo
łóżko	lozko		Duolingo
łyżka	lyzka		Duolingo
ma	ma		Duolingo
macie	macie		Duolingo
maj	maj		Duolingo
mają	maja		Duolingo
mając	majac		Duolingo
majtki	majtki		Duolingo
maju	maju		Duolingo
makaron	makaron		Duolingo
mali	mali		Duolingo
mała	mala		Duolingo
małe	male		Duolingo
mały	maly		Duolingo
małżeństwem	malzenstwem		Duolingo
małżeństwo	malzenstwo		Duolingo
mam	mam		Duolingo
mamy	mamy		Duolingo
mapy	mapy		Duolingo
marcu	marcu		Duolingo
marzec	marzec		Duolingo
masła	masla		Duolingo
masz	masz		Duolingo
maszyna	maszyna		Duolingo
mąż	maz		Duolingo
menu	menu		Duolingo
metra	metra		Duolingo
metro	metro		Duolingo
mężczyzna	mezczyzna		Duolingo
mężczyznami	mezczyznami		Duolingo
mężczyznę	mezczyzne		Duolingo
mężczyźni	mezczyzni		Duolingo
mężczyzny	mezczyzny		Duolingo
mi	mi		Duolingo
mieć	miec		Duolingo
międzynarodowa	miedzynarodowa		Duolingo
międzynarodowej	miedzynarodowej		Duolingo
mięsa	miesa		Duolingo
mięsem	miesem		Duolingo
miesiąc	miesiac		Duolingo
miesiącem	miesiacem		Duolingo
mięso	mieso		Duolingo
minuta	minuta		Duolingo
minutę	minute		Duolingo
miska	miska		Duolingo
mlekiem	mlekiem		Duolingo
mleko	mleko		Duolingo
mną	mna		Duolingo
mnie	mnie		Duolingo
mniej	mniej		Duolingo
moi	moi		Duolingo
mój	moj		Duolingo
moja	moja		Duolingo
moje	moje		Duolingo
motor	motor		Duolingo
mówi	mowi		Duolingo
mówią	mowia		Duolingo
mówić	mowic		Duolingo
mówicie	mowicie		Duolingo
mówię	mowie		Duolingo
mówimy	mowimy		Duolingo
mówisz	mowisz		Duolingo
może	moze		Duolingo
możesz	mozesz		Duolingo
można	mozna		Duolingo
musisz	musisz		Duolingo
muszę	musze		Duolingo
muzyka	muzyka		Duolingo
muzyki	muzyki		Duolingo
my	my		Duolingo
mydła	mydla		Duolingo
mydło	mydlo		Duolingo
mysz	mysz		Duolingo
na	na		Duolingo
nad	nad		Duolingo
nam	nam		Duolingo
nami	nami		Duolingo
napisać	napisac		Duolingo
naprawdę	naprawde		Duolingo
naprawia	naprawia		Duolingo
naprawiam	naprawiam		Duolingo
naprzeciwko	naprzeciwko		Duolingo
nas	nas		Duolingo
nasi	nasi		Duolingo
nasz	nasz		Duolingo
nasza	nasza		Duolingo
nasze	nasze		Duolingo
nawet	nawet		Duolingo
nawzajem	nawzajem		Duolingo
nią	nia		Duolingo
nich	nich		Duolingo
nie	nie		Duolingo
niebieska	niebieska		Duolingo
niebieskich	niebieskich		Duolingo
niebieskie	niebieskie		Duolingo
niedziela	niedziela		Duolingo
niej	niej		Duolingo
niemczech	niemczech		Duolingo
niemiecka	niemiecka		Duolingo
niemką	niemka		Duolingo
niesiecie	niesiecie		Duolingo
niesiemy	niesiemy		Duolingo
niesiesz	niesiesz		Duolingo
nigdy	nigdy		Duolingo
nigdzie	nigdzie		Duolingo
nim	nim		Duolingo
nimi	nimi		Duolingo
niosą	niosa		Duolingo
niż	niz		Duolingo
noc	noc		Duolingo
nosi	nosi		Duolingo
nosić	nosic		Duolingo
nosicie	nosicie		Duolingo
nosimy	nosimy		Duolingo
nosisz	nosisz		Duolingo
noszą	nosza		Duolingo
noszę	nosze		Duolingo
nowa	nowa		Duolingo
nowe	nowe		Duolingo
nowi	nowi		Duolingo
nowy	nowy		Duolingo
nóż	noz		Duolingo
noża	noza		Duolingo
nożyczek	nozyczek		Duolingo
nożyczki	nozyczki		Duolingo
nudno	nudno		Duolingo
o	o		Duolingo
obiad	obiad		Duolingo
obiadem	obiadem		Duolingo
obiadu	obiadu		Duolingo
obok	obok		Duolingo
od	od		Duolingo
odjeżdża	odjezdza		Duolingo
odpowiadają	odpowiadaja		Duolingo
odpowiadam	odpowiadam		Duolingo
odpowiedź	odpowiedz		Duolingo
odpowiedzi	odpowiedzi		Duolingo
odwiedza	odwiedza		Duolingo
odwiedzać	odwiedzac		Duolingo
odwiedzacie	odwiedzacie		Duolingo
odwiedzają	odwiedzaja		Duolingo
odwiedzamy	odwiedzamy		Duolingo
odwiedzasz	odwiedzasz		Duolingo
odwiedzić	odwiedzic		Duolingo
ojcem	ojcem		Duolingo
ojciec	ojciec		Duolingo
ojcowie	ojcowie		Duolingo
okna	okna		Duolingo
okno	okno		Duolingo
okres	okres		Duolingo
okularów	okularow		Duolingo
okulary	okulary		Duolingo
on	on		Duolingo
ona	ona		Duolingo
one	one		Duolingo
oni	oni		Duolingo
oprócz	oprocz		Duolingo
otworzyć	otworzyc		Duolingo
owoc	owoc		Duolingo
owoce	owoce		Duolingo
pa	pa		Duolingo
pająk	pajak		Duolingo
pamięta	pamieta		Duolingo
pamiętacie	pamietacie		Duolingo
pamiętają	pamietaja		Duolingo
pamiętam	pamietam		Duolingo
pamiętamy	pamietamy		Duolingo
pamiętasz	pamietasz		Duolingo
papier	papier		Duolingo
papieru	papieru		Duolingo
papryka	papryka		Duolingo
papryki	papryki		Duolingo
pasażerów	pasazerow		Duolingo
pasta do zębów	pasta do zebow		Duolingo
pasty do zębów	pasty do zebow		Duolingo
paszportu	paszportu		Duolingo
patelni	patelni		Duolingo
patelnia	patelnia		Duolingo
patelnię	patelnie		Duolingo
październik	pazdziernik		Duolingo
październiku	pazdzierniku		Duolingo
piątek	piatek		Duolingo
piątki	piatki		Duolingo
pić	pic		Duolingo
pies	pies		Duolingo
piją	pija		Duolingo
pije	pije		Duolingo
pijecie	pijecie		Duolingo
pijemy	pijemy		Duolingo
pijesz	pijesz		Duolingo
pisać	pisac		Duolingo
pisząc	piszac		Duolingo
pisze	pisze		Duolingo
piszecie	piszecie		Duolingo
piszemy	piszemy		Duolingo
piszesz	piszesz		Duolingo
piwa	piwa		Duolingo
piwo	piwo		Duolingo
plecak	plecak		Duolingo
płaszcz	plaszcz		Duolingo
płyniesz	plyniesz		Duolingo
po	po		Duolingo
po angielsku	po angielsku		Duolingo
po polsku	po polsku		Duolingo
po południu	po poludniu		Duolingo
pociąg	pociag		Duolingo
pod	pod		Duolingo
podczas	podczas		Duolingo
podłoga	podloga		Duolingo
podłogi	podlogi		Duolingo
podróż	podroz		Duolingo
podróżują	podrozuja		Duolingo
poduszek	poduszek		Duolingo
poduszkę	poduszke		Duolingo
pojazd	pojazd		Duolingo
pokazać	pokazac		Duolingo
pokazuje	pokazuje		Duolingo
pokazujemy	pokazujemy		Duolingo
pokazujesz	pokazujesz		Duolingo
pokój	pokoj		Duolingo
pokolenie	pokolenie		Duolingo
polsce	polsce		Duolingo
polskie	polskie		Duolingo
pomagać	pomagac		Duolingo
pomarańczowa	pomaranczowa		Duolingo
pomarańczowe	pomaranczowe		Duolingo
pomarańczowego	pomaranczowego		Duolingo
pomarańczowy	pomaranczowy		Duolingo
pomidor	pomidor		Duolingo
pomidora	pomidora		Duolingo
pomidorach	pomidorach		Duolingo
pomidory	pomidory		Duolingo
pomiędzy	pomiedzy		Duolingo
pomóc	pomoc		Duolingo
poniedziałek	poniedzialek		Duolingo
ponieważ	poniewaz		Duolingo
pora roku	pora roku		Duolingo
porozmawiać	porozmawiac		Duolingo
portfel	portfel		Duolingo
portfela	portfela		Duolingo
portfele	portfele		Duolingo
pory roku	pory roku		Duolingo
posiłek	posilek		Duolingo
posiłku	posilku		Duolingo
posprzątać	posprzatac		Duolingo
potrzebują	potrzebuja		Duolingo
potrzebuje	potrzebuje		Duolingo
potrzebujecie	potrzebujecie		Duolingo
potrzebujemy	potrzebujemy		Duolingo
potrzebujesz	potrzebujesz		Duolingo
powiedzieć	powiedziec		Duolingo
późno	pozno		Duolingo
pozwalam	pozwalam		Duolingo
produkują	produkuja		Duolingo
produkuje	produkuje		Duolingo
produkujecie	produkujecie		Duolingo
produkujemy	produkujemy		Duolingo
produkujesz	produkujesz		Duolingo
proszę	prosze		Duolingo
prowadzi	prowadzi		Duolingo
prysznic	prysznic		Duolingo
pryszniców	prysznicow		Duolingo
przeczytać	przeczytac		Duolingo
przed	przed		Duolingo
przepraszam	przepraszam		Duolingo
prześcieradła	przescieradla		Duolingo
prześcieradło	przescieradlo		Duolingo
przewodnika	przewodnika		Duolingo
przewodnikowi	przewodnikowi		Duolingo
przez	przez		Duolingo
przy	przy		Duolingo
przygoda	przygoda		Duolingo
przygody	przygody		Duolingo
przyjeżdża	przyjezdza		Duolingo
przyjeżdżam	przyjezdzam		Duolingo
przynieść	przyniesc		Duolingo
psa	psa		Duolingo
psem	psem		Duolingo
psy	psy		Duolingo
ptak	ptak		Duolingo
pudełko	pudelko		Duolingo
pytacie	pytacie		Duolingo
pytań	pytan		Duolingo
pytania	pytania		Duolingo
pytanie	pytanie		Duolingo
raczej	raczej		Duolingo
radia	radia		Duolingo
radio	radio		Duolingo
rano	rano		Duolingo
razem	razem		Duolingo
robi	robi		Duolingo
robią	robia		Duolingo
robiąc	robiac		Duolingo
robić	robic		Duolingo
robicie	robicie		Duolingo
robię	robie		Duolingo
robisz	robisz		Duolingo
rodzeństwo	rodzenstwo		Duolingo
rodzic	rodzic		Duolingo
rodzice	rodzice		Duolingo
rodzicem	rodzicem		Duolingo
rodzina	rodzina		Duolingo
rodzinę	rodzine		Duolingo
rower	rower		Duolingo
rozmawiać	rozmawiac		Duolingo
różowa	rozowa		Duolingo
różowe	rozowe		Duolingo
różowy	rozowy		Duolingo
ryba	ryba		Duolingo
rybę	rybe		Duolingo
ryby	ryby		Duolingo
rysować	rysowac		Duolingo
rysujemy	rysujemy		Duolingo
rzadko	rzadko		Duolingo
rzecz	rzecz		Duolingo
rzeczy	rzeczy		Duolingo
są	sa		Duolingo
samochodu	samochodu		Duolingo
samolot	samolot		Duolingo
ściana	sciana		Duolingo
ściany	sciany		Duolingo
sekunda	sekunda		Duolingo
sekundę	sekunde		Duolingo
ser	ser		Duolingo
się	sie		Duolingo
siebie	siebie		Duolingo
sierpień	sierpien		Duolingo
sierpniu	sierpniu		Duolingo
siostra	siostra		Duolingo
siostrami	siostrami		Duolingo
siostry	siostry		Duolingo
skarpety	skarpety		Duolingo
słoń	slon		Duolingo
słucha	slucha		Duolingo
słuchać	sluchac		Duolingo
słuchacie	sluchacie		Duolingo
słuchają	sluchaja		Duolingo
słucham	slucham		Duolingo
słuchamy	sluchamy		Duolingo
słuchasz	sluchasz		Duolingo
słyszą	slysza		Duolingo
słyszę	slysze		Duolingo
słyszy	slyszy		Duolingo
słyszycie	slyszycie		Duolingo
słyszymy	slyszymy		Duolingo
słyszysz	slyszysz		Duolingo
smaczna	smaczna		Duolingo
smaczne	smaczne		Duolingo
smaczny	smaczny		Duolingo
smak	smak		Duolingo
smażysz	smazysz		Duolingo
śniadania	sniadania		Duolingo
śniadanie	sniadanie		Duolingo
sobota	sobota		Duolingo
sofa	sofa		Duolingo
sofę	sofe		Duolingo
sofy	sofy		Duolingo
sok	sok		Duolingo
soku	soku		Duolingo
sól	sol		Duolingo
spać	spac		Duolingo
śpi	spi		Duolingo
śpicie	spicie		Duolingo
śpię	spie		Duolingo
śpimy	spimy		Duolingo
śpisz	spisz		Duolingo
spódnica	spodnica		Duolingo
spodnie	spodnie		Duolingo
spragniona	spragniona		Duolingo
spragniony	spragniony		Duolingo
sprzątać	sprzatac		Duolingo
sprzedać	sprzedac		Duolingo
sprzedają	sprzedaja		Duolingo
sprzedajecie	sprzedajecie		Duolingo
sprzedajemy	sprzedajemy		Duolingo
sprzedajesz	sprzedajesz		Duolingo
sprzedawać	sprzedawac		Duolingo
środa	sroda		Duolingo
środę	srode		Duolingo
stany zjednoczone	stany zjednoczone		Duolingo
stara	stara		Duolingo
stare	stare		Duolingo
stary	stary		Duolingo
starzy	starzy		Duolingo
statek	statek		Duolingo
stoi	stoi		Duolingo
stoisz	stoisz		Duolingo
stół	stol		Duolingo
styczeń	styczen		Duolingo
styczniu	styczniu		Duolingo
sufit	sufit		Duolingo
sufitu	sufitu		Duolingo
sukienka	sukienka		Duolingo
sukienkę	sukienke		Duolingo
sukienki	sukienki		Duolingo
świetnie	swietnie		Duolingo
swoich	swoich		Duolingo
swoim	swoim		Duolingo
swój	swoj		Duolingo
swoje	swoje		Duolingo
swojego	swojego		Duolingo
swojemu	swojemu		Duolingo
syn	syn		Duolingo
synem	synem		Duolingo
synowie	synowie		Duolingo
szafa	szafa		Duolingo
szafę	szafe		Duolingo
szanują	szanuja		Duolingo
szanuje	szanuje		Duolingo
szanujecie	szanujecie		Duolingo
szanujesz	szanujesz		Duolingo
szara	szara		Duolingo
szare	szare		Duolingo
szary	szary		Duolingo
szczoteczka do zębów	szczoteczka do zebow		Duolingo
szczoteczkę do zębów	szczoteczke do zebow		Duolingo
szczoteczki do zębów	szczoteczki do zebow		Duolingo
szklanek	szklanek		Duolingo
szklanki	szklanki		Duolingo
szkołę	szkole		Duolingo
szkoły	szkoly		Duolingo
szuka	szuka		Duolingo
szukacie	szukacie		Duolingo
szukają	szukaja		Duolingo
szukam	szukam		Duolingo
szukamy	szukamy		Duolingo
szukasz	szukasz		Duolingo
szybko	szybko		Duolingo
ta	ta		Duolingo
tak	tak		Duolingo
talerz	talerz		Duolingo
talerze	talerze		Duolingo
tam	tam		Duolingo
tamci	tamci		Duolingo
tamta	tamta		Duolingo
tamte	tamte		Duolingo
tamtego	tamtego		Duolingo
tamtej	tamtej		Duolingo
tamten	tamten		Duolingo
tamto	tamto		Duolingo
tata	tata		Duolingo
te	te		Duolingo
tego	tego		Duolingo
tej	tej		Duolingo
telewizor	telewizor		Duolingo
telewizora	telewizora		Duolingo
ten	ten		Duolingo
teraz	teraz		Duolingo
też	tez		Duolingo
to	to		Duolingo
tobą	toba		Duolingo
tobie	tobie		Duolingo
torba	torba		Duolingo
torby	torby		Duolingo
transport	transport		Duolingo
transportu	transportu		Duolingo
truskawki	truskawki		Duolingo
truskawkowy	truskawkowy		Duolingo
trzeba	trzeba		Duolingo
turyści	turysci		Duolingo
turystą	turysta		Duolingo
twoi	twoi		Duolingo
twój	twoj		Duolingo
twoja	twoja		Duolingo
twoje	twoje		Duolingo
ty	ty		Duolingo
tydzień	tydzien		Duolingo
tygrys	tygrys		Duolingo
tygrysem	tygrysem		Duolingo
u	u		Duolingo
ubrania	ubrania		Duolingo
ugotować	ugotowac		Duolingo
umie	umie		Duolingo
urodziny	urodziny		Duolingo
w	w		Duolingo
wakacje	wakacje		Duolingo
walizka	walizka		Duolingo
wam	wam		Duolingo
wami	wami		Duolingo
wanna	wanna		Duolingo
wannę	wanne		Duolingo
warszawie	warszawie		Duolingo
warszawy	warszawy		Duolingo
warzyw	warzyw		Duolingo
warzywa	warzywa		Duolingo
warzywo	warzywo		Duolingo
was	was		Duolingo
wasi	wasi		Duolingo
wasza	wasza		Duolingo
wasze	wasze		Duolingo
wciąż	wciaz		Duolingo
wcześnie	wczesnie		Duolingo
we	we		Duolingo
według	wedlug		Duolingo
weekend	weekend		Duolingo
weekendy	weekendy		Duolingo
widzą	widza		Duolingo
widzę	widze		Duolingo
widzi	widzi		Duolingo
widzicie	widzicie		Duolingo
widzimy	widzimy		Duolingo
widzisz	widzisz		Duolingo
więc	wiec		Duolingo
więcej	wiecej		Duolingo
wieczór	wieczor		Duolingo
wieczorem	wieczorem		Duolingo
wiek	wiek		Duolingo
wielka brytania	wielka brytania		Duolingo
wielkiej brytanii	wielkiej brytanii		Duolingo
wieprzowinę	wieprzowine		Duolingo
wierzą	wierza		Duolingo
wina	wina		Duolingo
winie	winie		Duolingo
wino	wino		Duolingo
witaj	witaj		Duolingo
włoch	wloch		Duolingo
włoską	wloska		Duolingo
woda	woda		Duolingo
wodę	wode		Duolingo
wody	wody		Duolingo
wolno	wolno		Duolingo
wrzesień	wrzesien		Duolingo
wrześniu	wrzesniu		Duolingo
wspieracie	wspieracie		Duolingo
wspierają	wspieraja		Duolingo
wspieram	wspieram		Duolingo
wspieramy	wspieramy		Duolingo
wspierasz	wspierasz		Duolingo
wśród	wsrod		Duolingo
wszędzie	wszedzie		Duolingo
wtedy	wtedy		Duolingo
wtorek	wtorek		Duolingo
wujek	wujek		Duolingo
wujka	wujka		Duolingo
wujkiem	wujkiem		Duolingo
wy	wy		Duolingo
wychowują	wychowuja		Duolingo
