learnable	normalized	partOfSpeech	source
devront	devront	verb	Duolingo
dictionnaire	dictionnaire	noun	Duolingo
dictionnaires	dictionnaires	noun	Duolingo
dieu	dieu	noun	Duolingo
dieux	dieux	noun	Duolingo
différemment	differemment	adverb	Duolingo
différence	difference	noun	Duolingo
différences	differences	noun	Duolingo
différent	different	adjective	Duolingo
différente	differente	adjective	Duolingo
différentes	differentes	adjective	Duolingo
différents	differents	adjective	Duolingo
difficile	difficile	adjective	Duolingo
difficiles	difficiles	adjective	Duolingo
difficulté	difficulte	noun	Duolingo
difficultés	difficultes	noun	Duolingo
dimanche	dimanche		Duolingo
dimanche	dimanche	noun	Duolingo
dimanches	dimanches	noun	Duolingo
diminuer	diminuer	verb	Duolingo
diminution	diminution	noun	Duolingo
dîné	dine	verb	Duolingo
dîner	diner		Duolingo
dîner	diner	noun	Duolingo
dîner	diner	verb	Duolingo
dînerez	dinerez	verb	Duolingo
dînerons	dinerons	verb	Duolingo
dînes	dines	verb	Duolingo
dînez	dinez	verb	Duolingo
dînons	dinons	verb	Duolingo
dinosaure	dinosaure	noun	Duolingo
diplômé	diplome	adjective	Duolingo
diplômée	diplomee	adjective	Duolingo
dirais	dirais	verb	Duolingo
dirait	dirait		Duolingo
dirait	dirait	verb	Duolingo
diras	diras	verb	Duolingo
dire	dire	verb	Duolingo
direct	direct	adjective	Duolingo
directement	directement	adverb	Duolingo
directeur	directeur	noun	Duolingo
direction	direction	noun	Duolingo
directions	directions	noun	Duolingo
directrice	directrice	noun	Duolingo
dirige	dirige	verb	Duolingo
dirigent	dirigent	verb	Duolingo
dirigeons	dirigeons	verb	Duolingo
diriger	diriger	verb	Duolingo
dis	dis	verb	Duolingo
dis-lui	dis-lui		Duolingo
dis-moi	dis-moi	verb	Duolingo
disais	disais	verb	Duolingo
disait	disait	verb	Duolingo
disant	disant	verb	Duolingo
discothèque	discotheque	noun	Duolingo
discothèques	discotheques	noun	Duolingo
discours	discours	noun	Duolingo
discussion	discussion	noun	Duolingo
discuter	discuter	verb	Duolingo
dise	dise	verb	Duolingo
disent	disent	verb	Duolingo
disions	disions	verb	Duolingo
disons	disons	verb	Duolingo
disparaître	disparaitre	verb	Duolingo
disparition	disparition	noun	Duolingo
disponibles	disponibles	adjective	Duolingo
disque	disque	noun	Duolingo
distance	distance	noun	Duolingo
distributeur	distributeur	noun	Duolingo
distributeurs	distributeurs	noun	Duolingo
dit	dit	verb	Duolingo
dites	dites	verb	Duolingo
division	division	noun	Duolingo
dix	dix		Duolingo
dix	dix	numeral	Duolingo
dix-huit	dix-huit	numeral	Duolingo
dix-neuf	dix-neuf		Duolingo
dix-sept	dix-sept		Duolingo
dixième	dixieme	adjective	Duolingo
dizaine	dizaine	noun	Duolingo
dj	dj	noun	Duolingo
docteur	docteur	noun	Duolingo
docteurs	docteurs	noun	Duolingo
document	document	noun	Duolingo
documents	documents	noun	Duolingo
doigt	doigt	noun	Duolingo
doigts	doigts	noun	Duolingo
dois	dois	verb	Duolingo
dois pas	dois pas		Duolingo
doit	doit	verb	Duolingo
doivent	doivent	verb	Duolingo
dollar	dollar	noun	Duolingo
dollars	dollars	noun	Duolingo
dommage	dommage	adverb	Duolingo
dommage	dommage	noun	Duolingo
dommages	dommages	noun	Duolingo
donc	donc	conjunction	Duolingo
donnant	donnant	verb	Duolingo
donne	donne		Duolingo
donne	donne	verb	Duolingo
donnent	donnent	verb	Duolingo
donner	donner		Duolingo
donner	donner	verb	Duolingo
donnes	donnes		Duolingo
donnez	donnez	verb	Duolingo
donnons	donnons	verb	Duolingo
dont	dont		Duolingo
dormais	dormais	verb	Duolingo
dormait	dormait	verb	Duolingo
dormant	dormant	verb	Duolingo
dorment	dorment		Duolingo
dorment	dorment	verb	Duolingo
dormez	dormez		Duolingo
dormez	dormez	verb	Duolingo
dormions	dormions	verb	Duolingo
dormir	dormir		Duolingo
dormir	dormir	verb	Duolingo
dormira	dormira	verb	Duolingo
dormirai	dormirai	verb	Duolingo
dormirez	dormirez	verb	Duolingo
dormirons	dormirons	verb	Duolingo
dormons	dormons		Duolingo
dormons	dormons	verb	Duolingo
dors	dors		Duolingo
dors	dors	verb	Duolingo
dort	dort		Duolingo
dort	dort	verb	Duolingo
dos	dos	noun	Duolingo
dossier	dossier	noun	Duolingo
dossiers	dossiers	noun	Duolingo
douane	douane	noun	Duolingo
double	double	adjective	Duolingo
double	double	noun	Duolingo
doubles	doubles	adjective	Duolingo
douce	douce	adjective	Duolingo
doucement	doucement	adverb	Duolingo
douceur	douceur	noun	Duolingo
douche	douche	noun	Duolingo
douches	douches	noun	Duolingo
douleur	douleur	noun	Duolingo
doute	doute	verb	Duolingo
doux	doux	adjective	Duolingo
douze	douze	numeral	Duolingo
drap	drap	noun	Duolingo
drapeau	drapeau	noun	Duolingo
draps	draps	noun	Duolingo
droit	droit	adverb	Duolingo
droit	droit	noun	Duolingo
droite	droite	noun	Duolingo
droits	droits	noun	Duolingo
drôle	drole	adjective	Duolingo
drôles	droles	adjective	Duolingo
du	du		Duolingo
du	du	preposition	Duolingo
dû	du	verb	Duolingo
du café	du cafe		Duolingo
du café au lait	du cafe au lait		Duolingo
du lait	du lait		Duolingo
du mal à	du mal a		Duolingo
du mal à comprendre	du mal a comprendre		Duolingo
du matin	du matin		Duolingo
du miel	du miel		Duolingo
du monde	du monde		Duolingo
du pain	du pain		Duolingo
du soir	du soir		Duolingo
du sucre	du sucre		Duolingo
du thé	du the		Duolingo
du tout	du tout		Duolingo
du vélo	du velo		Duolingo
dubois	dubois	proper noun	Duolingo
duo	duo	noun	Duolingo
duquel	duquel		Duolingo
dur	dur	adjective	Duolingo
durant	durant	preposition	Duolingo
dure	dure	adjective	Duolingo
dure	dure	verb	Duolingo
durée	duree	noun	Duolingo
durs	durs	adjective	Duolingo
e-mail	e-mail		Duolingo
e-mails	e-mails		Duolingo
eau	eau	noun	Duolingo
eaux	eaux	noun	Duolingo
échange	echange	verb	Duolingo
échapper	echapper	verb	Duolingo
écharpe	echarpe	noun	Duolingo
écharpes	echarpes	noun	Duolingo
échecs	echecs	noun	Duolingo
échelle	echelle	noun	Duolingo
école	ecole	noun	Duolingo
écoles	ecoles	noun	Duolingo
économie	economie	noun	Duolingo
économique	economique	adjective	Duolingo
économiques	economiques	adjective	Duolingo
économisé	economise	verb	Duolingo
économiser	economiser	verb	Duolingo
économisez	economisez	verb	Duolingo
économisons	economisons	verb	Duolingo
écosse	ecosse	proper noun	Duolingo
écoute	ecoute		Duolingo
écouté	ecoute	verb	Duolingo
écoutent	ecoutent	verb	Duolingo
écouter	ecouter	verb	Duolingo
écoutes	ecoutes	verb	Duolingo
écoutez	ecoutez	verb	Duolingo
écoutons	ecoutons	verb	Duolingo
écran	ecran	noun	Duolingo
écrire	ecrire		Duolingo
écrire	ecrire	verb	Duolingo
écris	ecris		Duolingo
écris	ecris	verb	Duolingo
écrit	ecrit	verb	Duolingo
écrivain	ecrivain	noun	Duolingo
écrivait	ecrivait	verb	Duolingo
écrivent	ecrivent	verb	Duolingo
écrivez	ecrivez		Duolingo
écrivez	ecrivez	verb	Duolingo
écrivions	ecrivions	verb	Duolingo
écrivons	ecrivons		Duolingo
écrivons	ecrivons	verb	Duolingo
éducation	education	noun	Duolingo
effectivement	effectivement	adverb	Duolingo
effet	effet	noun	Duolingo
effets	effets	noun	Duolingo
efficace	efficace	adjective	Duolingo
effort	effort	noun	Duolingo
efforts	efforts	noun	Duolingo
égal	egal	adjective	Duolingo
égale	egale	verb	Duolingo
également	egalement	adverb	Duolingo
égaux	egaux	adjective	Duolingo
église	eglise	noun	Duolingo
églises	eglises	noun	Duolingo
égypte	egypte	proper noun	Duolingo
élection	election	noun	Duolingo
électricité	electricite		Duolingo
électricité	electricite	noun	Duolingo
électrique	electrique	adjective	Duolingo
électriques	electriques	adjective	Duolingo
élément	element	noun	Duolingo
éléphant	elephant	noun	Duolingo
éléphants	elephants	noun	Duolingo
élève	eleve	noun	Duolingo
élèves	eleves	noun	Duolingo
elle	elle		Duolingo
elle	elle	pronoun	Duolingo
elles	elles		Duolingo
elles	elles	pronoun	Duolingo
elles sont	elles sont		Duolingo
élysée	elysee	proper noun	Duolingo
embauche	embauche	verb	Duolingo
embouteillage	embouteillage	noun	Duolingo
embouteillages	embouteillages	noun	Duolingo
embrasser	embrasser	verb	Duolingo
émission	emission	noun	Duolingo
emmener	emmener	verb	Duolingo
émotion	emotion	noun	Duolingo
émotions	emotions	noun	Duolingo
empêcher	empecher	verb	Duolingo
emploi	emploi	noun	Duolingo
emploie	emploie	verb	Duolingo
employé	employe	noun	Duolingo
employée	employee	noun	Duolingo
employés	employes	noun	Duolingo
emporter	emporter	verb	Duolingo
emprunté	emprunte	verb	Duolingo
emprunter	emprunter	verb	Duolingo
en	en		Duolingo
en	en	preposition	Duolingo
en	en	pronoun	Duolingo
en a	en a		Duolingo
en achète	en achete		Duolingo
en ai	en ai		Duolingo
en arrière	en arriere		Duolingo
en as	en as		Duolingo
en attente	en attente		Duolingo
en avance	en avance		Duolingo
en bas	en bas		Duolingo
en bas de	en bas de		Duolingo
en boîte	en boite		Duolingo
en boîte	en boite	adjective	Duolingo
en ce moment	en ce moment		Duolingo
en changer	en changer		Duolingo
en colère	en colere		Duolingo
en commun	en commun		Duolingo
en congé	en conge	noun	Duolingo
en cours	en cours		Duolingo
en danger	en danger		Duolingo
en dehors de	en dehors de		Duolingo
en dernier	en dernier		Duolingo
en désordre	en desordre		Duolingo
en dessert	en dessert		Duolingo
en dessous	en dessous	adverb	Duolingo
en direct	en direct		Duolingo
en effet	en effet		Duolingo
en entrée	en entree		Duolingo
en espèces	en especes		Duolingo
en est	en est		Duolingo
en face	en face		Duolingo
en faisant	en faisant		Duolingo
en fait	en fait		Duolingo
en famille	en famille		Duolingo
en feu	en feu		Duolingo
en forme	en forme		Duolingo
en général	en general		Duolingo
en haut	en haut		Duolingo
en haut de	en haut de		Duolingo
en jouant	en jouant		Duolingo
en libre-service	en libre-service		Duolingo
en ligne	en ligne		Duolingo
en mange	en mange		Duolingo
en même temps	en meme temps		Duolingo
en occupe	en occupe		Duolingo
en panne	en panne		Duolingo
en parlant	en parlant		Duolingo
en parle	en parle		Duolingo
en particulier	en particulier		Duolingo
en pause	en pause		Duolingo
en plein air	en plein air		Duolingo
en plus	en plus		Duolingo
en premier	en premier		Duolingo
en prépare	en prepare		Duolingo
en promotion	en promotion		Duolingo
en raison	en raison	preposition	Duolingo
en retard	en retard		Duolingo
en revanche	en revanche	conjunction	Duolingo
en secret	en secret		Duolingo
en tout	en tout		Duolingo
en train	en train		Duolingo
en train de	en train de		Duolingo
en urgence	en urgence		Duolingo
en utilisant	en utilisant		Duolingo
en vacances	en vacances		Duolingo
en vente	en vente		Duolingo
en veux	en veux		Duolingo
en ville	en ville		Duolingo
en voie de développement	en voie de developpement		Duolingo
en-dessous de	en-dessous de		Duolingo
enchanté	enchante		Duolingo
enchantée	enchantee	adjective	Duolingo
encore	encore		Duolingo
encore	encore	adverb	Duolingo
encore plus	encore plus		Duolingo
encore rien	encore rien		Duolingo
énergie	energie	noun	Duolingo
enfance	enfance	noun	Duolingo
enfant	enfant	noun	Duolingo
enfants	enfants	noun	Duolingo
enfer	enfer	noun	Duolingo
enfin	enfin	adverb	Duolingo
enfuis	enfuis	verb	Duolingo
enfuit	enfuit	verb	Duolingo
enfuyez	enfuyez	verb	Duolingo
enfuyons	enfuyons	verb	Duolingo
enlever	enlever	verb	Duolingo
ennemi	ennemi	noun	Duolingo
ennemie	ennemie	noun	Duolingo
ennemis	ennemis	noun	Duolingo
ennuyeuse	ennuyeuse	adjective	Duolingo
ennuyeux	ennuyeux	adjective	Duolingo
énorme	enorme	adjective	Duolingo
enseignant	enseignant	noun	Duolingo
enseignante	enseignante	noun	Duolingo
enseigne	enseigne	verb	Duolingo
enseignement	enseignement	noun	Duolingo
enseignement secondaire	enseignement secondaire		Duolingo
enseignons	enseignons	verb	Duolingo
ensemble	ensemble	adverb	Duolingo
ensuite	ensuite	adverb	Duolingo
entend	entend		Duolingo
entend	entend	verb	Duolingo
entendent	entendent		Duolingo
entendent	entendent	verb	Duolingo
entendez	entendez		Duolingo
entendez	entendez	verb	Duolingo
entendons	entendons		Duolingo
entendons	entendons	verb	Duolingo
entendre	entendre		Duolingo
entendre	entendre	verb	Duolingo
entends	entends		Duolingo
entends	entends	verb	Duolingo
entendu	entendu	verb	Duolingo
entendu parler	entendu parler		Duolingo
entier	entier	adjective	Duolingo
entière	entiere	adjective	Duolingo
entièrement	entierement	adverb	Duolingo
entraîner	entrainer	verb	Duolingo
entraîneur	entraineur	noun	Duolingo
entrant	entrant	verb	Duolingo
entre	entre	preposition	Duolingo
entre	entre	verb	Duolingo
entrée	entree	noun	Duolingo
entrées	entrees	noun	Duolingo
entreprise	entreprise	noun	Duolingo
entreprises	entreprises	noun	Duolingo
entrer	entrer	verb	Duolingo
entrés	entres	verb	Duolingo
entretien	entretien	noun	Duolingo
entrez	entrez	verb	Duolingo
entrons	entrons	verb	Duolingo
enveloppe	enveloppe	noun	Duolingo
enveloppes	enveloppes	noun	Duolingo
enverraient	enverraient	verb	Duolingo
enverrait	enverrait	verb	Duolingo
envers	envers	noun	Duolingo
envers	envers	preposition	Duolingo
envie	envie		Duolingo
envie	envie	noun	Duolingo
environ	environ	adverb	Duolingo
environnement	environnement	noun	Duolingo
envoie	envoie		Duolingo
envoie	envoie	verb	Duolingo
envoient	envoient	verb	Duolingo
envoies	envoies	verb	Duolingo
envoyé	envoye	verb	Duolingo
envoyer	envoyer		Duolingo
envoyer	envoyer	verb	Duolingo
envoyez	envoyez	verb	Duolingo
envoyons	envoyons	verb	Duolingo
épaule	epaule	noun	Duolingo
épice	epice	noun	Duolingo
épices	epices	noun	Duolingo
épinards	epinards	noun	Duolingo
épisode	episode	noun	Duolingo
épisodes	episodes	noun	Duolingo
éponge	eponge	noun	Duolingo
éponges	eponges	noun	Duolingo
époque	epoque	noun	Duolingo
équipe	equipe	noun	Duolingo
équipement	equipement	noun	Duolingo
équipes	equipes	noun	Duolingo
erreur	erreur	noun	Duolingo
erreurs	erreurs	noun	Duolingo
es	es	verb	Duolingo
es-tu	es-tu		Duolingo
escalade	escalade	noun	Duolingo
escalier	escalier	noun	Duolingo
escaliers	escaliers	noun	Duolingo
escargot	escargot	noun	Duolingo
escargots	escargots	noun	Duolingo
espace	espace	noun	Duolingo
espaces	espaces	noun	Duolingo
espagne	espagne	proper noun	Duolingo
espagnol	espagnol	adjective	Duolingo
espagnol	espagnol	noun	Duolingo
espagnole	espagnole	adjective	Duolingo
espagnoles	espagnoles	adjective	Duolingo
espagnols	espagnols	adjective	Duolingo
espèce	espece	noun	Duolingo
espèrent	esperent	verb	Duolingo
espérer	esperer	verb	Duolingo
espérons	esperons	verb	Duolingo
espoir	espoir	noun	Duolingo
esprit	esprit	noun	Duolingo
essai	essai	noun	Duolingo
essaie	essaie	verb	Duolingo
essaies	essaies	verb	Duolingo
essayé	essaye		Duolingo
essayer	essayer	verb	Duolingo
essence	essence	noun	Duolingo
est	est	noun	Duolingo
est	est	verb	Duolingo
est-ce qu'	est-ce qu'		Duolingo
est-ce que	est-ce que		Duolingo
est-elle	est-elle		Duolingo
est-il	est-il		Duolingo
estomac	estomac	noun	Duolingo
et	et	conjunction	Duolingo
et alors	et alors		Duolingo
et demi	et demi		Duolingo
et demie	et demie		Duolingo
et en plus	et en plus		Duolingo
et onze	et onze		Duolingo
et un	et un		Duolingo
étage	etage	noun	Duolingo
étagère	etagere	noun	Duolingo
étages	etages	noun	Duolingo
étaient	etaient	verb	Duolingo
étais	etais	verb	Duolingo
était	etait	verb	Duolingo
étant	etant	verb	Duolingo
étape	etape	noun	Duolingo
étapes	etapes	noun	Duolingo
état	etat	noun	Duolingo
états-unis	etats-unis		Duolingo
états-unis	etats-unis	proper noun	Duolingo
été	ete	noun	Duolingo
été	ete	verb	Duolingo
éteignent	eteignent	verb	Duolingo
éteignez	eteignez	verb	Duolingo
éteindraient	eteindraient	verb	Duolingo
éteindrait	eteindrait	verb	Duolingo
éteindre	eteindre	verb	Duolingo
éteins	eteins	verb	Duolingo
éteint	eteint	verb	Duolingo
êtes	etes	verb	Duolingo
êtes-vous	etes-vous		Duolingo
étiez	etiez	verb	Duolingo
étions	etions	verb	Duolingo
étoile	etoile	noun	Duolingo
étrange	etrange	adjective	Duolingo
étranger	etranger	adjective	Duolingo
étrangère	etrangere	adjective	Duolingo
étrangères	etrangeres	adjective	Duolingo
étrangers	etrangers	adjective	Duolingo
être	etre	verb	Duolingo
étroit	etroit	adjective	Duolingo
étroite	etroite	adjective	Duolingo
étroits	etroits	adjective	Duolingo
étude	etude	noun	Duolingo
études	etudes	noun	Duolingo
étudiais	etudiais	verb	Duolingo
étudiant	etudiant	noun	Duolingo
étudiante	etudiante	noun	Duolingo
étudiantes	etudiantes	noun	Duolingo
étudiants	etudiants	noun	Duolingo
étudié	etudie	verb	Duolingo
étudient	etudient		Duolingo
étudient	etudient	verb	Duolingo
étudier	etudier	verb	Duolingo
étudies	etudies	verb	Duolingo
étudiez	etudiez		Duolingo
étudiez	etudiez	verb	Duolingo
étudiez-vous	etudiez-vous		Duolingo
étudions	etudions	verb	Duolingo
eu	eu	verb	Duolingo
euro	euro	noun	Duolingo
europe	europe	proper noun	Duolingo
européen	europeen	adjective	Duolingo
européenne	europeenne	adjective	Duolingo
européennes	europeennes	adjective	Duolingo
européens	europeens	adjective	Duolingo
européens	europeens	noun	Duolingo
euros	euros	noun	Duolingo
eux	eux	pronoun	Duolingo
événement	evenement	noun	Duolingo
événements	evenements	noun	Duolingo
évidemment	evidemment	adverb	Duolingo
éviter	eviter	verb	Duolingo
évolution	evolution	noun	Duolingo
ex	ex	noun	Duolingo
exact	exact	adjective	Duolingo
exactement	exactement	adverb	Duolingo
examen	examen	noun	Duolingo
examens	examens	noun	Duolingo
excellent	excellent	adjective	Duolingo
excellente	excellente	adjective	Duolingo
excellentes	excellentes	adjective	Duolingo
excursion	excursion	noun	Duolingo
excursions	excursions	noun	Duolingo
excuse	excuse	verb	Duolingo
excuse-moi	excuse-moi		Duolingo
excuses	excuses	noun	Duolingo
excusez	excusez	verb	Duolingo
excusez-moi	excusez-moi		Duolingo
exemple	exemple	noun	Duolingo
exemples	exemples	noun	Duolingo
exercice	exercice	noun	Duolingo
exercices	exercices	noun	Duolingo
existe	existe	verb	Duolingo
expérience	experience	noun	Duolingo
expériences	experiences	noun	Duolingo
explication	explication	noun	Duolingo
explique	explique		Duolingo
explique	explique	verb	Duolingo
expliquer	expliquer	verb	Duolingo
expliques	expliques	verb	Duolingo
expliquez	expliquez	verb	Duolingo
expliquons	expliquons	verb	Duolingo
exprès	expres	adverb	Duolingo
extérieur	exterieur	adjective	Duolingo
extérieur	exterieur	noun	Duolingo
extraordinaire	extraordinaire	adjective	Duolingo
extrême	extreme	adjective	Duolingo
extrêmement	extremement	adverb	Duolingo
face	face	noun	Duolingo
facile	facile	adjective	Duolingo
facilement	facilement	adverb	Duolingo
façon	facon	noun	Duolingo
facture	facture	noun	Duolingo
faible	faible	adjective	Duolingo
faim	faim	noun	Duolingo
faire	faire	verb	Duolingo
faire de la plongée	faire de la plongee		Duolingo
faire du ski	faire du ski		Duolingo
faire mal	faire mal		Duolingo
faire plaisir	faire plaisir		Duolingo
faire plaisir à	faire plaisir a		Duolingo
faire un voyage	faire un voyage		Duolingo
faire-part	faire-part	noun	Duolingo
fais	fais	verb	Duolingo
fais-tu	fais-tu		Duolingo
faisaient	faisaient	verb	Duolingo
faisais	faisais	verb	Duolingo
faisait	faisait		Duolingo
faisait	faisait	verb	Duolingo
faisant	faisant	verb	Duolingo
faisiez	faisiez	verb	Duolingo
faisons	faisons	verb	Duolingo
fait	fait		Duolingo
fait	fait	noun	Duolingo
fait	fait	verb	Duolingo
fait mal	fait mal		Duolingo
fait tomber	fait tomber		Duolingo
fait-il	fait-il		Duolingo
faites	faites	verb	Duolingo
faites-vous	faites-vous		Duolingo
faits	faits	noun	Duolingo
fallait	fallait	verb	Duolingo
falloir	falloir	verb	Duolingo
famille	famille	noun	Duolingo
familles	familles	noun	Duolingo
fantômes	fantomes	noun	Duolingo
farine	farine	noun	Duolingo
fasse	fasse	verb	Duolingo
fassiez	fassiez	verb	Duolingo
fatigué	fatigue	adjective	Duolingo
fatigue	fatigue	noun	Duolingo
fatiguée	fatiguee	adjective	Duolingo
fatiguées	fatiguees	adjective	Duolingo
fatigués	fatigues	adjective	Duolingo
faudra	faudra	verb	Duolingo
faudrait	faudrait	verb	Duolingo
fausse	fausse	adjective	Duolingo
faut	faut		Duolingo
faut	faut	verb	Duolingo
faute	faute	noun	Duolingo
faute	faute	preposition	Duolingo
fauteuil	fauteuil	noun	Duolingo
fauteuil roulant	fauteuil roulant		Duolingo
faux	faux	adjective	Duolingo
félicitations	felicitations	interjection	Duolingo
femme	femme		Duolingo
femme	femme	noun	Duolingo
femme de ménage	femme de menage		Duolingo
femmes	femmes	noun	Duolingo
fenêtre	fenetre	noun	Duolingo
fenêtres	fenetres	noun	Duolingo
fer	fer	noun	Duolingo
fera	fera	verb	Duolingo
ferai	ferai	verb	Duolingo
feraient	feraient	verb	Duolingo
ferais	ferais	verb	Duolingo
ferait	ferait	verb	Duolingo
feras	feras	verb	Duolingo
fermé	ferme	adjective	Duolingo
ferme	ferme	verb	Duolingo
fermée	fermee	adjective	Duolingo
fermer	fermer	verb	Duolingo
fermés	fermes	verb	Duolingo
fermions	fermions	verb	Duolingo
fermons	fermons	verb	Duolingo
feront	feront	verb	Duolingo
fête	fete	noun	Duolingo
fêter	feter	verb	Duolingo
fêtes	fetes	noun	Duolingo
fêtes	fetes	verb	Duolingo
feu	feu	noun	Duolingo
feuille	feuille	noun	Duolingo
feuilles	feuilles	noun	Duolingo
février	fevrier	noun	Duolingo
fièvre	fievre	noun	Duolingo
fil	fil	noun	Duolingo
filer	filer	verb	Duolingo
fille	fille		Duolingo
fille	fille	noun	Duolingo
filles	filles		Duolingo
filles	filles	noun	Duolingo
film	film	noun	Duolingo
films	films	noun	Duolingo
fils	fils	noun	Duolingo
fin	fin	adjective	Duolingo
fin	fin	noun	Duolingo
final	final	adjective	Duolingo
finalement	finalement	adverb	Duolingo
fine	fine	adjective	Duolingo
fini	fini	verb	Duolingo
finir	finir	verb	Duolingo
finira	finira	verb	Duolingo
finirons	finirons	verb	Duolingo
finiront	finiront	verb	Duolingo
finis	finis	verb	Duolingo
finissent	finissent	verb	Duolingo
finissez	finissez	verb	Duolingo
finissons	finissons	verb	Duolingo
finit	finit	verb	Duolingo
fixe	fixe	adjective	Duolingo
fleur	fleur	noun	Duolingo
fleurs	fleurs	noun	Duolingo
fleuve	fleuve	noun	Duolingo
foi	foi	noun	Duolingo
fois	fois	noun	Duolingo
folie	folie	noun	Duolingo
folies	folies	noun	Duolingo
folle	folle	adjective	Duolingo
fonction	fonction	noun	Duolingo
fonctionner	fonctionner	verb	Duolingo
fond	fond	noun	Duolingo
fondre	fondre	verb	Duolingo
font	font	verb	Duolingo
foot	foot	noun	Duolingo
football	football	noun	Duolingo
football américain	football americain		Duolingo
force	force	noun	Duolingo
forces	forces	noun	Duolingo
forêt	foret	noun	Duolingo
formation	formation	noun	Duolingo
forme	forme	noun	Duolingo
formulaire	formulaire	noun	Duolingo
formulaires	formulaires	noun	Duolingo
formule	formule	noun	Duolingo
fort	fort	adjective	Duolingo
fort	fort	adverb	Duolingo
forte	forte	adjective	Duolingo
fortement	fortement	adverb	Duolingo
forts	forts	adjective	Duolingo
fortune	fortune	noun	Duolingo
fou	fou	adjective	Duolingo
foule	foule	noun	Duolingo
four	four	noun	Duolingo
fourchette	fourchette	noun	Duolingo
fourchettes	fourchettes	noun	Duolingo
fourmi	fourmi	noun	Duolingo
fragile	fragile	adjective	Duolingo
fragiles	fragiles	adjective	Duolingo
fraîche	fraiche	adjective	Duolingo
fraîches	fraiches	adjective	Duolingo
frais	frais	adjective	Duolingo
frais	frais	noun	Duolingo
fraise	fraise	noun	Duolingo
fraises	fraises	noun	Duolingo
franc	franc	adjective	Duolingo
français	francais	adjective	Duolingo
français	francais	noun	Duolingo
française	francaise	adjective	Duolingo
françaises	francaises	adjective	Duolingo
france	france	proper noun	Duolingo
franchement	franchement	adverb	Duolingo
francophone	francophone	adjective	Duolingo
francophones	francophones	adjective	Duolingo
frappé	frappe		Duolingo
frappé	frappe	verb	Duolingo
frapper	frapper	verb	Duolingo
freine	freine	verb	Duolingo
freiner	freiner	verb	Duolingo
fréquemment	frequemment	adverb	Duolingo
frère	frere	noun	Duolingo
frères	freres	noun	Duolingo
frire	frire	verb	Duolingo
frites	frites	noun	Duolingo
froid	froid		Duolingo
froid	froid	adjective	Duolingo
froid	froid	adverb	Duolingo
froide	froide	adjective	Duolingo
froids	froids	adjective	Duolingo
fromage	fromage	noun	Duolingo
front	front	noun	Duolingo
frontière	frontiere	noun	Duolingo
fruits	fruits	noun	Duolingo
fruits de mer	fruits de mer		Duolingo
fumée	fumee	noun	Duolingo
fumer	fumer	verb	Duolingo
funérailles	funerailles	noun	Duolingo
furieuse	furieuse	adjective	Duolingo
furieux	furieux	adjective	Duolingo
futur	futur	adjective	Duolingo
futur	futur	noun	Duolingo
gagné	gagne		Duolingo
gagne	gagne	verb	Duolingo
gagner	gagner	verb	Duolingo
gagnes	gagnes	verb	Duolingo
gagnons	gagnons	verb	Duolingo
gant	gant	noun	Duolingo
gants	gants	noun	Duolingo
garage	garage	noun	Duolingo
garant	garant	verb	Duolingo
garçon	garcon	noun	Duolingo
garçons	garcons	noun	Duolingo
garde	garde	verb	Duolingo
garder	garder	verb	Duolingo
gare	gare	noun	Duolingo
garé	gare	verb	Duolingo
gare-toi	gare-toi		Duolingo
garée	garee	verb	Duolingo
garer	garer		Duolingo
gares	gares	noun	Duolingo
garés	gares	verb	Duolingo
garez	garez	verb	Duolingo
garonne	garonne	proper noun	Duolingo
garons	garons	verb	Duolingo
garons-nous	garons-nous		Duolingo
gâteau	gateau		Duolingo
gâteau	gateau	noun	Duolingo
gâteaux	gateaux	noun	Duolingo
gauche	gauche	noun	Duolingo
gauches	gauches	adjective	Duolingo
gaule	gaule	proper noun	Duolingo
gaz	gaz	noun	Duolingo
gazeuse	gazeuse	adjective	Duolingo
gèle	gele	verb	Duolingo
geler	geler	verb	Duolingo
gêné	gene	adjective	Duolingo
général	general	adjective	Duolingo
généralement	generalement	adverb	Duolingo
génération	generation	noun	Duolingo
genève	geneve	proper noun	Duolingo
génial	genial	adjective	Duolingo
géniales	geniales	adjective	Duolingo
géniaux	geniaux	adjective	Duolingo
génie	genie	noun	Duolingo
genoux	genoux	noun	Duolingo
genre	genre		Duolingo
genre	genre	noun	Duolingo
gens	gens	noun	Duolingo
gentil	gentil	adjective	Duolingo
gentille	gentille	adjective	Duolingo
gentilles	gentilles	adjective	Duolingo
gentils	gentils	adjective	Duolingo
géographie	geographie	noun	Duolingo
gérant	gerant	noun	Duolingo
gérante	gerante	noun	Duolingo
gestion	gestion	noun	Duolingo
glace	glace	noun	Duolingo
glaces	glaces	noun	Duolingo
glaçons	glacons	noun	Duolingo
glisser	glisser	verb	Duolingo
golf	golf	noun	Duolingo
gomme	gomme	noun	Duolingo
gommes	gommes	noun	Duolingo
gorge	gorge	noun	Duolingo
goût	gout	noun	Duolingo
goûte	goute	verb	Duolingo
goûter	gouter	verb	Duolingo
gouvernement	gouvernement	noun	Duolingo
gouvernements	gouvernements	noun	Duolingo
gps	gps	noun	Duolingo
grâce	grace	noun	Duolingo
grâce à	grace a		Duolingo
graines	graines	noun	Duolingo
grammaire	grammaire	noun	Duolingo
