learnable	normalized	partOfSpeech	source
aveți	aveti		Duolingo
băiat	baiat		Duolingo
băiatul	baiatul		Duolingo
băieți	baieti		Duolingo
băieții	baietii		Duolingo
balenă	balena		Duolingo
balenele	balenele		Duolingo
banană	banana		Duolingo
banane	banane		Duolingo
bananele	bananele		Duolingo
bărbat	barbat		Duolingo
bărbați	barbati		Duolingo
bărbații	barbatii		Duolingo
bărbatul	barbatul		Duolingo
bătrână	batrana		Duolingo
bea	bea		Duolingo
beau	beau		Duolingo
bei	bei		Duolingo
bem	bem		Duolingo
bere	bere		Duolingo
beri	beri		Duolingo
beți	beti		Duolingo
bogată	bogata		Duolingo
bogate	bogate		Duolingo
bogați	bogati		Duolingo
boi	boi		Duolingo
boii	boii		Duolingo
bou	bou		Duolingo
brânza	branza		Duolingo
broască țestoasă	broasca testoasa		Duolingo
bucătărie	bucatarie		Duolingo
bucătăriile	bucatariile		Duolingo
bufniță	bufnita		Duolingo
bufnițe	bufnite		Duolingo
bun	bun		Duolingo
bun venit	bun venit		Duolingo
bună	buna		Duolingo
bune	bune		Duolingo
cacao	cacao		Duolingo
cafea	cafea		Duolingo
cafeaua	cafeaua		Duolingo
cafele	cafele		Duolingo
cai	cai		Duolingo
caii	caii		Duolingo
câine	caine		Duolingo
câinele	cainele		Duolingo
câini	caini		Duolingo
câinii	cainii		Duolingo
caisa	caisa		Duolingo
caise	caise		Duolingo
cal	cal		Duolingo
cald	cald		Duolingo
caldă	calda		Duolingo
calde	calde		Duolingo
calul	calul		Duolingo
canar	canar		Duolingo
canari	canari		Duolingo
canarii	canarii		Duolingo
canarul	canarul		Duolingo
cantitate	cantitate		Duolingo
cantități	cantitati		Duolingo
capră	capra		Duolingo
căpșuna	capsuna		Duolingo
carne	carne		Duolingo
carte	carte		Duolingo
cartea	cartea		Duolingo
cărți	carti		Duolingo
cărțile	cartile		Duolingo
cartof	cartof		Duolingo
cartofi	cartofi		Duolingo
cartofii	cartofii		Duolingo
cartoful	cartoful		Duolingo
castravete	castravete		Duolingo
castravetele	castravetele		Duolingo
castraveți	castraveti		Duolingo
castraveții	castravetii		Duolingo
căței	catei		Duolingo
cățel	catel		Duolingo
câteva	cateva		Duolingo
ceai	ceai		Duolingo
ceaiul	ceaiul		Duolingo
ceaiuri	ceaiuri		Duolingo
ceapă	ceapa		Duolingo
ceașcă	ceasca		Duolingo
cepe	cepe		Duolingo
cepele	cepele		Duolingo
cina	cina		Duolingo
cinci	cinci		Duolingo
cincisprezece	cincisprezece		Duolingo
cincizeci	cincizeci		Duolingo
ciocolată	ciocolata		Duolingo
citesc	citesc		Duolingo
citește	citeste		Duolingo
citești	citesti		Duolingo
citim	citim		Duolingo
citiți	cititi		Duolingo
clătita	clatita		Duolingo
clătite	clatite		Duolingo
coaptă	coapta		Duolingo
coapte	coapte		Duolingo
cocoș	cocos		Duolingo
cocoși	cocosi		Duolingo
cocoșii	cocosii		Duolingo
cocoșul	cocosul		Duolingo
conopidă	conopida		Duolingo
copii	copii		Duolingo
copiii	copiii		Duolingo
copil	copil		Duolingo
copilul	copilul		Duolingo
copt	copt		Duolingo
cristian	cristian		Duolingo
cu	cu		Duolingo
cumsecade	cumsecade		Duolingo
cuptoarele	cuptoarele		Duolingo
cuptor	cuptor		Duolingo
cuptorul	cuptorul		Duolingo
curând	curand		Duolingo
curat	curat		Duolingo
curați	curati		Duolingo
curcan	curcan		Duolingo
curcanii	curcanii		Duolingo
curcanul	curcanul		Duolingo
cuțit	cutit		Duolingo
cuțite	cutite		Duolingo
cuțitul	cutitul		Duolingo
da	da		Duolingo
daniel	daniel		Duolingo
de	de		Duolingo
delfin	delfin		Duolingo
delfinii	delfinii		Duolingo
delfinul	delfinul		Duolingo
desert	desert		Duolingo
desertul	desertul		Duolingo
deserturi	deserturi		Duolingo
deserturile	deserturile		Duolingo
deșteaptă	desteapta		Duolingo
deștept	destept		Duolingo
deștepte	destepte		Duolingo
deștepți	destepti		Duolingo
destul	destul		Duolingo
dimineața	dimineata		Duolingo
dimineți	dimineti		Duolingo
doi	doi		Duolingo
doisprezece	doisprezece		Duolingo
două	doua		Duolingo
douăsprezece	douasprezece		Duolingo
douăzeci	douazeci		Duolingo
dulce	dulce		Duolingo
dulci	dulci		Duolingo
duolingo	duolingo		Duolingo
e	e		Duolingo
ea	ea		Duolingo
eficace	eficace		Duolingo
ei	ei		Duolingo
el	el		Duolingo
ele	ele		Duolingo
elefant	elefant		Duolingo
elefanții	elefantii		Duolingo
elefantul	elefantul		Duolingo
engleza	engleza		Duolingo
englezesc	englezesc		Duolingo
englezești	englezesti		Duolingo
este	este		Duolingo
ești	esti		Duolingo
eu	eu		Duolingo
farfurie	farfurie		Duolingo
farfurii	farfurii		Duolingo
farfuriile	farfuriile		Duolingo
fata	fata		Duolingo
femei	femei		Duolingo
femeia	femeia		Duolingo
femeie	femeie		Duolingo
femeile	femeile		Duolingo
fermecătoare	fermecatoare		Duolingo
fermecători	fermecatori		Duolingo
fete	fete		Duolingo
fetele	fetele		Duolingo
fiartă	fiarta		Duolingo
fierte	fierte		Duolingo
fluture	fluture		Duolingo
fluturele	fluturele		Duolingo
fluturii	fluturii		Duolingo
focă	foca		Duolingo
frigider	frigider		Duolingo
frigidere	frigidere		Duolingo
frigiderele	frigiderele		Duolingo
frigiderul	frigiderul		Duolingo
friptura	friptura		Duolingo
fripturi	fripturi		Duolingo
fruct	fruct		Duolingo
fructe	fructe		Duolingo
fructele	fructele		Duolingo
fructul	fructul		Duolingo
frumoase	frumoase		Duolingo
frumos	frumos		Duolingo
frumoși	frumosi		Duolingo
furculiță	furculita		Duolingo
găina	gaina		Duolingo
găini	gaini		Duolingo
găinile	gainile		Duolingo
gâsca	gasca		Duolingo
gâște	gaste		Duolingo
george	george		Duolingo
goală	goala		Duolingo
goi	goi		Duolingo
gras	gras		Duolingo
grasă	grasa		Duolingo
grași	grasi		Duolingo
grei	grei		Duolingo
greu	greu		Duolingo
hamster	hamster		Duolingo
hamsteri	hamsteri		Duolingo
hamsterul	hamsterul		Duolingo
iaurt	iaurt		Duolingo
iaurtul	iaurtul		Duolingo
iaurturi	iaurturi		Duolingo
ieftină	ieftina		Duolingo
ieftine	ieftine		Duolingo
ieftini	ieftini		Duolingo
iepure	iepure		Duolingo
iepuri	iepuri		Duolingo
înalt	inalt		Duolingo
înaltă	inalta		Duolingo
înalte	inalte		Duolingo
înalți	inalti		Duolingo
încete	incete		Duolingo
înceți	inceti		Duolingo
înghețată	inghetata		Duolingo
insectă	insecta		Duolingo
insecte	insecte		Duolingo
insectele	insectele		Duolingo
ioana	ioana		Duolingo
iute	iute		Duolingo
iuți	iuti		Duolingo
jumătate	jumatate		Duolingo
jumătăți	jumatati		Duolingo
jumătățile	jumatatile		Duolingo
la	la		Duolingo
lămâi	lamai		Duolingo
lămâia	lamaia		Duolingo
lămâie	lamaie		Duolingo
lapte	lapte		Duolingo
laptele	laptele		Duolingo
largă	larga		Duolingo
largi	largi		Duolingo
leguma	leguma		Duolingo
legume	legume		Duolingo
legumele	legumele		Duolingo
lei	lei		Duolingo
leii	leii		Duolingo
leu	leu		Duolingo
leul	leul		Duolingo
liliac	liliac		Duolingo
liliacul	liliacul		Duolingo
liliecii	liliecii		Duolingo
limba	limba		Duolingo
limbile	limbile		Duolingo
lingură	lingura		Duolingo
linguri	linguri		Duolingo
linguriță	lingurita		Duolingo
lor	lor		Duolingo
lui	lui		Duolingo
lung	lung		Duolingo
lungă	lunga		Duolingo
lup	lup		Duolingo
lupi	lupi		Duolingo
lupii	lupii		Duolingo
lupul	lupul		Duolingo
măgar	magar		Duolingo
măgari	magari		Duolingo
măgarii	magarii		Duolingo
măgarul	magarul		Duolingo
maioneză	maioneza		Duolingo
majoritate	majoritate		Duolingo
majoritatea	majoritatea		Duolingo
mănânc	mananc		Duolingo
mănâncă	mananca		Duolingo
mănânci	mananci		Duolingo
mâncăm	mancam		Duolingo
mâncați	mancati		Duolingo
mandarină	mandarina		Duolingo
mandarine	mandarine		Duolingo
mândră	mandra		Duolingo
mândre	mandre		Duolingo
mândri	mandri		Duolingo
măr	mar		Duolingo
mare	mare		Duolingo
mari	mari		Duolingo
maria	maria		Duolingo
mărul	marul		Duolingo
masă	masa		Duolingo
mea	mea		Duolingo
mei	mei		Duolingo
mele	mele		Duolingo
meniu	meniu		Duolingo
meniul	meniul		Duolingo
meniuri	meniuri		Duolingo
mere	mere		Duolingo
merele	merele		Duolingo
mersi	mersi		Duolingo
mesaj	mesaj		Duolingo
mesaje	mesaje		Duolingo
mesajul	mesajul		Duolingo
mese	mese		Duolingo
mesele	mesele		Duolingo
metri	metri		Duolingo
metru	metru		Duolingo
meu	meu		Duolingo
mic	mic		Duolingo
mică	mica		Duolingo
micul dejun	micul dejun		Duolingo
mie	mie		Duolingo
mieii	mieii		Duolingo
miel	miel		Duolingo
miere	miere		Duolingo
mihai	mihai		Duolingo
mii	mii		Duolingo
milioane	milioane		Duolingo
milioanele	milioanele		Duolingo
milion	milion		Duolingo
moale	moale		Duolingo
moi	moi		Duolingo
morcov	morcov		Duolingo
morcovi	morcovi		Duolingo
morcovii	morcovii		Duolingo
morcovul	morcovul		Duolingo
mult	mult		Duolingo
multă	multa		Duolingo
mulți	multi		Duolingo
mulțumesc	multumesc		Duolingo
murdar	murdar		Duolingo
murdare	murdare		Duolingo
murdari	murdari		Duolingo
muștar	mustar		Duolingo
muștarul	mustarul		Duolingo
noapte	noapte		Duolingo
noastră	noastra		Duolingo
noastre	noastre		Duolingo
noi	noi		Duolingo
nopțile	noptile		Duolingo
noștri	nostri		Duolingo
nostru	nostru		Duolingo
nou	nou		Duolingo
nouă	noua		Duolingo
nouăsprezece	nouasprezece		Duolingo
nouăzeci	nouazeci		Duolingo
nu	nu		Duolingo
număr	numar		Duolingo
numerele	numerele		Duolingo
o	o		Duolingo
oaia	oaia		Duolingo
oaie	oaie		Duolingo
opt	opt		Duolingo
optsprezece	optsprezece		Duolingo
optzeci	optzeci		Duolingo
orez	orez		Duolingo
orezul	orezul		Duolingo
oțet	otet		Duolingo
oțetul	otetul		Duolingo
ou	ou		Duolingo
ouă	oua		Duolingo
pa	pa		Duolingo
pahar	pahar		Duolingo
pahare	pahare		Duolingo
paharele	paharele		Duolingo
paharul	paharul		Duolingo
păianjen	paianjen		Duolingo
păianjeni	paianjeni		Duolingo
păianjenii	paianjenii		Duolingo
pâine	paine		Duolingo
pâinea	painea		Duolingo
pâini	paini		Duolingo
paisprezece	paisprezece		Duolingo
papagal	papagal		Duolingo
papagali	papagali		Duolingo
papagalii	papagalii		Duolingo
pară	para		Duolingo
pardon	pardon		Duolingo
pasăre	pasare		Duolingo
pasărea	pasarea		Duolingo
păsări	pasari		Duolingo
păsările	pasarile		Duolingo
patru	patru		Duolingo
patruzeci	patruzeci		Duolingo
pe	pe		Duolingo
pere	pere		Duolingo
pește	peste		Duolingo
peștele	pestele		Duolingo
pești	pesti		Duolingo
peștii	pestii		Duolingo
piersică	piersica		Duolingo
piersici	piersici		Duolingo
pinguin	pinguin		Duolingo
pinguinul	pinguinul		Duolingo
piper	piper		Duolingo
piperul	piperul		Duolingo
pisică	pisica		Duolingo
pisici	pisici		Duolingo
pisicile	pisicile		Duolingo
plăcere	placere		Duolingo
plăcinta	placinta		Duolingo
plăcinte	placinte		Duolingo
plină	plina		Duolingo
pline	pline		Duolingo
plini	plini		Duolingo
poftă	pofta		Duolingo
porc	porc		Duolingo
porci	porci		Duolingo
porcii	porcii		Duolingo
porcul	porcul		Duolingo
portocala	portocala		Duolingo
portocale	portocale		Duolingo
portocalele	portocalele		Duolingo
prăjit	prajit		Duolingo
prăjită	prajita		Duolingo
prăjitură	prajitura		Duolingo
prăjituri	prajituri		Duolingo
prăjiturile	prajiturile		Duolingo
prânz	pranz		Duolingo
prânzul	pranzul		Duolingo
prânzuri	pranzuri		Duolingo
proaspăt	proaspat		Duolingo
proaspeți	proaspeti		Duolingo
pruna	pruna		Duolingo
prune	prune		Duolingo
pui	pui		Duolingo
puii	puii		Duolingo
puiul	puiul		Duolingo
purceii	purceii		Duolingo
purcel	purcel		Duolingo
puternic	puternic		Duolingo
puternică	puternica		Duolingo
puternice	puternice		Duolingo
puternici	puternici		Duolingo
puțin	putin		Duolingo
puțină	putina		Duolingo
puține	putine		Duolingo
răi	rai		Duolingo
rapide	rapide		Duolingo
rapizi	rapizi		Duolingo
rața	rata		Duolingo
rațe	rate		Duolingo
rațele	ratele		Duolingo
rea	rea		Duolingo
rece	rece		Duolingo
rechin	rechin		Duolingo
rechini	rechini		Duolingo
rechinii	rechinii		Duolingo
rechinul	rechinul		Duolingo
reci	reci		Duolingo
rele	rele		Duolingo
revedere	revedere		Duolingo
ridiche	ridiche		Duolingo
rog	rog		Duolingo
română	romana		Duolingo
românească	romaneasca		Duolingo
românești	romanesti		Duolingo
roșia	rosia		Duolingo
roșie	rosie		Duolingo
roșii	rosii		Duolingo
roșiile	rosiile		Duolingo
rugăm	rugam		Duolingo
sa	sa		Duolingo
săi	sai		Duolingo
șaisprezece	saisprezece		Duolingo
șaizeci	saizeci		Duolingo
salata	salata		Duolingo
salatele	salatele		Duolingo
sale	sale		Duolingo
salut	salut		Duolingo
sandvici	sandvici		Duolingo
sandviciul	sandviciul		Duolingo
sandviciuri	sandviciuri		Duolingo
șapte	sapte		Duolingo
șaptesprezece	saptesprezece		Duolingo
șaptezeci	saptezeci		Duolingo
săracă	saraca		Duolingo
sărace	sarace		Duolingo
săraci	saraci		Duolingo
sărat	sarat		Duolingo
sărată	sarata		Duolingo
sărați	sarati		Duolingo
sare	sare		Duolingo
sarea	sarea		Duolingo
șarpe	sarpe		Duolingo
șase	sase		Duolingo
sau	sau		Duolingo
scrie	scrie		Duolingo
scriem	scriem		Duolingo
scrieți	scrieti		Duolingo
scrii	scrii		Duolingo
scrisoare	scrisoare		Duolingo
scrisoarea	scrisoarea		Duolingo
scrisori	scrisori		Duolingo
scrisorile	scrisorile		Duolingo
scriu	scriu		Duolingo
scump	scump		Duolingo
scumpă	scumpa		Duolingo
scumpe	scumpe		Duolingo
scumpi	scumpi		Duolingo
scund	scund		Duolingo
scundă	scunda		Duolingo
scunde	scunde		Duolingo
scunzi	scunzi		Duolingo
scuze	scuze		Duolingo
seara	seara		Duolingo
seri	seri		Duolingo
șerpii	serpii		Duolingo
șervețel	servetel		Duolingo
și	si		Duolingo
slabă	slaba		Duolingo
slabe	slabe		Duolingo
slabi	slabi		Duolingo
șnițel	snitel		Duolingo
șnițele	snitele		Duolingo
șoarece	soarece		Duolingo
șoarecele	soarecele		Duolingo
sticlă	sticla		Duolingo
sticle	sticle		Duolingo
strugure	strugure		Duolingo
strugurele	strugurele		Duolingo
struguri	struguri		Duolingo
strugurii	strugurii		Duolingo
subțire	subtire		Duolingo
subțiri	subtiri		Duolingo
suc	suc		Duolingo
sucul	sucul		Duolingo
sucuri	sucuri		Duolingo
sumă	suma		Duolingo
sunt	sunt		Duolingo
suntem	suntem		Duolingo
sunteți	sunteti		Duolingo
supă	supa		Duolingo
supe	supe		Duolingo
supele	supele		Duolingo
sută	suta		Duolingo
sute	sute		Duolingo
ta	ta		Duolingo
tăi	tai		Duolingo
tale	tale		Duolingo
tânăr	tanar		Duolingo
tânără	tanara		Duolingo
țânțar	tantar		Duolingo
țânțari	tantari		Duolingo
țânțarii	tantarii		Duolingo
tare	tare		Duolingo
tari	tari		Duolingo
tău	tau		Duolingo
taur	taur		Duolingo
tauri	tauri		Duolingo
taurii	taurii		Duolingo
taurul	taurul		Duolingo
te	te		Duolingo
tinere	tinere		Duolingo
tort	tort		Duolingo
tortul	tortul		Duolingo
torturi	torturi		Duolingo
totalul	totalul		Duolingo
trei	trei		Duolingo
treisprezece	treisprezece		Duolingo
treizeci	treizeci		Duolingo
tu	tu		Duolingo
ud	ud		Duolingo
udă	uda		Duolingo
ulei	ulei		Duolingo
uleiul	uleiul		Duolingo
un	un		Duolingo
una	una		Duolingo
unsprezece	unsprezece		Duolingo
unt	unt		Duolingo
untul	untul		Duolingo
unu	unu		Duolingo
urât	urat		Duolingo
urâtă	urata		Duolingo
urâți	urati		Duolingo
urs	urs		Duolingo
urși	ursi		Duolingo
urșii	ursii		Duolingo
ursul	ursul		Duolingo
uscat	uscat		Duolingo
uscată	uscata		Duolingo
uscați	uscati		Duolingo
ușoară	usoara		Duolingo
ușoare	usoare		Duolingo
ușor	usor		Duolingo
usturoi	usturoi		Duolingo
usturoii	usturoii		Duolingo
uzi	uzi		Duolingo
vă	va		Duolingo
vaca	vaca		Duolingo
vaci	vaci		Duolingo
vacile	vacile		Duolingo
vânătă	vanata		Duolingo
varză	varza		Duolingo
veche	veche		Duolingo
vechi	vechi		Duolingo
verze	verze		Duolingo
vie	vie		Duolingo
vii	vii		Duolingo
vin	vin		Duolingo
vinetele	vinetele		Duolingo
vinuri	vinuri		Duolingo
vită	vita		Duolingo
vițel	vitel		Duolingo
voastră	voastra		Duolingo
voastre	voastre		Duolingo
voi	voi		Duolingo
vorbesc	vorbesc		Duolingo
vorbește	vorbeste		Duolingo
vorbești	vorbesti		Duolingo
vorbim	vorbim		Duolingo
vorbiți	vorbiti		Duolingo
voștri	vostri		Duolingo
vostru	vostru		Duolingo
vultur	vultur		Duolingo
vulturi	vulturi		Duolingo
vulturii	vulturii		Duolingo
vulturul	vulturul		Duolingo
zahăr	zahar		Duolingo
zahărul	zaharul		Duolingo
zece	zece		Duolingo
zi	zi		Duolingo
ziar	ziar		Duolingo
ziare	ziare		Duolingo
ziarele	ziarele		Duolingo
ziarul	ziarul		Duolingo
zile	zile		Duolingo
zilele	zilele		Duolingo
ziua	ziua		Duolingo
zmeură	zmeura		Duolingo
