learnable	normalized	partOfSpeech	source
as well	as well		Duolingo
as well as	as well as		Duolingo
asia	asia	proper noun	Duolingo
asian	asian	adjective	Duolingo
ask	ask	verb	Duolingo
ask for	ask for		Duolingo
ask if	ask if	verb	Duolingo
asked	asked	verb	Duolingo
asked if	asked if	verb	Duolingo
asking	asking	verb	Duolingo
asks	asks	verb	Duolingo
asleep	asleep	adjective	Duolingo
assume	assume	verb	Duolingo
assumes	assumes	verb	Duolingo
at	at	preposition	Duolingo
at all	at all		Duolingo
at first	at first		Duolingo
at home	at home		Duolingo
at last	at last	adverb	Duolingo
at least	at least		Duolingo
at night	at night		Duolingo
at the moment	at the moment	adverb	Duolingo
ate	ate	verb	Duolingo
atheist	atheist	noun	Duolingo
athlete	athlete	noun	Duolingo
athletes	athletes	noun	Duolingo
athletic	athletic	adjective	Duolingo
atm	atm	noun	Duolingo
atmosphere	atmosphere	noun	Duolingo
attack	attack	noun	Duolingo
attacks	attacks	noun	Duolingo
attention	attention	noun	Duolingo
attitude	attitude	noun	Duolingo
attractive	attractive	adjective	Duolingo
audience	audience	noun	Duolingo
august	august	noun	Duolingo
august	august	proper noun	Duolingo
aunt	aunt	noun	Duolingo
aunts	aunts	noun	Duolingo
australia	australia		Duolingo
australia	australia	proper noun	Duolingo
australian	australian	adjective	Duolingo
austria	austria	proper noun	Duolingo
author	author	noun	Duolingo
authors	authors	noun	Duolingo
available	available	adjective	Duolingo
avenue	avenue	noun	Duolingo
average	average	adjective	Duolingo
average	average	noun	Duolingo
avocado	avocado	noun	Duolingo
avoid	avoid	verb	Duolingo
aw	aw	interjection	Duolingo
awake	awake	adjective	Duolingo
away	away	adjective	Duolingo
away	away	adverb	Duolingo
away	away	preposition	Duolingo
awesome	awesome	adjective	Duolingo
awful	awful	adjective	Duolingo
babies	babies	noun	Duolingo
baby	baby	noun	Duolingo
back	back	adjective	Duolingo
back	back	adverb	Duolingo
back	back	noun	Duolingo
backpack	backpack	noun	Duolingo
backpacks	backpacks	noun	Duolingo
backstage	backstage	adverb	Duolingo
bacon	bacon	noun	Duolingo
bad	bad	adjective	Duolingo
bad at	bad at		Duolingo
badly	badly	adverb	Duolingo
badminton	badminton	noun	Duolingo
bag	bag	noun	Duolingo
bagel	bagel	noun	Duolingo
baggage	baggage	noun	Duolingo
bags	bags	noun	Duolingo
baking	baking	verb	Duolingo
balcony	balcony	noun	Duolingo
ball	ball	noun	Duolingo
ballet	ballet	noun	Duolingo
balloon	balloon	noun	Duolingo
balloons	balloons	noun	Duolingo
balls	balls	noun	Duolingo
banana	banana	noun	Duolingo
bananas	bananas	noun	Duolingo
band	band	noun	Duolingo
bank	bank	noun	Duolingo
banking	banking	verb	Duolingo
banks	banks	noun	Duolingo
bar	bar	noun	Duolingo
barbecue	barbecue	noun	Duolingo
barely	barely	adverb	Duolingo
bars	bars	noun	Duolingo
baseball	baseball	noun	Duolingo
based on	based on	adjective	Duolingo
basically	basically	adverb	Duolingo
basket	basket	noun	Duolingo
basketball	basketball	noun	Duolingo
basketball game	basketball game		Duolingo
bathe	bathe	verb	Duolingo
bathroom	bathroom	noun	Duolingo
bathrooms	bathrooms	noun	Duolingo
batteries	batteries	noun	Duolingo
battery	battery	noun	Duolingo
battle	battle	noun	Duolingo
battles	battles	noun	Duolingo
be	be	verb	Duolingo
be careful	be careful		Duolingo
be moving	be moving		Duolingo
be over	be over		Duolingo
be quiet	be quiet		Duolingo
beach	beach	noun	Duolingo
beaches	beaches	noun	Duolingo
bear	bear	noun	Duolingo
beards	beards	noun	Duolingo
beat	beat	verb	Duolingo
beaten	beaten	verb	Duolingo
beautiful	beautiful	adjective	Duolingo
beautiful	beautiful	adverb	Duolingo
beautifully	beautifully	adverb	Duolingo
beauty	beauty	noun	Duolingo
became	became	verb	Duolingo
because	because	conjunction	Duolingo
because of	because of		Duolingo
become	become	verb	Duolingo
becomes	becomes	verb	Duolingo
bed	bed	noun	Duolingo
bedroom	bedroom	noun	Duolingo
bedrooms	bedrooms	noun	Duolingo
beds	beds	noun	Duolingo
bedsheets	bedsheets	noun	Duolingo
beef	beef	noun	Duolingo
been	been		Duolingo
been	been	verb	Duolingo
beer	beer	noun	Duolingo
before	before	adverb	Duolingo
before	before	conjunction	Duolingo
before	before	preposition	Duolingo
before bed	before bed		Duolingo
before i forget	before i forget		Duolingo
began	began	verb	Duolingo
begin	begin	verb	Duolingo
beginning	beginning	noun	Duolingo
begins	begins	verb	Duolingo
behaves	behaves	verb	Duolingo
behind	behind	adverb	Duolingo
behind	behind	preposition	Duolingo
beijing	beijing	proper noun	Duolingo
being	being	verb	Duolingo
belarus	belarus		Duolingo
belgium	belgium	proper noun	Duolingo
believe	believe	verb	Duolingo
believed	believed	verb	Duolingo
believes	believes	verb	Duolingo
bell	bell	noun	Duolingo
belong	belong	verb	Duolingo
belonged	belonged	verb	Duolingo
below	below	adverb	Duolingo
benefit	benefit	noun	Duolingo
benefits	benefits	noun	Duolingo
berlin	berlin	proper noun	Duolingo
beside	beside	preposition	Duolingo
besides	besides	adverb	Duolingo
besides	besides	preposition	Duolingo
best	best		Duolingo
best	best	adjective	Duolingo
best	best	adverb	Duolingo
best	best	noun	Duolingo
best wishes	best wishes		Duolingo
better	better		Duolingo
better	better	adjective	Duolingo
better	better	adverb	Duolingo
between	between	preposition	Duolingo
bicycle	bicycle	noun	Duolingo
bicycles	bicycles	noun	Duolingo
big	big	adjective	Duolingo
big ben	big ben	proper noun	Duolingo
bigger	bigger	adjective	Duolingo
biggest	biggest	adjective	Duolingo
bilingual	bilingual	adjective	Duolingo
bill	bill	noun	Duolingo
biology	biology	noun	Duolingo
bird	bird	noun	Duolingo
birds	birds	noun	Duolingo
birth	birth	noun	Duolingo
birthday	birthday	noun	Duolingo
birthdays	birthdays	noun	Duolingo
bit	bit	noun	Duolingo
bit	bit	verb	Duolingo
bitter	bitter	adjective	Duolingo
black	black		Duolingo
black	black	adjective	Duolingo
black and white	black and white		Duolingo
blackboard	blackboard	noun	Duolingo
blank	blank		Duolingo
blank	blank	adjective	Duolingo
blanket	blanket	noun	Duolingo
bleach	bleach	noun	Duolingo
bled	bled	verb	Duolingo
bless you	bless you		Duolingo
blew	blew	verb	Duolingo
blind	blind	adjective	Duolingo
blog	blog	noun	Duolingo
blogs	blogs	noun	Duolingo
blond	blond	adjective	Duolingo
blonde	blonde	adjective	Duolingo
blood	blood	noun	Duolingo
blood pressure	blood pressure	noun	Duolingo
bloody	bloody	adjective	Duolingo
blouse	blouse	noun	Duolingo
blouses	blouses	noun	Duolingo
blowing	blowing	verb	Duolingo
blown	blown	verb	Duolingo
blows	blows	verb	Duolingo
blue	blue		Duolingo
blue	blue	adjective	Duolingo
blue	blue	noun	Duolingo
board	board	noun	Duolingo
board games	board games		Duolingo
boarding	boarding	verb	Duolingo
boarding pass	boarding pass		Duolingo
boat	boat	noun	Duolingo
boats	boats	noun	Duolingo
bodies	bodies	noun	Duolingo
body	body	noun	Duolingo
book	book	noun	Duolingo
book club	book club	noun	Duolingo
bookcase	bookcase	noun	Duolingo
books	books	noun	Duolingo
bookshelf	bookshelf	noun	Duolingo
bookstores	bookstores	noun	Duolingo
bordeaux	bordeaux	proper noun	Duolingo
border	border	noun	Duolingo
bored	bored	adjective	Duolingo
boring	boring	adjective	Duolingo
born	born	adjective	Duolingo
born	born	verb	Duolingo
boss	boss	noun	Duolingo
bosses	bosses	noun	Duolingo
boston	boston	proper noun	Duolingo
both	both	determiner	Duolingo
both	both	pronoun	Duolingo
bother	bother	verb	Duolingo
bothering	bothering	verb	Duolingo
bothers	bothers	verb	Duolingo
bottle	bottle	noun	Duolingo
bottle of	bottle of		Duolingo
bottles	bottles	noun	Duolingo
bottom	bottom	noun	Duolingo
bought	bought	verb	Duolingo
bowl	bowl	noun	Duolingo
box	box	noun	Duolingo
boxes	boxes	noun	Duolingo
boxing	boxing	noun	Duolingo
boy	boy	noun	Duolingo
boyfriend	boyfriend	noun	Duolingo
boys	boys	noun	Duolingo
bracelet	bracelet	noun	Duolingo
brain	brain	noun	Duolingo
brand	brand	noun	Duolingo
brazil	brazil	proper noun	Duolingo
brazilian	brazilian	adjective	Duolingo
bread	bread	noun	Duolingo
break	break	noun	Duolingo
break room	break room		Duolingo
breakfast	breakfast	noun	Duolingo
bridge	bridge	noun	Duolingo
briefly	briefly	adverb	Duolingo
bright	bright	adjective	Duolingo
brightest	brightest	adjective	Duolingo
brilliant	brilliant	adjective	Duolingo
bring	bring	verb	Duolingo
british	british	adjective	Duolingo
broccoli	broccoli	noun	Duolingo
broke	broke	adjective	Duolingo
broke	broke	verb	Duolingo
broke up	broke up		Duolingo
broken	broken	adjective	Duolingo
broken	broken	verb	Duolingo
brooklyn	brooklyn	proper noun	Duolingo
brooklyn bridge	brooklyn bridge		Duolingo
brooklyn bridge	brooklyn bridge	proper noun	Duolingo
brother	brother		Duolingo
brother	brother	noun	Duolingo
brothers	brothers	noun	Duolingo
brought	brought	verb	Duolingo
brown	brown		Duolingo
brown	brown	adjective	Duolingo
brunch	brunch	noun	Duolingo
brush	brush	verb	Duolingo
brushed	brushed	verb	Duolingo
brussels	brussels	proper noun	Duolingo
buckingham palace	buckingham palace	proper noun	Duolingo
buddhist	buddhist	adjective	Duolingo
buddy	buddy	noun	Duolingo
budget	budget	noun	Duolingo
bug spray	bug spray	noun	Duolingo
build	build	verb	Duolingo
building	building	noun	Duolingo
building	building	verb	Duolingo
buildings	buildings	noun	Duolingo
built	built	verb	Duolingo
bunch	bunch	noun	Duolingo
bus	bus		Duolingo
bus	bus	noun	Duolingo
bus station	bus station	noun	Duolingo
bus stop	bus stop	noun	Duolingo
buses	buses	noun	Duolingo
busier	busier	adjective	Duolingo
busiest	busiest	adjective	Duolingo
business	business		Duolingo
business	business	noun	Duolingo
business professional	business professional		Duolingo
businesswoman	businesswoman	noun	Duolingo
businesswomen	businesswomen	noun	Duolingo
busy	busy		Duolingo
busy	busy	adjective	Duolingo
but	but	conjunction	Duolingo
but	but	preposition	Duolingo
butcher	butcher	noun	Duolingo
butter	butter	noun	Duolingo
buy	buy	verb	Duolingo
buying	buying	verb	Duolingo
buys	buys	verb	Duolingo
by	by	preposition	Duolingo
by accident	by accident		Duolingo
by himself	by himself		Duolingo
by itself	by itself		Duolingo
by myself	by myself		Duolingo
by ourselves	by ourselves		Duolingo
by saturday	by saturday		Duolingo
by the time	by the time		Duolingo
by the time	by the time	conjunction	Duolingo
by the way	by the way		Duolingo
by themselves	by themselves		Duolingo
by yourself	by yourself		Duolingo
by yourselves	by yourselves		Duolingo
bye	bye		Duolingo
bye	bye	interjection	Duolingo
cabinet	cabinet	noun	Duolingo
cafe	cafe	noun	Duolingo
cafeteria	cafeteria	noun	Duolingo
cake	cake	noun	Duolingo
calendar	calendar	noun	Duolingo
calf	calf	noun	Duolingo
call	call	noun	Duolingo
call	call	verb	Duolingo
call back	call back		Duolingo
call me	call me		Duolingo
call me back	call me back		Duolingo
call the police	call the police		Duolingo
called	called	verb	Duolingo
calling	calling	verb	Duolingo
calls	calls	verb	Duolingo
calves	calves	noun	Duolingo
came	came	verb	Duolingo
camera	camera	noun	Duolingo
cameras	cameras	noun	Duolingo
camp	camp	verb	Duolingo
camping	camping	verb	Duolingo
can	can	verb	Duolingo
can i borrow	can i borrow		Duolingo
can i get	can i get		Duolingo
can i have	can i have		Duolingo
can you	can you		Duolingo
can't	can't		Duolingo
can't	can't	adverb	Duolingo
can't	can't	verb	Duolingo
can't i	can't i		Duolingo
can't stand	can't stand		Duolingo
can't stand	can't stand	verb	Duolingo
can't wait	can't wait		Duolingo
can't wait for	can't wait for		Duolingo
can't wait until	can't wait until		Duolingo
can't you	can't you		Duolingo
canada	canada		Duolingo
canada	canada	proper noun	Duolingo
canadian	canadian	adjective	Duolingo
cancer	cancer	noun	Duolingo
candy	candy	noun	Duolingo
cannot	cannot		Duolingo
cannot	cannot	adverb	Duolingo
cannot	cannot	verb	Duolingo
cap	cap	noun	Duolingo
capital	capital	noun	Duolingo
captain	captain	noun	Duolingo
captains	captains	noun	Duolingo
car	car		Duolingo
car	car	noun	Duolingo
car wash	car wash	noun	Duolingo
card	card	noun	Duolingo
cards	cards	noun	Duolingo
career	career	noun	Duolingo
careful	careful	adjective	Duolingo
carefully	carefully	adjective	Duolingo
carefully	carefully	adverb	Duolingo
careless	careless	adjective	Duolingo
carpet	carpet	noun	Duolingo
carried	carried	verb	Duolingo
carries	carries	verb	Duolingo
carry	carry	verb	Duolingo
carry-on	carry-on	noun	Duolingo
cars	cars	noun	Duolingo
cartoon	cartoon	noun	Duolingo
case	case	noun	Duolingo
cash	cash	noun	Duolingo
castle	castle	noun	Duolingo
castles	castles	noun	Duolingo
casual	casual	adjective	Duolingo
cat	cat	noun	Duolingo
catch	catch	verb	Duolingo
catholic	catholic	adjective	Duolingo
cats	cats	noun	Duolingo
cattle	cattle	noun	Duolingo
caught	caught	verb	Duolingo
cause	cause	noun	Duolingo
celebrating	celebrating	verb	Duolingo
cell phone	cell phone	noun	Duolingo
cell phones	cell phones	noun	Duolingo
cellphone	cellphone	noun	Duolingo
center	center	noun	Duolingo
central	central	adjective	Duolingo
century	century	noun	Duolingo
cereal	cereal	noun	Duolingo
certain	certain	adjective	Duolingo
certainly	certainly	adverb	Duolingo
chain	chain	noun	Duolingo
chains	chains	noun	Duolingo
chair	chair	noun	Duolingo
chairs	chairs	noun	Duolingo
challenging	challenging	adjective	Duolingo
champagne	champagne	noun	Duolingo
championship	championship	noun	Duolingo
change	change	noun	Duolingo
change	change	verb	Duolingo
change of clothes	change of clothes		Duolingo
changed	changed	verb	Duolingo
channel	channel	noun	Duolingo
channels	channels	noun	Duolingo
chapter	chapter	noun	Duolingo
chapters	chapters	noun	Duolingo
character	character	noun	Duolingo
characters	characters	noun	Duolingo
charming	charming	adjective	Duolingo
chat	chat	noun	Duolingo
chat	chat	verb	Duolingo
cheap	cheap		Duolingo
cheap	cheap	adjective	Duolingo
cheaper	cheaper	adjective	Duolingo
cheapest	cheapest	adjective	Duolingo
check	check		Duolingo
check	check	noun	Duolingo
check	check	verb	Duolingo
check out	check out		Duolingo
check out	check out	verb	Duolingo
checked	checked	verb	Duolingo
checking	checking	verb	Duolingo
checkout	checkout	noun	Duolingo
checks	checks	verb	Duolingo
cheerful	cheerful	adjective	Duolingo
cheers	cheers		Duolingo
cheers	cheers	interjection	Duolingo
cheers	cheers	verb	Duolingo
cheese	cheese	noun	Duolingo
cheesecake	cheesecake	noun	Duolingo
chef	chef	noun	Duolingo
chemistry	chemistry	noun	Duolingo
chess	chess	noun	Duolingo
chew	chew	verb	Duolingo
chicken	chicken	noun	Duolingo
chickens	chickens	noun	Duolingo
child	child	noun	Duolingo
childhood	childhood	noun	Duolingo
children	children	noun	Duolingo
chilly	chilly	adjective	Duolingo
china	china		Duolingo
china	china	proper noun	Duolingo
chinese	chinese	adjective	Duolingo
chinese	chinese	proper noun	Duolingo
chocolate	chocolate	noun	Duolingo
choose	choose	verb	Duolingo
choosing	choosing	verb	Duolingo
chores	chores	noun	Duolingo
chose	chose	verb	Duolingo
chosen	chosen	verb	Duolingo
christian	christian	adjective	Duolingo
christmas	christmas	noun	Duolingo
christmas	christmas	proper noun	Duolingo
christmas eve	christmas eve		Duolingo
church	church	noun	Duolingo
churches	churches	noun	Duolingo
cider	cider	noun	Duolingo
cigarettes	cigarettes	noun	Duolingo
cinema	cinema	noun	Duolingo
circle	circle	noun	Duolingo
cities	cities	noun	Duolingo
citizen	citizen	noun	Duolingo
citizens	citizens	noun	Duolingo
city	city	noun	Duolingo
civil	civil	adjective	Duolingo
civilization	civilization	noun	Duolingo
clara	clara	proper noun	Duolingo
class	class		Duolingo
class	class	noun	Duolingo
classes	classes	noun	Duolingo
classical	classical	adjective	Duolingo
classroom	classroom	noun	Duolingo
clean	clean	adjective	Duolingo
clean	clean	verb	Duolingo
cleaned	cleaned	verb	Duolingo
cleaner	cleaner	adjective	Duolingo
cleaning	cleaning	noun	Duolingo
cleaning	cleaning	verb	Duolingo
cleans	cleans	verb	Duolingo
clear	clear	adjective	Duolingo
clearly	clearly	adverb	Duolingo
clever	clever	adjective	Duolingo
click	click	noun	Duolingo
click	click	verb	Duolingo
click on	click on		Duolingo
clicking on	clicking on		Duolingo
client	client	noun	Duolingo
clients	clients	noun	Duolingo
climate	climate	noun	Duolingo
climbed	climbed	verb	Duolingo
climbing	climbing		Duolingo
climbing	climbing	verb	Duolingo
clock	clock	noun	Duolingo
clocks	clocks	noun	Duolingo
close	close	adjective	Duolingo
close	close	verb	Duolingo
close by	close by		Duolingo
closed	closed		Duolingo
closed	closed	adjective	Duolingo
closed	closed	verb	Duolingo
closer	closer	adverb	Duolingo
closest	closest	adjective	Duolingo
closet	closet	noun	Duolingo
clothes	clothes		Duolingo
clothes	clothes	noun	Duolingo
cloudy	cloudy	adjective	Duolingo
clown	clown	noun	Duolingo
coach	coach	noun	Duolingo
coast	coast	noun	Duolingo
coat	coat	noun	Duolingo
coats	coats	noun	Duolingo
coffee	coffee		Duolingo
coffee	coffee	noun	Duolingo
coffee shop	coffee shop		Duolingo
cold	cold	adjective	Duolingo
cold	cold	noun	Duolingo
colder	colder	adjective	Duolingo
coldest	coldest	adjective	Duolingo
collection	collection	noun	Duolingo
college	college	noun	Duolingo
color	color	noun	Duolingo
colorful	colorful	adjective	Duolingo
colors	colors	noun	Duolingo
comb	comb	noun	Duolingo
come	come	verb	Duolingo
come again	come again		Duolingo
come from	come from		Duolingo
come on	come on		Duolingo
comes	comes	verb	Duolingo
comes back	comes back		Duolingo
comes from	comes from		Duolingo
comfortable	comfortable	adjective	Duolingo
comic	comic	adjective	Duolingo
comic	comic	noun	Duolingo
coming	coming	verb	Duolingo
comments	comments	noun	Duolingo
committee	committee	noun	Duolingo
common	common	adjective	Duolingo
common sense	common sense	noun	Duolingo
communication	communication	noun	Duolingo
community	community	noun	Duolingo
companies	companies	noun	Duolingo
company	company	noun	Duolingo
competition	competition	noun	Duolingo
competitions	competitions	noun	Duolingo
completed	completed	verb	Duolingo
completely	completely	adverb	Duolingo
complicated	complicated	adjective	Duolingo
computer	computer	noun	Duolingo
computers	computers	noun	Duolingo
concert	concert	noun	Duolingo
concerts	concerts	noun	Duolingo
condition	condition	noun	Duolingo
condolences	condolences	noun	Duolingo
conference	conference	noun	Duolingo
confident	confident	adjective	Duolingo
confused	confused	adjective	Duolingo
confusing	confusing	adjective	Duolingo
congratulations	congratulations		Duolingo
congratulations	congratulations	interjection	Duolingo
consider	consider	verb	Duolingo
contains	contains	verb	Duolingo
contest	contest	noun	Duolingo
continue	continue	verb	Duolingo
continues	continues	verb	Duolingo
contract	contract	noun	Duolingo
contracts	contracts	noun	Duolingo
convenient	convenient	adjective	Duolingo
conversation	conversation	noun	Duolingo
conversations	conversations	noun	Duolingo
cook	cook	noun	Duolingo
cook	cook	verb	Duolingo
cooked	cooked	verb	Duolingo
cookies	cookies	noun	Duolingo
cooking	cooking	verb	Duolingo
cooks	cooks	noun	Duolingo
cooks	cooks	verb	Duolingo
cool	cool		Duolingo
cool	cool	adjective	Duolingo
cool	cool	interjection	Duolingo
cooler	cooler	adjective	Duolingo
cooler	cooler	noun	Duolingo
cops	cops	noun	Duolingo
corn	corn	noun	Duolingo
corner	corner	noun	Duolingo
